DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,
0.00,5.08,0.00,4.10,0.00,0.00,0.00,7.08,0.00,0.00,0.00,0.00,9.09,5.42,5.10,0.00,0.00,0.00,6.08,0.00,
9.31,19.74,29.03,3.46,0.00,20.97,15.25,15.10,0.00,22.32,14.58,23.81,9.43,0.00,13.17,20.97,0.00,16.13,13.52,0.00,
0.00,18.93,26.68,25.15,17.72,21.32,25.92,24.35,29.62,16.99,0.00,13.90,33.29,24.68,13.36,14.18,13.10,53.58,19.16,31.29,
0.00,0.00,0.00,7.73,0.00,0.00,11.33,5.54,0.00,0.00,5.50,6.53,0.00,7.79,6.36,13.07,7.50,0.00,0.00,0.00,
11.39,6.81,5.76,0.00,0.00,0.00,0.00,4.13,0.00,0.00,8.72,8.28,0.00,8.00,8.28,12.72,6.24,0.00,0.00,0.00,
7.88,18.65,19.74,25.42,0.00,10.50,0.00,5.81,14.77,20.97,10.11,14.58,15.55,16.84,29.03,16.13,0.00,0.00,22.32,0.00,
0.00,7.45,0.00,4.10,0.00,0.00,0.00,0.00,0.00,6.18,2.70,6.18,4.73,9.09,4.73,7.45,0.00,0.00,0.00,0.00,
0.00,0.00,7.89,11.05,5.50,7.65,14.19,19.05,10.38,8.25,11.90,9.90,0.00,10.38,9.62,0.00,0.00,0.00,15.62,15.62,
9.54,11.60,0.00,9.54,8.12,17.04,0.00,12.80,0.00,13.52,8.04,0.00,11.46,9.88,18.54,9.04,10.21,16.64,14.40,0.00,
11.08,0.00,0.00,0.00,0.00,0.00,4.42,3.75,0.00,0.00,4.08,0.00,6.15,11.08,0.00,2.30,0.00,0.00,0.00,0.00,
5.08,8.42,5.08,0.00,0.00,4.00,0.00,0.00,0.00,8.42,3.27,0.00,0.00,10.08,3.09,10.08,0.00,0.00,0.00,0.00,
14.01,38.50,54.58,39.39,39.63,68.22,33.35,15.80,27.54,40.63,26.67,67.13,50.00,77.29,23.09,14.27,0.00,70.33,52.25,12.83,
5.27,5.10,4.73,0.00,0.00,0.00,0.00,6.50,0.00,0.00,9.09,0.00,0.00,0.00,0.00,4.10,0.00,0.00,5.27,6.18,
9.09,0.00,0.00,6.18,0.00,0.00,0.00,3.33,0.00,9.09,7.45,5.27,0.00,4.50,0.00,0.00,0.00,0.00,4.73,0.00,
6.08,8.42,0.00,0.00,0.00,0.00,4.55,0.00,5.42,0.00,8.10,0.00,0.00,0.00,3.09,0.00,0.00,0.00,0.00,4.00,
5.27,4.73,6.18,4.55,0.00,0.00,0.00,6.18,0.00,4.73,7.45,0.00,0.00,0.00,5.27,0.00,0.00,0.00,6.50,9.09,
18.80,21.08,27.63,20.60,19.55,23.85,29.13,39.21,32.49,24.66,11.75,30.02,54.64,22.34,24.72,33.63,19.72,44.87,26.41,12.73,
6.08,7.08,7.08,4.73,0.00,0.00,10.08,10.08,0.00,0.00,4.18,0.00,0.00,6.00,0.00,0.00,5.42,0.00,0.00,0.00,
11.21,15.95,17.20,13.16,0.00,11.57,35.33,13.07,18.84,0.00,8.43,0.00,19.87,0.00,10.98,20.11,38.54,0.00,12.98,31.24,
0.00,7.45,0.00,0.00,0.00,0.00,0.00,5.27,9.09,4.10,4.73,0.00,0.00,5.27,4.10,6.18,0.00,0.00,0.00,7.45,
8.00,7.65,0.00,3.07,0.00,0.00,11.76,8.59,0.00,5.06,12.31,0.00,0.00,0.00,0.00,8.00,0.00,0.00,12.31,6.69,
21.41,0.00,26.05,23.19,6.65,31.35,32.09,11.64,29.34,17.48,43.23,76.30,35.04,32.46,17.09,24.57,31.39,0.00,69.35,20.57,
5.65,16.06,10.28,11.39,0.00,0.00,0.00,9.39,11.39,0.00,10.24,0.00,0.00,8.28,8.72,2.08,0.00,0.00,0.00,0.00,
8.56,14.28,0.00,0.00,0.00,12.72,12.72,11.65,0.00,0.00,5.18,0.00,0.00,7.53,5.53,5.19,0.00,8.06,0.00,0.00,
3.82,0.00,0.00,7.08,0.00,0.00,0.00,5.08,0.00,9.09,6.08,0.00,6.08,5.42,5.42,10.08,0.00,0.00,7.08,0.00,
0.00,5.27,0.00,6.18,0.00,0.00,0.00,5.30,7.45,0.00,9.09,0.00,7.45,3.30,0.00,3.50,0.00,0.00,0.00,0.00,
0.00,9.41,15.06,2.18,0.00,0.00,4.67,0.00,0.00,0.00,0.00,0.00,5.19,13.29,0.00,0.00,0.00,0.00,6.69,0.00,
12.91,13.15,17.21,0.00,0.00,11.09,11.10,29.15,23.79,0.00,12.30,0.00,16.15,13.03,7.18,9.91,22.50,0.00,0.00,10.09,
13.42,10.16,34.13,24.86,0.00,13.68,0.00,17.24,36.03,29.08,16.59,13.37,18.34,22.11,0.00,21.31,26.24,0.00,7.49,13.62,
5.73,0.00,8.56,0.00,0.00,0.00,0.00,4.36,14.06,0.00,4.21,0.00,0.00,0.00,9.56,7.81,10.81,12.31,5.60,0.00,
12.87,11.06,43.56,21.25,0.00,16.74,15.28,0.00,21.34,46.34,11.30,0.00,0.00,41.05,26.98,48.39,60.02,0.00,44.92,50.98,
6.67,4.46,0.00,5.21,0.00,0.00,0.00,0.00,0.00,9.87,8.67,0.00,6.53,13.07,4.36,6.36,7.73,0.00,0.00,0.00,
0.00,14.28,0.00,0.00,0.00,0.00,8.28,2.55,0.00,0.00,16.06,0.00,8.72,10.28,12.72,5.76,8.06,9.39,0.00,0.00,
16.06,10.84,19.32,21.32,17.70,18.67,11.16,8.41,17.79,0.00,0.00,12.84,0.00,20.09,13.78,30.15,25.64,22.50,0.00,18.00,
0.00,11.08,0.00,0.00,0.00,11.08,0.00,5.54,0.00,8.00,4.75,6.15,6.92,0.00,6.15,9.38,0.00,0.00,5.69,4.92,
23.84,11.02,0.00,11.96,17.43,0.00,48.02,19.63,18.16,22.19,29.60,20.73,24.02,31.30,21.43,11.79,22.82,48.02,0.00,44.26,
10.81,12.31,0.00,0.00,0.00,9.56,8.56,5.47,0.00,7.81,14.06,0.00,7.31,8.56,10.81,7.06,6.93,7.81,0.00,0.00,
9.09,2.70,0.00,0.00,0.00,0.00,7.08,0.00,0.00,0.00,4.91,0.00,0.00,10.08,5.08,3.82,0.00,0.00,0.00,0.00,
9.06,7.41,6.69,16.06,0.00,0.00,8.72,0.00,0.00,0.00,16.06,0.00,0.00,10.28,8.06,5.60,0.00,0.00,0.00,0.00,
8.56,7.06,0.00,9.56,0.00,0.00,13.07,7.07,0.00,0.00,7.31,6.67,0.00,12.31,7.81,9.87,0.00,8.56,10.81,0.00,
0.00,8.42,0.00,0.00,0.00,0.00,8.42,3.09,0.00,0.00,10.08,0.00,5.08,5.42,3.45,7.08,10.08,5.08,0.00,0.00,
8.52,13.04,0.00,26.04,12.22,10.59,12.37,8.96,13.46,7.88,0.00,14.44,24.18,0.00,9.20,0.00,14.46,24.18,15.56,26.04,
0.00,6.36,3.85,0.00,0.00,0.00,0.00,8.00,0.00,0.00,6.92,0.00,5.69,0.00,6.07,0.00,10.36,0.00,8.00,6.07,
43.44,14.92,33.54,16.18,16.68,23.43,23.73,16.64,33.97,35.61,29.46,30.19,49.79,16.11,26.93,16.83,29.10,0.00,21.31,21.72,
0.00,4.22,0.00,0.00,0.00,4.55,0.00,6.18,0.00,0.00,7.45,0.00,9.09,4.73,0.00,7.45,5.27,0.00,5.27,0.00,
26.13,21.12,46.01,30.83,6.84,34.92,24.16,11.33,68.92,33.70,28.04,33.48,0.00,39.34,14.20,18.85,42.84,0.00,46.05,45.27,
3.64,0.00,0.00,8.56,0.00,0.00,0.00,6.31,10.47,0.00,5.56,0.00,0.00,13.29,8.56,7.06,15.06,0.00,0.00,0.00,
6.07,10.36,0.00,10.36,0.00,0.00,0.00,0.00,0.00,12.07,6.93,4.15,0.00,8.00,8.93,6.15,6.07,0.00,0.00,7.79,
4.21,0.00,0.00,0.00,0.00,13.07,0.00,4.36,9.87,9.87,7.50,0.00,4.77,8.67,6.67,0.00,0.00,6.67,0.00,0.00,
8.10,5.27,4.73,0.00,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,2.90,3.50,0.00,4.73,0.00,0.00,0.00,0.00,
9.68,11.78,10.22,15.56,0.00,13.18,0.00,0.00,26.04,0.00,18.30,10.04,13.46,18.18,0.00,9.35,17.04,0.00,7.12,15.56,
6.36,12.07,12.07,6.93,0.00,0.00,0.00,6.07,8.93,5.69,6.36,0.00,0.00,7.79,4.42,0.00,0.00,0.00,6.93,0.00,
0.00,6.18,0.00,0.00,0.00,0.00,7.11,2.90,0.00,0.00,0.00,4.55,7.45,5.30,0.00,4.73,0.00,0.00,0.00,0.00,
3.64,0.00,0.00,8.00,0.00,15.06,7.65,0.00,10.47,0.00,0.00,0.00,0.00,11.76,8.00,8.67,0.00,11.76,13.29,4.81,
0.00,5.08,6.00,0.00,0.00,0.00,0.00,3.82,5.08,0.00,10.08,0.00,0.00,4.91,7.08,5.27,0.00,0.00,0.00,0.00,
12.59,10.40,7.04,12.52,0.00,0.00,8.50,9.39,0.00,11.42,10.04,0.00,0.00,16.35,13.70,10.16,0.00,0.00,25.04,16.15,
15.06,13.29,11.76,10.81,0.00,0.00,0.00,5.56,0.00,8.59,8.00,13.29,7.65,10.47,9.41,0.00,8.00,7.65,15.06,8.59,
0.00,12.31,0.00,0.00,0.00,0.00,7.81,2.18,0.00,0.00,14.06,0.00,7.31,8.56,10.81,6.36,0.00,7.81,0.00,0.00,
5.30,0.00,0.00,0.00,0.00,0.00,0.00,3.30,6.50,5.27,3.50,9.09,0.00,0.00,0.00,0.00,5.27,0.00,0.00,0.00,
6.07,12.07,0.00,4.15,0.00,0.00,0.00,0.00,0.00,12.07,6.93,0.00,10.36,0.00,0.00,4.92,6.62,0.00,0.00,7.85,
14.62,13.46,14.68,8.89,0.00,15.24,7.93,21.86,27.03,0.00,10.68,14.14,23.45,10.68,0.00,12.12,10.18,20.41,12.18,17.93,
17.77,7.45,9.44,34.60,10.28,24.52,0.00,18.49,13.27,36.31,10.34,0.00,28.69,14.68,17.68,26.31,20.93,0.00,31.45,36.31,
22.85,12.06,28.16,24.24,0.00,0.00,18.48,13.16,25.76,0.00,6.07,17.70,0.00,0.00,17.03,6.46,16.48,0.00,0.00,19.16,
9.14,5.09,0.00,15.74,0.00,0.00,19.62,38.02,19.12,26.82,6.74,15.51,20.52,35.13,22.62,8.75,29.52,0.00,15.90,0.00,
31.33,52.55,22.93,50.29,19.14,65.77,32.28,24.09,59.19,19.31,12.45,23.21,58.97,29.90,25.31,13.28,19.05,0.00,39.19,24.88,
0.00,7.81,0.00,7.06,0.00,8.56,0.00,12.31,0.00,7.81,6.27,0.00,7.31,14.06,7.06,5.54,0.00,0.00,8.56,12.31,
7.45,0.00,0.00,0.00,0.00,5.30,5.27,0.00,0.00,7.45,5.30,4.55,0.00,0.00,4.73,0.00,0.00,0.00,4.10,0.00,
0.00,15.62,0.00,16.09,0.00,7.86,7.55,10.23,0.00,13.65,0.00,14.95,0.00,0.00,11.91,9.23,11.30,10.61,7.50,11.91,
0.00,9.09,0.00,0.00,0.00,4.10,0.00,6.18,0.00,0.00,7.45,6.18,9.09,4.50,5.10,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,6.50,0.00,0.00,6.08,0.00,7.08,0.00,0.00,10.08,5.08,0.00,5.42,0.00,3.82,0.00,4.73,0.00,0.00,
11.39,6.94,0.00,9.39,0.00,0.00,8.19,8.28,0.00,0.00,13.29,0.00,0.00,10.28,8.06,5.07,0.00,0.00,0.00,0.00,
14.03,15.24,21.37,13.27,0.00,8.32,15.61,0.00,0.00,0.00,12.90,16.83,22.83,14.43,8.30,13.39,8.25,0.00,0.00,0.00,
9.66,16.74,17.97,9.91,9.03,29.37,0.00,14.97,19.36,24.36,15.66,0.00,0.00,18.80,18.00,10.78,0.00,0.00,0.00,11.71,
12.24,10.96,23.04,15.46,0.00,8.12,16.64,6.59,0.00,11.52,14.40,21.20,0.00,14.78,19.52,11.84,0.00,0.00,12.71,19.52,
6.96,18.65,20.97,25.42,0.00,14.58,0.00,5.50,14.77,0.00,5.88,14.58,15.55,0.00,29.03,14.83,0.00,0.00,11.77,0.00,
9.56,13.29,7.65,8.00,0.00,8.00,0.00,9.31,0.00,7.53,9.41,0.00,0.00,15.06,11.76,10.47,0.00,0.00,5.19,5.81,
13.07,0.00,0.00,6.67,0.00,0.00,9.87,0.00,3.08,0.00,7.73,0.00,0.00,0.00,3.58,6.50,11.33,0.00,0.00,0.00,
9.41,13.29,8.59,5.56,0.00,0.00,4.81,7.06,0.00,0.00,11.76,0.00,0.00,15.06,0.00,15.06,7.06,10.47,8.19,0.00,
10.16,18.47,23.14,20.17,0.00,15.66,9.62,22.03,0.00,22.03,16.86,17.03,17.14,0.00,12.47,0.00,13.83,0.00,8.48,25.69,
0.00,0.00,3.07,14.06,0.00,7.81,2.25,0.00,0.00,8.56,0.00,5.60,14.06,0.00,0.00,12.31,7.81,0.00,0.00,0.00,
0.00,6.63,15.14,0.00,0.00,9.24,5.75,0.00,0.00,15.14,9.62,16.59,0.00,14.19,16.59,11.14,6.76,0.00,11.86,18.23,
17.74,10.52,0.00,6.62,0.00,10.28,10.91,0.00,0.00,17.03,30.03,21.58,16.06,24.24,7.03,17.59,11.55,0.00,11.41,0.00,
21.35,21.72,19.68,17.75,0.00,17.84,19.39,18.14,15.89,32.13,15.68,14.65,69.35,38.70,27.99,20.40,0.00,50.06,0.00,14.42,
0.00,0.00,0.00,8.42,0.00,0.00,0.00,4.92,6.15,6.92,0.00,5.54,0.00,11.08,5.69,6.15,0.00,0.00,3.27,0.00,
23.64,16.19,35.05,21.93,26.00,30.32,20.41,12.56,53.34,11.93,17.71,11.58,0.00,0.00,23.74,14.32,38.79,49.80,17.98,29.54,
0.00,0.00,0.00,2.73,0.00,4.00,9.38,0.00,0.00,6.92,11.08,0.00,8.00,0.00,0.00,0.00,0.00,0.00,7.08,6.15,
8.72,14.28,9.39,0.00,0.00,6.12,0.00,11.39,0.00,0.00,8.12,8.12,8.28,16.06,11.39,6.12,9.39,0.00,16.06,8.28,
8.72,0.00,9.41,0.00,0.00,0.00,10.24,6.47,0.00,7.06,3.56,0.00,0.00,11.39,8.72,6.71,9.39,0.00,0.00,16.06,
0.00,6.07,6.92,5.54,0.00,0.00,7.79,0.00,0.00,6.93,0.00,0.00,0.00,4.58,0.00,4.75,0.00,0.00,0.00,12.07,
13.68,15.27,12.19,12.50,7.05,0.00,8.71,0.00,0.00,0.00,9.36,16.35,20.50,0.00,16.35,8.00,20.50,0.00,10.80,6.96,
5.73,9.77,20.97,25.42,0.00,14.77,14.58,5.50,14.77,0.00,11.03,14.58,15.55,16.97,29.03,16.13,14.83,0.00,16.84,27.16,
6.36,6.07,8.00,2.75,0.00,0.00,7.79,0.00,0.00,6.62,0.00,0.00,0.00,7.08,0.00,0.00,6.07,0.00,0.00,0.00,
7.07,5.18,7.65,11.39,0.00,8.28,16.06,0.00,0.00,0.00,10.24,0.00,12.72,0.00,0.00,8.06,0.00,0.00,5.06,0.00,
32.48,35.05,30.25,36.55,10.11,45.38,19.65,13.19,58.08,11.12,29.54,14.53,19.65,38.95,20.00,21.53,15.19,0.00,22.25,49.37,
3.50,0.00,0.00,6.18,0.00,0.00,0.00,5.30,0.00,0.00,6.50,0.00,0.00,4.73,0.00,4.55,5.27,0.00,4.73,0.00,
5.19,7.53,7.31,7.65,0.00,0.00,0.00,11.76,0.00,0.00,6.31,6.31,0.00,15.06,8.59,0.00,0.00,0.00,7.31,10.69,
28.16,0.00,12.84,15.16,20.97,10.13,26.41,11.83,15.78,21.91,10.57,15.16,19.53,13.81,17.68,14.58,5.32,0.00,16.28,24.78,
4.73,8.42,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10,7.08,0.00,10.08,3.09,10.08,0.00,0.00,0.00,0.00,
9.43,10.39,31.03,10.45,0.00,0.00,0.00,17.70,0.00,0.00,15.34,15.16,0.00,9.72,18.91,22.85,8.03,29.15,15.58,0.00,
0.00,7.08,0.00,4.50,0.00,10.08,7.08,0.00,0.00,0.00,8.42,5.08,0.00,5.42,0.00,10.08,8.42,0.00,0.00,6.08,
15.71,13.81,16.92,25.30,25.47,0.00,31.35,9.74,21.89,0.00,16.17,18.86,18.00,21.03,22.92,9.82,13.62,0.00,0.00,8.68,
6.79,33.14,0.00,12.47,0.00,17.49,18.85,7.94,18.00,0.00,13.20,0.00,0.00,28.11,26.62,33.14,0.00,29.68,0.00,0.00,
9.13,11.60,12.96,0.00,11.84,0.00,12.96,9.92,0.00,0.00,16.35,7.12,17.58,12.79,13.68,22.19,17.84,15.27,0.00,0.00,
8.72,0.00,11.76,8.12,0.00,5.19,0.00,3.21,0.00,12.72,0.00,10.28,16.06,8.06,0.00,8.06,0.00,0.00,0.00,0.00,
19.10,7.04,14.52,12.30,0.00,29.03,6.61,11.86,0.00,0.00,0.00,17.37,0.00,11.04,16.13,20.97,11.63,22.32,15.55,0.00,
0.00,21.20,9.83,6.52,7.23,0.00,12.24,0.00,12.24,15.46,12.80,12.80,9.12,11.60,0.00,14.21,18.00,16.64,0.00,14.40,
11.08,8.93,0.00,0.00,0.00,0.00,0.00,6.36,0.00,6.62,4.08,0.00,0.00,6.93,5.69,7.79,8.93,0.00,0.00,0.00,
16.06,13.68,10.28,8.59,0.00,13.68,6.39,0.00,0.00,0.00,8.63,0.00,8.95,15.26,0.00,3.69,0.00,0.00,12.32,0.00,
10.08,5.42,0.00,8.42,0.00,0.00,0.00,5.42,6.08,10.08,2.10,0.00,0.00,0.00,0.00,4.18,0.00,0.00,5.08,0.00,
0.00,5.18,0.00,6.59,0.00,9.25,0.00,4.24,0.00,0.00,10.25,0.00,0.00,12.05,14.65,15.26,0.00,11.05,0.00,18.05,
0.00,7.45,6.18,3.30,0.00,4.50,0.00,5.27,0.00,4.73,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
13.19,12.52,11.27,21.48,0.00,12.32,14.37,9.73,25.04,18.52,16.04,8.50,12.04,10.58,0.00,11.44,16.15,0.00,13.70,14.37,
0.00,0.00,14.19,6.95,5.28,0.00,9.62,0.00,11.90,16.25,6.65,9.90,0.00,10.38,0.00,13.05,0.00,11.05,9.90,9.62,
5.07,0.00,4.93,10.81,0.00,0.00,7.07,10.81,0.00,0.00,3.64,0.00,0.00,0.00,8.56,7.06,0.00,0.00,9.56,12.31,
0.00,10.71,0.00,12.84,10.90,24.78,0.00,5.33,0.00,12.45,7.04,16.28,15.41,18.53,30.03,9.96,15.16,19.53,28.16,0.00,
0.00,6.18,0.00,4.55,0.00,4.50,0.00,5.30,0.00,0.00,5.27,0.00,0.00,4.10,0.00,0.00,0.00,0.00,0.00,8.10,
32.35,31.94,21.56,22.74,6.79,32.32,33.75,11.67,40.68,30.12,38.71,38.75,72.99,66.57,20.74,42.09,34.68,0.00,0.00,13.32,
8.93,0.00,0.00,9.87,0.00,0.00,0.00,4.75,0.00,7.73,0.00,0.00,7.73,8.79,13.07,5.69,0.00,0.00,0.00,0.00,
17.21,35.74,0.00,25.39,8.27,18.08,17.44,23.47,0.00,23.28,32.91,41.57,26.84,31.75,15.10,19.43,12.14,30.15,38.29,15.40,
9.25,0.00,11.05,9.25,0.00,9.58,0.00,6.19,0.00,0.00,5.39,0.00,13.25,9.05,0.00,15.26,9.65,0.00,9.65,16.25,
0.00,9.09,0.00,6.18,0.00,0.00,0.00,3.33,0.00,9.09,7.45,5.27,0.00,3.30,0.00,5.27,0.00,0.00,0.00,0.00,
22.85,15.76,12.78,15.16,0.00,20.52,13.30,19.53,0.00,29.15,16.65,11.28,0.00,0.00,12.28,11.23,8.58,0.00,12.59,15.76,
4.73,7.45,0.00,0.00,0.00,0.00,0.00,5.30,0.00,4.55,4.73,0.00,5.27,0.00,6.18,6.50,0.00,0.00,0.00,9.09,
14.65,0.00,9.65,6.63,5.76,9.25,12.05,18.05,0.00,16.25,5.94,0.00,0.00,0.00,9.05,14.65,9.25,0.00,16.25,11.05,
0.00,7.31,0.00,0.00,0.00,7.06,0.00,2.62,0.00,6.53,12.31,0.00,7.81,9.56,0.00,4.15,0.00,0.00,14.06,0.00,
9.41,7.65,8.59,0.00,6.31,0.00,13.29,12.31,0.00,0.00,0.00,10.47,9.41,4.40,0.00,11.76,0.00,8.00,7.65,10.47,
4.07,7.06,7.20,0.00,0.00,9.56,6.53,0.00,0.00,0.00,12.31,0.00,8.56,0.00,0.00,4.67,0.00,0.00,5.73,8.56,
85.14,31.93,16.80,16.59,0.00,55.26,9.24,22.51,80.46,77.93,23.58,12.55,46.70,15.29,13.35,37.47,37.90,26.65,25.36,60.66,
19.17,23.45,27.45,20.73,0.00,21.45,17.02,11.22,40.02,28.69,11.39,9.95,21.45,25.80,35.27,5.58,30.02,0.00,20.02,18.10,
26.72,62.26,27.94,26.83,0.00,17.30,17.64,7.94,38.86,38.66,22.12,17.41,28.51,35.30,57.90,17.10,17.70,0.00,39.76,16.15,
32.23,26.88,25.29,27.64,39.18,36.75,18.38,16.41,28.77,24.80,19.29,18.60,42.54,24.28,29.09,11.64,21.07,43.25,41.01,18.61,
6.18,8.42,0.00,0.00,0.00,0.00,5.42,0.00,0.00,0.00,4.10,0.00,0.00,0.00,4.18,5.08,3.82,0.00,0.00,0.00,
4.21,13.07,7.31,0.00,0.00,0.00,0.00,9.56,10.81,0.00,9.73,8.56,0.00,8.56,0.00,7.06,6.27,0.00,0.00,7.06,
4.12,0.00,6.35,0.00,0.00,0.00,14.14,10.68,24.18,17.93,16.00,0.00,0.00,0.00,9.33,10.59,14.37,0.00,16.04,14.62,
4.06,0.00,0.00,0.00,0.00,10.38,0.00,4.83,0.00,14.19,7.45,4.84,17.24,0.00,0.00,14.19,0.00,0.00,0.00,6.25,
23.33,9.91,17.07,34.61,13.16,25.61,23.77,40.39,50.50,0.00,28.69,0.00,42.17,16.69,17.54,30.47,28.99,0.00,31.52,9.08,
12.31,7.31,14.06,7.20,0.00,0.00,9.56,0.00,0.00,8.56,0.00,0.00,7.31,6.53,7.33,6.53,14.06,0.00,10.81,0.00,
0.00,7.54,24.74,11.79,11.91,0.00,0.00,7.10,33.03,17.03,9.03,24.74,22.50,17.43,0.00,8.26,0.00,0.00,0.00,26.17,
12.51,23.49,43.63,20.07,0.00,13.38,23.54,10.52,26.29,0.00,10.09,39.04,65.18,69.01,8.34,20.25,46.93,23.51,59.86,38.56,
23.04,9.88,0.00,7.38,0.00,15.44,14.04,5.14,0.00,11.04,9.54,16.64,12.80,7.48,15.46,12.24,11.84,0.00,0.00,0.00,
13.04,12.07,8.73,0.00,13.19,0.00,12.00,10.74,0.00,24.18,16.04,8.42,0.00,14.30,13.68,23.19,22.46,17.04,16.04,0.00,
4.73,4.55,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,4.73,6.18,0.00,0.00,6.18,3.50,0.00,4.50,0.00,7.45,
7.61,12.32,0.00,0.00,0.00,10.25,0.00,7.28,0.00,0.00,9.58,0.00,9.05,12.05,14.65,3.53,0.00,0.00,11.05,13.25,
23.79,21.58,15.52,25.21,0.00,23.79,18.48,13.88,26.74,0.00,8.84,18.50,20.26,20.26,13.76,4.16,17.21,0.00,0.00,25.64,
25.87,13.28,17.25,34.19,13.16,34.23,41.96,20.10,0.00,38.48,13.73,27.28,0.00,19.66,35.35,30.68,68.07,0.00,12.96,12.62,
0.00,7.79,0.00,11.84,12.04,0.00,0.00,4.00,11.60,11.88,0.00,11.52,9.88,12.24,0.00,8.68,10.04,0.00,0.00,0.00,
4.53,6.27,4.50,14.06,0.00,0.00,0.00,12.07,7.06,0.00,8.56,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,9.90,14.65,0.00,5.50,12.95,6.63,19.05,10.38,8.25,11.90,0.00,0.00,10.38,9.62,9.62,0.00,0.00,15.62,15.62,
0.00,7.45,0.00,4.50,0.00,0.00,9.09,4.73,5.27,0.00,6.18,0.00,0.00,9.09,0.00,6.18,7.45,0.00,4.55,0.00,
10.59,0.00,0.00,16.25,0.00,0.00,0.00,0.00,15.14,6.38,10.29,7.33,10.05,16.59,5.25,3.50,0.00,0.00,13.86,0.00,
7.73,11.33,7.07,0.00,4.36,0.00,0.00,3.08,6.67,0.00,0.00,13.07,0.00,6.67,0.00,7.07,0.00,0.00,8.67,13.07,
7.45,5.27,6.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.73,0.00,0.00,0.00,0.00,2.12,7.45,4.50,0.00,0.00,
7.45,5.27,4.73,6.18,0.00,0.00,0.00,6.18,0.00,0.00,4.73,0.00,0.00,0.00,0.00,4.10,7.45,4.50,0.00,0.00,
17.42,10.28,19.51,14.98,0.00,11.61,17.73,39.24,0.00,9.88,12.07,0.00,23.33,0.00,26.84,17.07,41.11,0.00,0.00,23.51,
7.73,12.31,6.27,0.00,0.00,0.00,0.00,2.46,0.00,0.00,14.06,0.00,7.31,8.56,10.81,5.47,0.00,7.81,0.00,0.00,
16.05,0.00,20.52,16.55,0.00,6.00,6.26,16.66,19.62,16.05,10.13,15.64,0.00,0.00,31.54,15.19,26.82,0.00,0.00,35.13,
6.93,0.00,0.00,6.36,0.00,0.00,0.00,6.67,0.00,7.73,0.00,0.00,0.00,5.38,13.07,2.18,0.00,0.00,0.00,0.00,
0.00,0.00,20.05,6.77,0.00,7.05,9.05,8.59,16.09,17.57,14.78,14.95,0.00,19.22,9.23,10.61,12.70,0.00,16.09,0.00,
0.00,11.19,19.93,12.59,10.65,0.00,0.00,5.39,0.00,12.59,8.50,11.60,0.00,15.19,17.26,7.24,0.00,0.00,13.70,0.00,
19.07,10.79,23.57,26.54,24.37,14.11,0.00,13.82,18.89,0.00,11.98,0.00,0.00,0.00,19.77,14.56,26.77,22.55,45.02,7.95,
6.36,11.33,0.00,13.07,0.00,8.67,0.00,5.69,0.00,0.00,6.67,0.00,0.00,7.73,3.08,0.00,0.00,7.07,0.00,13.07,
9.42,18.65,20.97,25.42,0.00,14.77,0.00,5.76,14.77,25.42,8.76,14.58,15.55,23.81,29.03,14.17,0.00,0.00,11.77,27.16,
4.35,10.21,0.00,14.28,0.00,11.39,12.32,17.05,8.53,0.00,3.47,9.47,0.00,0.00,0.00,0.00,0.00,8.95,0.00,13.68,
23.29,9.10,0.00,42.79,25.80,19.18,18.08,14.69,24.59,24.51,8.21,17.39,0.00,0.00,19.66,10.28,14.57,25.25,23.42,42.79,
6.96,11.72,0.00,22.13,0.00,9.50,14.39,0.00,18.00,15.41,13.03,17.66,0.00,30.03,23.68,17.87,16.91,0.00,15.03,17.66,
31.64,11.19,20.97,0.00,14.74,12.00,7.19,12.81,12.13,13.82,27.61,21.03,33.33,24.72,0.00,23.64,18.56,0.00,13.24,27.39,
6.18,4.55,6.18,0.00,0.00,0.00,4.73,0.00,0.00,0.00,0.00,9.09,9.09,4.73,3.11,0.00,0.00,0.00,5.27,0.00,
4.36,8.93,7.73,0.00,0.00,0.00,0.00,8.00,0.00,0.00,6.53,8.67,0.00,7.50,0.00,6.67,7.07,0.00,0.00,7.07,
11.91,8.41,11.14,7.90,0.00,0.00,0.00,0.00,0.00,4.55,0.00,11.30,10.23,0.00,4.63,19.22,0.00,0.00,16.09,17.57,
0.00,14.28,8.28,5.76,0.00,0.00,5.29,0.00,0.00,0.00,13.29,8.72,8.28,5.65,12.72,13.29,11.39,0.00,11.39,8.72,
0.00,2.44,0.00,0.00,0.00,0.00,0.00,8.10,0.00,0.00,4.10,0.00,0.00,9.09,4.73,3.50,0.00,0.00,0.00,0.00,
