,Charge_density,Charge_phys,Charge_acid,y
Neg_2267,-0.58223,-1.16009,-0.95017,0
Neg_778,1.07172,-1.1993,-1.00753,0
Neg_87,0.74029,-0.4297,-0.20421,0
Neg_2746,0.99069,0.1757,0.09467,0
Neg_1171,1.21897,0.07012,-0.00734,0
Neg_1671,-0.31885,-0.66464,-0.74608,0
Neg_2416,0.95989,0.3892,0.30097,0
Neg_1935,0.57948,-0.52623,-0.58355,0
Neg_2891,-0.61659,-0.06395,-0.31965,0
Neg_1354,0.29315,0.00573,-0.33445,0
Neg_763,-0.59644,0.35063,0.80637,0
Neg_1222,0.29358,-0.8981,-0.94286,0
Neg_371,-0.2891,-0.25967,-0.40275,0
Neg_1955,-0.31691,2.77239,2.60367,0
Neg_2848,0.5363,0.57976,0.17713,0
Neg_2766,-0.72163,0.91902,0.83217,0
Neg_2233,1.0615,0.97429,0.53904,0
Neg_1833,-0.03402,0.12868,0.06841,0
Neg_1123,-0.50777,-0.3388,-0.36078,0
Neg_2809,0.66,-1.1156,-1.09999,0
Neg_2194,0.77449,-0.14102,-0.21135,0
Neg_2144,-0.7139,0.42879,0.24314,0
Neg_27,-0.33151,0.38609,0.15266,0
Neg_2559,1.3795,0.38194,0.03837,0
Neg_2373,-1.34269,-0.56956,0.82017,0
Neg_2161,0.17248,-0.65486,-0.74208,0
Neg_1954,0.50312,-0.7365,-0.78672,0
Neg_23,-0.17767,-0.28294,-0.14497,0
Neg_1075,1.2362,-1.29211,-0.62656,0
Neg_2385,0.41964,-0.48381,-0.81728,0
Neg_1821,-0.30318,-0.9615,-0.79329,0
Neg_2256,0.22659,-0.11257,-0.13294,0
Neg_2171,-0.85418,-0.58094,-0.52857,0
Neg_921,-0.13074,-0.97925,-1.16735,0
Neg_832,0.61598,-1.50977,-1.53388,0
Neg_552,0.70847,-0.19069,-0.20319,0
Neg_1002,0.94489,0.34236,-0.24645,0
Neg_123,0.09799,-1.34153,-1.37132,0
Neg_204,-1.0459,-0.88201,-1.07724,0
Neg_375,-0.06804,-1.01097,-0.62055,0
Neg_372,-0.35178,-1.11611,-1.15351,0
Neg_1287,-2.72881,-1.26143,-1.29393,0
Neg_2125,-0.94333,-0.84576,-1.35581,0
Neg_74,-0.50734,-0.55823,-0.86668,0
Neg_871,-0.20294,-1.06365,-1.29214,0
Neg_694,-1.20718,-0.68579,-0.41574,0
Neg_824,0.44166,-0.73673,-1.00697,0
Neg_2063,0.26326,-0.51158,-0.05412,0
Neg_1031,-0.55777,-0.49176,-0.55025,0
Neg_332,-0.4355,-1.30915,-1.34003,0
Neg_1165,0.26543,-0.89323,-0.93816,0
Neg_2186,0.79617,0.86548,0.76116,0
Neg_1986,-0.46455,-0.08311,0.3944,0
Neg_2394,0.56648,-0.65237,-0.70543,0
Neg_1379,-0.07585,-0.34557,-0.36416,0
Neg_2522,0.99616,0.83522,0.74456,0
Neg_1899,-0.31614,-1.1269,-1.16394,0
Neg_1322,-2.03629,0.50747,0.41524,0
Neg_2414,0.96316,-0.65471,-0.82903,0
Neg_26,0.50267,-0.60112,0.07743,0
Neg_1284,-0.51126,-1.10311,-1.17904,0
Neg_820,-0.17679,-1.20428,-1.2387,0
Neg_863,0.41525,-0.48373,-0.54249,0
Neg_268,0.19488,-1.0182,-1.12769,0
Neg_2153,0.62152,-0.06917,-0.14192,0
Neg_63,-0.73468,-0.6833,-0.73532,0
Neg_687,-0.50831,-1.24965,-0.92887,0
Neg_1297,0.09551,-0.29875,-0.15738,0
Neg_1556,-0.32623,0.57819,0.48357,0
Neg_2455,0.08974,-0.06173,-0.13474,0
Neg_1016,-0.32928,-0.63961,-0.91279,0
Neg_366,-0.31206,-0.55316,-0.42982,0
Neg_641,-0.2458,-0.11091,0.49325,0
Neg_2874,-0.10116,-0.42255,0.02347,0
Neg_948,-0.52753,-0.80589,-0.85377,0
Neg_2780,0.19667,-1.28839,-1.22183,0
Neg_760,0.46426,-1.10485,-1.35141,0
Neg_1782,-0.02488,0.2794,0.19487,0
Neg_2735,-0.77399,0.61098,0.76439,0
Neg_705,0.22854,-0.96991,-0.5379,0
Neg_764,-0.47085,-0.30859,-0.25469,0
Neg_1582,0.34725,-0.55818,-0.61442,0
Neg_1061,-0.23498,-1.10468,-1.26538,0
Neg_2183,-0.6171,-0.18883,-0.51193,0
Neg_1543,-2.25756,1.30703,1.18779,0
Neg_1964,0.33824,0.32285,-0.08574,0
Neg_1330,-0.30039,1.763,2.50059,0
Neg_2411,-0.42769,-1.21178,-0.84144,0
Neg_25,0.19999,-0.69105,-0.74281,0
Neg_1463,-0.3235,-1.14454,-1.23431,0
Neg_1738,1.40629,1.10472,0.99232,0
Neg_2261,-0.32646,-0.38045,-0.4427,0
Neg_1416,0.02438,0.72314,0.62363,0
Neg_2389,-0.80158,-0.56493,-0.61024,0
Neg_2905,-1.37582,1.20164,1.08597,0
Neg_1488,-1.02194,-0.52864,-0.43714,0
Neg_180,-0.19204,0.60942,0.21012,0
Neg_557,-0.51673,0.03756,-0.02145,0
Neg_1595,-0.02138,0.04557,-0.12239,0
Neg_1103,1.49908,1.24395,1.12685,0
Neg_510,-0.64075,0.63097,0.56082,0
Neg_2472,-0.3229,-1.08702,-0.74011,0
Neg_122,-0.06922,-0.04207,-0.11574,0
Neg_2290,-0.00693,-0.50991,-0.52548,0
Neg_2696,-0.43179,-0.76451,-0.81378,0
Neg_1289,0.15758,0.29737,0.21224,0
Neg_1936,-0.07568,-1.18665,-1.16909,0
Neg_2265,0.09103,-0.06531,0.18815,0
Neg_2555,-0.91632,-0.20298,-0.05424,0
Neg_1580,0.50381,-1.18774,-1.01013,0
Neg_2082,0.50252,1.1298,1.64206,0
Neg_1591,0.16059,1.41785,1.27752,0
Neg_1470,-0.19996,-1.09548,-1.3515,0
Neg_1509,0.12523,-1.1889,-0.78984,0
Neg_77,-0.3163,2.661,2.49605,0
Neg_1247,-0.73036,-0.50724,-0.56521,0
Neg_2122,0.01375,-1.30876,-1.10725,0
Neg_1953,-0.11575,-0.45222,0.17777,0
Neg_2894,-0.40507,-1.35041,-1.36618,0
Neg_1260,-0.07144,-0.97463,-1.41271,0
Neg_2719,-0.33893,-0.81994,-0.86735,0
Neg_2111,0.41644,-1.17806,-1.21337,0
Neg_1531,0.07892,-0.48895,-0.54754,0
Neg_1519,0.54906,-0.02953,0.09252,0
Neg_2540,0.16779,-0.9943,-0.16166,0
Neg_2113,-0.31731,-1.03397,-1.07415,0
Neg_1965,-0.17973,-0.01651,0.1222,0
Neg_48,-0.41076,-0.44407,-0.50416,0
Neg_625,-0.87577,0.11569,-0.41474,0
Neg_2721,0.75587,-0.36357,-0.5958,0
Neg_2716,0.1971,0.62578,0.52956,0
Neg_1116,0.06133,-0.80417,-0.61463,0
Neg_2714,-0.4703,-0.27075,-0.3367,0
Neg_729,-0.48941,0.3278,0.55125,0
Neg_770,0.59829,1.81554,0.66568,0
Neg_1441,-0.27789,1.35602,1.02267,0
Neg_1629,-0.4408,0.1058,-0.11879,0
Neg_65,0.67883,-0.00942,-0.08419,0
Neg_2121,-0.34401,0.32913,0.24292,0
Neg_271,-0.28244,-0.2449,-0.25603,0
Neg_2572,-0.14649,-0.22885,0.0347,0
Neg_2089,-1.73068,-0.54679,-0.36941,0
Neg_655,-0.09966,-1.18956,-1.43213,0
Neg_806,-2.79762,0.57919,0.48454,0
Neg_1034,0.62798,0.3998,0.31121,0
Neg_2211,-0.96211,-0.74793,-0.69773,0
Neg_393,0.40898,0.04052,-0.03594,0
Neg_2684,-0.99108,0.09134,0.16177,0
Neg_2028,-2.31099,-1.07552,-1.11429,0
Neg_1695,-0.88675,1.11427,1.08103,0
Neg_1024,0.37427,1.05088,2.89415,0
Neg_881,0.25738,0.08099,0.00316,0
Neg_2862,-0.03067,-0.57025,-0.62609,0
Neg_632,0.61371,0.58049,1.3531,0
Neg_665,-0.16193,0.02436,-0.01756,0
Neg_1699,-0.53383,-0.99775,-0.94969,0
Neg_1752,0.26754,-0.2371,-0.24587,0
Neg_1536,-0.07965,-0.67108,-0.72351,0
Neg_1132,-0.7946,-0.44921,-0.61082,0
Neg_692,-0.66255,-0.53522,-0.23643,0
Neg_2046,0.16719,-0.45917,-0.355,0
Neg_866,-0.64136,-0.55894,-0.30774,0
Neg_719,1.18148,0.76143,0.21166,0
Neg_2407,1.2995,0.31521,0.22947,0
Neg_668,-0.5078,-0.16826,-0.30128,0
Neg_2488,0.30741,-0.25755,-0.45863,0
Neg_359,0.4679,-0.05601,0.31004,0
Neg_1168,-0.30878,-0.82223,-0.4213,0
Neg_578,-0.32249,-1.25628,-1.28895,0
Neg_2655,-0.48195,-0.3877,-0.23613,0
Neg_1419,1.88746,1.12615,1.01302,0
Neg_426,-2.11253,-0.79608,-0.84428,0
Neg_1644,0.99612,-0.37313,-0.43563,0
Neg_643,-1.86914,-0.76833,-0.94469,0
Neg_1902,-0.94356,-0.12834,-0.1991,0
Neg_385,-0.25348,0.09777,1.17276,0
Neg_2361,-0.44055,-1.32688,-1.41947,0
Neg_907,-0.13001,-0.93529,-1.15618,0
Neg_399,-0.20811,-0.17164,0.04865,0
Neg_1577,0.07686,-0.94283,-0.98608,0
Neg_2127,-0.1625,-0.94909,-0.90792,0
Neg_73,-0.21503,-1.34389,-1.3736,0
Neg_2598,-0.2012,0.0104,-0.05987,0
Neg_516,-1.1574,-0.79282,-0.41292,0
Neg_1466,-0.3168,-0.85768,-0.9038,0
Neg_672,0.49115,-1.14415,-0.88796,0
Neg_630,-0.40374,-0.43254,-0.21042,0
Neg_39,-0.29632,-0.66083,-0.64901,0
Neg_2465,-0.01137,-0.29575,-0.51644,0
Neg_2722,-0.97955,0.19326,0.11164,0
Neg_2105,-0.70795,-1.18319,-0.61741,0
Neg_1077,-1.2557,-0.48078,-0.53964,0
Neg_2550,1.26449,-0.39418,0.0517,0
Neg_1756,-0.34103,2.01339,1.87031,0
Neg_172,-0.31581,1.24122,1.12421,0
Neg_1428,-0.86679,0.9595,1.60935,0
Neg_797,-1.3967,-1.23543,-0.99548,0
Neg_2239,-0.33447,-0.67427,-0.94398,0
Neg_1268,0.41086,-0.15959,-0.27594,0
Neg_112,-0.42197,-0.86144,-0.89769,0
Neg_2432,-0.09849,-1.07695,-1.11567,0
Neg_1624,0.66984,-0.51499,-0.5727,0
Neg_1571,0.74856,1.94209,1.80141,0
Neg_753,0.36525,-0.09044,0.1384,0
Neg_1875,-0.69124,0.65123,1.08807,0
Neg_2353,0.23619,0.17287,0.09194,0
Neg_1805,-0.91798,0.29605,0.17119,0
Neg_1530,0.10415,-0.33878,-0.53777,0
Neg_357,-0.72892,0.04932,-0.08122,0
Neg_695,-0.00747,-0.32557,-0.38967,0
Neg_551,-0.11798,0.31485,0.22912,0
Neg_2897,-0.29345,-0.64955,-0.47354,0
Neg_438,-0.22161,-1.34518,-1.12757,0
Neg_858,0.08247,-1.11111,-1.14868,0
Neg_1072,0.34131,0.40467,0.04923,0
Neg_698,-2.15924,1.08168,0.97006,0
Neg_2433,0.00524,3.82131,3.61716,0
Neg_186,0.09002,-0.45168,-0.35794,0
Neg_1915,0.71409,-0.6491,-0.52483,0
Neg_2470,-0.08915,0.42169,0.0877,0
Neg_1547,-0.27621,-0.80029,-0.68818,0
Neg_313,-0.01221,-0.57549,-0.75275,0
Neg_1232,-0.92016,-0.21692,-0.28469,0
Neg_2015,-0.94407,-0.12031,-0.38917,0
Neg_1413,-0.04023,-0.73276,-1.01639,0
Neg_1495,0.63379,-0.52782,-0.79361,0
Neg_2297,1.12354,-0.30454,-0.36935,0
Neg_416,0.19699,-0.93013,-0.97381,0
Neg_1252,-2.29074,-0.37236,-0.43488,0
Neg_1013,-0.14117,-1.12641,-1.14185,0
Neg_1631,0.4423,0.66392,1.07562,0
Neg_874,0.26749,-0.55283,-0.77565,0
Neg_1984,-1.42741,1.33585,1.21564,0
Neg_1431,1.19484,-0.03816,-0.11197,0
Neg_505,2.56943,0.55379,0.45999,0
Neg_2401,-0.99341,-0.59083,-0.81913,0
Neg_2119,-0.40728,-0.7151,-1.06146,0
Neg_1685,0.25821,-0.32187,-0.38609,0
Neg_2727,-0.63984,-0.84349,-0.76974,0
Neg_1640,0.03336,-0.63568,-0.5095,0
Neg_1134,-0.74965,0.12245,0.04322,0
Neg_799,-0.61671,-1.21612,-0.74899,0
Neg_790,-0.14209,-0.31383,-0.37833,0
Neg_2135,0.34404,-0.33424,-0.39805,0
Neg_2208,-0.22775,0.51087,0.59345,0
Neg_1475,-0.53285,0.02949,-0.0466,0
Neg_1085,-0.44618,-0.78846,-0.99011,0
Neg_1713,0.25003,-1.31725,-0.87892,0
Neg_309,-1.19419,-0.09125,-0.33462,0
Neg_1162,0.84229,-0.28423,-0.85433,0
Neg_2075,-0.33526,-0.37285,-0.43536,0
Neg_1698,0.98687,-0.5603,-0.61647,0
Neg_518,1.09299,0.3223,0.23632,0
Neg_1163,-0.43366,-0.95445,-0.97414,0
Neg_1359,0.48702,1.63238,1.19171,0
Neg_1119,0.93346,-1.09212,-1.34729,0
Neg_2643,-0.55039,-0.75252,-0.77307,0
Neg_277,-0.20081,-0.80435,-0.77986,0
Neg_1587,-0.11249,-1.08346,-0.94264,0
Neg_2585,-0.47796,-0.78703,-0.75177,0
Neg_1060,0.25901,-1.50977,-1.53388,0
Neg_330,-0.7268,-0.74358,-0.79356,0
Neg_1369,-0.61853,-0.77433,-0.66215,0
Neg_2785,-0.95525,-0.60444,-0.55131,0
Neg_2535,0.08603,-0.58829,-0.64352,0
Neg_1564,-1.03032,-0.6855,-0.5026,0
Neg_2036,-0.49763,-0.1874,-0.10787,0
Neg_1200,0.13602,0.52603,0.20066,0
Neg_1709,0.63691,-1.05492,-1.1397,0
Neg_1329,-1.25953,-0.59552,-0.51149,0
Neg_32,0.15598,0.23344,0.64458,0
Neg_776,-0.60261,-0.85106,-0.89741,0
Neg_437,-0.71308,-1.28047,-1.31232,0
Neg_2653,0.20096,-0.99442,-1.15382,0
Neg_95,-0.13308,0.47354,0.75478,0
Neg_1757,0.55055,-0.66724,-0.97302,0
Neg_780,0.34978,-0.6416,-0.4772,0
Neg_1804,-0.77912,0.20314,0.22032,0
Neg_1545,-0.46654,-0.11991,-0.56005,0
Neg_2797,0.53917,-0.65082,-0.65301,0
Neg_430,-0.349,-1.16898,-1.20459,0
Neg_1573,-0.52633,-0.14846,0.15986,0
Neg_1378,-0.57769,-1.19592,-1.10795,0
Neg_473,0.94942,-0.00829,0.38234,0
Neg_649,-0.68561,-0.56,-0.81399,0
Neg_524,-0.55294,-0.85171,-0.89804,0
Neg_1517,0.02392,-1.32952,-0.9721,0
Neg_880,0.58778,-0.56073,-0.58246,0
Neg_1693,0.28312,-0.32163,-0.19738,0
Neg_1092,-0.81758,0.82438,0.52113,0
Neg_1226,1.17683,-0.0071,-0.4307,0
Neg_246,-1.23099,1.76576,1.63104,0
Neg_442,0.11667,-0.92349,-0.89351,0
Neg_2422,-0.58303,-0.81777,-0.60969,0
Neg_2661,-0.37626,-0.89775,-0.89167,0
Neg_2189,-0.34095,0.06772,0.02626,0
Neg_673,-0.88218,-0.63825,-0.69178,0
Neg_2244,0.01231,-0.61769,-0.8189,0
Neg_613,-1.36236,0.30674,0.22128,0
Neg_1133,0.45615,-0.54645,-0.40025,0
Neg_1919,-0.57397,0.90914,0.75478,0
Neg_1393,0.42598,-0.15861,-0.22835,0
Neg_1980,1.36855,-0.92237,-0.96632,0
Neg_195,0.21384,0.34322,0.48854,0
Neg_2354,-0.95313,-0.72786,-0.83368,0
Neg_2388,-0.69996,-0.74241,-0.71545,0
Neg_1181,-0.27364,-0.51677,0.19274,0
Neg_1550,-0.96785,0.38501,0.29691,0
Neg_2158,0.19419,-0.60896,-0.55702,0
Neg_2197,-0.05219,-0.49297,-0.03087,0
Neg_2274,-0.28144,-0.50375,-0.38941,0
Neg_2679,0.53012,-0.74373,-1.0839,0
Neg_1439,0.23958,-1.46635,-1.43783,0
Neg_2281,0.20487,-0.43888,-0.49916,0
Neg_2841,0.48616,0.83241,1.58819,0
Neg_2266,-0.48381,-1.41964,-1.25192,0
Neg_571,-0.06377,-0.52533,-0.36677,0
Neg_1009,0.21257,-0.23474,-0.3019,0
Neg_1655,0.06091,-0.29097,-0.35623,0
Neg_1487,0.65406,-0.99832,-0.84827,0
Neg_28,-0.87402,0.20061,-0.06075,0
Neg_2509,-0.16232,0.14468,0.33315,0
Neg_2175,1.23648,-0.98427,0.48388,0
Neg_2232,-0.32885,-0.81729,-0.86478,0
Neg_201,2.02522,-0.14453,2.09034,0
Neg_1333,0.06508,-1.23649,-1.21055,0
Neg_2778,0.18622,1.27077,1.05473,0
Neg_1704,0.64799,-0.74303,-0.8344,0
Neg_2156,-0.04313,-0.73095,-0.22169,0
Neg_1706,-0.07971,-0.50206,-0.45083,0
Neg_143,-0.06448,0.0562,0.21602,0
Neg_2595,-0.8798,-0.93486,-0.97838,0
Neg_166,-0.30239,-1.06928,-1.3223,0
Neg_2209,-0.35765,0.84581,0.74215,0
Neg_1608,0.47244,-0.79635,-0.65071,0
Neg_1581,0.62712,-1.14571,-1.24589,0
Neg_1609,-0.73477,-0.42955,-0.44101,0
Neg_865,-0.30685,-0.14793,0.16426,0
Neg_666,0.37553,-0.8604,-0.90643,0
Neg_1267,0.3831,0.08527,0.42731,0
Neg_639,0.05256,0.90219,0.98646,0
Neg_1590,0.28573,-1.23662,-1.26996,0
Neg_1701,-1.6131,1.60488,0.91998,0
Neg_1093,0.47035,-0.96722,-0.72934,0
Neg_752,-0.32136,-0.02607,0.03917,0
Neg_1210,0.01995,-0.19242,0.23677,0
Neg_2603,-1.39926,-1.27749,-1.30944,0
Neg_463,1.331,1.25203,1.13465,0
Neg_972,0.25486,-0.57525,-0.74372,0
Neg_1224,1.30703,0.38724,0.29907,0
Neg_1027,0.60734,-1.09205,-1.13027,0
Neg_2430,-0.15399,0.18168,0.19211,0
Neg_282,0.10844,-0.66373,-0.91911,0
Neg_421,-0.29727,0.97364,1.29791,0
Neg_986,0.43952,-0.55799,-0.42766,0
Neg_1349,-0.91648,-1.01406,-1.05491,0
Neg_495,0.42544,-0.57351,-0.23544,0
Neg_2223,-0.31695,0.59093,0.49588,0
Neg_2245,1.16225,-0.29224,-0.35747,0
Neg_522,-1.01345,-1.0203,-0.91515,0
Neg_490,0.95612,-0.27819,-0.34389,0
Neg_153,-0.13066,-1.0621,-1.04796,0
Neg_1916,-0.76753,-0.70314,-0.75449,0
Neg_2569,-0.10561,-0.82064,-0.67725,0
Neg_1724,-0.04567,0.18339,0.10211,0
Neg_220,0.32073,-0.83023,-0.60804,0
Neg_573,-0.31866,-0.32028,-0.38455,0
Neg_2008,-0.06653,0.14523,0.0496,0
Neg_2076,0.43664,0.35361,0.63371,0
Neg_1440,-0.60662,-1.00815,-0.64029,0
Neg_1258,-0.44603,-1.11147,-0.9866,0
Neg_2009,0.11709,1.00899,0.89982,0
Neg_486,-0.30792,-1.17763,-0.93966,0
Neg_555,-0.62838,0.33031,-0.01216,0
Neg_232,1.17852,3.49727,3.30407,0
Neg_1407,-0.5852,-1.19615,-0.84217,0
Neg_637,0.91159,-0.10126,-0.17293,0
Neg_2372,-1.17584,1.05742,1.49369,0
Neg_338,0.36566,0.27648,0.10666,0
Neg_192,-0.43509,0.98782,0.71162,0
Neg_1926,-0.99551,0.05127,-0.02555,0
Neg_1337,-0.48554,-0.01233,0.0936,0
Neg_2531,-1.21626,-0.39133,-0.73902,0
Neg_765,-0.70521,-0.47348,0.2967,0
Neg_98,-0.30644,1.43702,1.98424,0
Neg_2026,-0.41702,-0.9346,-0.6431,0
Neg_1650,-0.97679,-0.47394,-0.12749,0
Neg_386,0.35334,-0.44809,-0.74665,0
Neg_14,-0.08347,-1.20641,-1.41729,0
Neg_1660,-2.79774,-0.78308,-0.50586,0
Neg_2005,-0.60387,1.36379,1.24264,0
Neg_2292,-0.30944,2.83257,2.33905,0
Neg_117,0.50401,-0.69922,-0.11153,0
Neg_424,-0.07908,-0.31408,-0.31613,0
Neg_2444,1.07513,0.17189,0.09099,0
Neg_1668,-0.78105,-0.97987,-0.76632,0
Neg_1025,0.22579,-0.87343,-0.91189,0
Neg_164,-0.773,-0.59015,-0.64532,0
Neg_2016,0.45533,-0.23744,-0.42305,0
Neg_2102,0.82671,-0.74609,-0.45427,0
Neg_247,1.06369,0.13277,0.05319,0
Neg_488,-0.29381,-0.3948,-0.08362,0
Neg_679,-0.65127,-1.05287,-1.36305,0
Neg_818,-0.27011,-0.18984,0.36775,0
Neg_2499,1.84919,1.89329,1.49386,0
Neg_1976,-0.31186,-0.70301,-1.04642,0
Neg_2906,-0.51306,1.05839,1.23521,0
Neg_1983,0.03491,-0.23096,-0.29826,0
Neg_2100,-0.12669,-1.00923,-1.22344,0
Neg_2451,-0.68356,0.07774,-0.16435,0
Neg_888,0.49997,0.20246,-0.48369,0
Neg_402,-0.14171,-0.67333,-0.72568,0
Neg_569,-1.00807,0.10217,-0.20786,0
Neg_1480,-0.07913,-0.8876,-0.72997,0
Neg_2632,0.35575,-0.06792,0.22424,0
Neg_1799,-0.47326,0.55275,0.64663,0
Neg_1198,-1.11754,-0.8993,-0.80875,0
Neg_105,0.24573,2.21594,0.93229,0
Neg_536,0.08344,-1.50977,-1.53388,0
Neg_382,1.38133,0.53734,0.4441,0
Neg_2073,0.45257,-0.72218,-0.2927,0
Neg_530,0.46798,0.28236,-0.11496,0
Neg_1566,0.64069,0.18955,0.10806,0
Neg_1996,0.83579,0.16866,0.08787,0
Neg_827,0.95614,-0.41305,-0.2473,0
Neg_800,-0.59736,-1.32913,-1.17798,0
Neg_1849,1.0348,0.76323,0.20774,0
Neg_6,-0.31607,-0.19935,-0.26771,0
Neg_174,0.40601,-0.63066,-0.68446,0
Neg_2072,-0.28178,0.43524,0.37468,0
Neg_1934,1.95958,0.11761,0.03855,0
Neg_615,-0.80054,-0.30462,-0.36942,0
Neg_425,-0.22388,-1.2728,-1.36725,0
Neg_1646,0.03048,-0.34235,-0.40589,0
Neg_738,2.17105,-1.15568,-1.19175,0
Neg_1286,0.91643,0.10863,0.02987,0
Neg_963,-1.07339,-1.04282,-0.57239,0
Neg_2190,-0.0587,0.22355,-0.21908,0
Neg_212,-0.44971,0.38546,0.29735,0
Neg_730,-0.57663,-0.90817,-1.02899,0
Neg_319,-0.13407,-0.75547,-0.11954,0
Neg_1401,0.41472,-0.19387,0.5153,0
Neg_1035,-0.28535,-0.84033,-0.85911,0
Neg_1190,0.30007,1.12168,1.13401,0
Neg_1508,-0.28037,-0.78972,-0.22657,0
Neg_1653,0.04633,-1.08206,-0.43761,0
Neg_2304,-0.02058,-0.94729,-0.99039,0
Neg_1355,1.46842,3.2239,3.03993,0
Neg_1434,0.67837,-0.61629,-0.67057,0
Neg_2485,1.72298,-0.29521,0.78582,0
Neg_367,0.55589,-0.17895,0.37004,0
Neg_1625,0.53448,-0.2515,-0.3181,0
Neg_2700,0.54618,0.33129,0.24501,0
Neg_150,-0.20209,-1.26205,-1.29453,0
Neg_30,0.07297,-1.30168,-1.31961,0
Neg_452,0.26602,-0.36674,-0.58094,0
Neg_905,-0.45046,-1.07944,-1.11808,0
Neg_2519,1.63471,0.12581,0.04647,0
Neg_1361,-0.46786,0.19462,-0.47853,0
Neg_2014,0.36393,-1.16569,-1.20142,0
Neg_2510,0.03266,-1.24704,-0.78511,0
Neg_2920,1.2211,0.47472,0.3836,0
Neg_1963,-0.75292,-1.16969,-0.60069,0
Neg_311,-0.16765,-0.42312,-0.48392,0
Neg_134,-0.62619,-0.69107,-0.67414,0
Neg_194,0.56107,-0.60233,-0.51717,0
Neg_947,-0.08725,-1.3952,-0.83402,0
Neg_1215,-0.57114,-0.63317,-0.82234,0
Neg_882,0.24592,-0.85912,-0.0776,0
Neg_1465,0.93041,2.13203,1.98493,0
Neg_1711,-0.16421,0.75763,1.05251,0
Neg_956,0.92944,-1.09349,-1.22607,0
Neg_99,-0.92273,-0.50213,-0.56027,0
Neg_2313,0.08899,-0.85396,-0.69873,0
Neg_1819,0.07595,-0.93712,-0.98056,0
Neg_1891,1.8015,-0.78542,-0.83399,0
Neg_119,-1.12255,-1.25446,-1.31494,0
Neg_2288,0.35899,-0.50683,-0.74597,0
Neg_2253,-1.38289,-0.47023,-0.38995,0
Neg_2736,0.50197,-0.82914,-0.61904,0
Neg_2730,0.495,-1.10929,-1.24202,0
Neg_2856,0.0114,-0.59667,-0.55045,0
Neg_1186,0.51938,0.44257,0.35253,0
Neg_850,-0.05611,0.94055,0.83369,0
Neg_1774,0.72307,1.49319,1.36767,0
Neg_1923,0.83542,0.22915,0.14632,0
Neg_1266,0.82077,0.06567,-0.01164,0
Neg_652,-1.0784,0.06164,0.63897,0
Neg_1259,2.83697,-0.67509,-0.72738,0
Neg_2822,-0.00758,0.03957,-0.03686,0
Neg_804,-0.74924,1.02826,1.15777,0
Neg_1565,-0.52962,-0.82983,-0.8769,0
Neg_1331,-0.24599,-0.35726,-0.86997,0
Neg_1375,0.29719,-1.24945,-1.3961,0
Neg_1537,-1.73802,5.19588,4.94531,0
Neg_304,-0.13718,-0.7344,-0.66498,0
Neg_1554,-0.58215,-0.24429,0.24428,0
Neg_466,-1.72434,0.90693,0.80121,0
Neg_1562,0.97813,3.53089,3.33655,0
Neg_2565,0.9465,-0.56505,-0.54614,0
Neg_394,1.0107,-0.28056,-0.34618,0
Neg_2558,-0.59688,-1.23838,-1.37589,0
Neg_544,-0.25865,-0.38498,-0.18883,0
Neg_179,-0.57343,-1.09708,-1.37525,0
Neg_1057,0.65203,-0.31338,0.93801,0
Neg_2837,-0.59348,-0.25524,-0.32171,0
Neg_1053,-0.45166,-0.64333,-0.5843,0
Neg_2283,0.46048,-0.70719,-0.7584,0
Neg_1612,0.01438,-0.34949,-0.41278,0
Neg_700,0.25799,-0.72678,-0.87473,0
Neg_2176,0.3048,0.10902,0.03024,0
Neg_1761,0.97149,-0.01926,-0.09371,0
Neg_2213,-0.18378,-1.33597,-1.24678,0
Neg_1829,0.07911,-0.81389,-0.8615,0
Neg_1338,-0.13216,0.10315,0.3232,0
Neg_1346,0.11633,0.58119,0.66724,0
Neg_441,-0.87651,-0.49603,-0.81163,0
Neg_1743,-0.85987,-0.90677,-0.57236,0
Neg_2367,-1.82487,-1.17155,-1.1139,0
Neg_337,1.27565,-0.6641,-0.25916,0
Neg_1371,0.71326,0.04168,-0.11868,0
Neg_2743,1.62621,-0.15691,-0.2267,0
Neg_500,0.09699,-1.50977,-1.53388,0
Neg_408,-0.22764,0.24616,-0.28007,0
Neg_2761,0.37897,-0.51729,-0.31069,0
Neg_2584,0.70237,-1.04159,-1.0815,0
Neg_142,-0.23028,-1.04316,-1.15278,0
Neg_225,1.96147,-0.77206,-0.82108,0
Neg_1476,-0.32941,-0.88971,-0.93476,0
Neg_1498,0.46194,-1.18944,-1.4324,0
Neg_1385,-0.01571,-1.06849,-0.81553,0
Neg_2698,-1.16605,-1.2963,-1.49086,0
Neg_295,-0.32262,-1.32988,-1.24352,0
Neg_2362,-0.54892,-0.26796,-0.29556,0
Neg_867,0.96278,-0.74033,-0.79042,0
Neg_1314,0.7238,-0.62185,-0.62701,0
Neg_1398,0.25346,0.35026,0.26334,0
Neg_817,0.92103,-0.90703,-0.9515,0
Neg_1403,-0.18859,-0.97224,-1.1105,0
Neg_959,1.1338,-0.45968,-0.47973,0
Neg_108,0.37915,0.27701,0.43055,0
Neg_2110,0.52814,-0.59621,0.05461,0
Neg_2117,0.6564,-0.29702,-0.66671,0
Neg_2310,1.31698,1.48816,1.45838,0
Neg_1813,0.68569,-0.44334,0.01065,0
Neg_869,1.93039,0.2642,0.18018,0
