,CKSAAGP_alphaticr.alphaticr.gap0,CKSAAGP_alphaticr.aromatic.gap0,CKSAAGP_alphaticr.postivecharger.gap0,CKSAAGP_alphaticr.negativecharger.gap0,CKSAAGP_alphaticr.uncharger.gap0,CKSAAGP_aromatic.alphaticr.gap0,CKSAAGP_aromatic.aromatic.gap0,CKSAAGP_aromatic.postivecharger.gap0,CKSAAGP_aromatic.negativecharger.gap0,CKSAAGP_aromatic.uncharger.gap0,CKSAAGP_postivecharger.alphaticr.gap0,CKSAAGP_postivecharger.aromatic.gap0,CKSAAGP_postivecharger.postivecharger.gap0,CKSAAGP_postivecharger.negativecharger.gap0,CKSAAGP_postivecharger.uncharger.gap0,CKSAAGP_negativecharger.alphaticr.gap0,CKSAAGP_negativecharger.aromatic.gap0,CKSAAGP_negativecharger.postivecharger.gap0,CKSAAGP_negativecharger.negativecharger.gap0,CKSAAGP_negativecharger.uncharger.gap0,CKSAAGP_uncharger.alphaticr.gap0,CKSAAGP_uncharger.aromatic.gap0,CKSAAGP_uncharger.postivecharger.gap0,CKSAAGP_uncharger.negativecharger.gap0,CKSAAGP_uncharger.uncharger.gap0,CKSAAGP_alphaticr.alphaticr.gap1,CKSAAGP_alphaticr.aromatic.gap1,CKSAAGP_alphaticr.postivecharger.gap1,CKSAAGP_alphaticr.negativecharger.gap1,CKSAAGP_alphaticr.uncharger.gap1,CKSAAGP_aromatic.alphaticr.gap1,CKSAAGP_aromatic.aromatic.gap1,CKSAAGP_aromatic.postivecharger.gap1,CKSAAGP_aromatic.negativecharger.gap1,CKSAAGP_aromatic.uncharger.gap1,CKSAAGP_postivecharger.alphaticr.gap1,CKSAAGP_postivecharger.aromatic.gap1,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAGP_postivecharger.negativecharger.gap1,CKSAAGP_postivecharger.uncharger.gap1,CKSAAGP_negativecharger.alphaticr.gap1,CKSAAGP_negativecharger.aromatic.gap1,CKSAAGP_negativecharger.postivecharger.gap1,CKSAAGP_negativecharger.negativecharger.gap1,CKSAAGP_negativecharger.uncharger.gap1,CKSAAGP_uncharger.alphaticr.gap1,CKSAAGP_uncharger.aromatic.gap1,CKSAAGP_uncharger.postivecharger.gap1,CKSAAGP_uncharger.negativecharger.gap1,CKSAAGP_uncharger.uncharger.gap1,CKSAAGP_alphaticr.alphaticr.gap2,CKSAAGP_alphaticr.aromatic.gap2,CKSAAGP_alphaticr.postivecharger.gap2,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAGP_alphaticr.uncharger.gap2,CKSAAGP_aromatic.alphaticr.gap2,CKSAAGP_aromatic.aromatic.gap2,CKSAAGP_aromatic.postivecharger.gap2,CKSAAGP_aromatic.negativecharger.gap2,CKSAAGP_aromatic.uncharger.gap2,CKSAAGP_postivecharger.alphaticr.gap2,CKSAAGP_postivecharger.aromatic.gap2,CKSAAGP_postivecharger.postivecharger.gap2,CKSAAGP_postivecharger.negativecharger.gap2,CKSAAGP_postivecharger.uncharger.gap2,CKSAAGP_negativecharger.alphaticr.gap2,CKSAAGP_negativecharger.aromatic.gap2,CKSAAGP_negativecharger.postivecharger.gap2,CKSAAGP_negativecharger.negativecharger.gap2,CKSAAGP_negativecharger.uncharger.gap2,CKSAAGP_uncharger.alphaticr.gap2,CKSAAGP_uncharger.aromatic.gap2,CKSAAGP_uncharger.postivecharger.gap2,CKSAAGP_uncharger.negativecharger.gap2,CKSAAGP_uncharger.uncharger.gap2,CKSAAGP_alphaticr.alphaticr.gap3,CKSAAGP_alphaticr.aromatic.gap3,CKSAAGP_alphaticr.postivecharger.gap3,CKSAAGP_alphaticr.negativecharger.gap3,CKSAAGP_alphaticr.uncharger.gap3,CKSAAGP_aromatic.alphaticr.gap3,CKSAAGP_aromatic.aromatic.gap3,CKSAAGP_aromatic.postivecharger.gap3,CKSAAGP_aromatic.negativecharger.gap3,CKSAAGP_aromatic.uncharger.gap3,CKSAAGP_postivecharger.alphaticr.gap3,CKSAAGP_postivecharger.aromatic.gap3,CKSAAGP_postivecharger.postivecharger.gap3,CKSAAGP_postivecharger.negativecharger.gap3,CKSAAGP_postivecharger.uncharger.gap3,CKSAAGP_negativecharger.alphaticr.gap3,CKSAAGP_negativecharger.aromatic.gap3,CKSAAGP_negativecharger.postivecharger.gap3,CKSAAGP_negativecharger.negativecharger.gap3,CKSAAGP_negativecharger.uncharger.gap3,CKSAAGP_uncharger.alphaticr.gap3,CKSAAGP_uncharger.aromatic.gap3,CKSAAGP_uncharger.postivecharger.gap3,CKSAAGP_uncharger.negativecharger.gap3,CKSAAGP_uncharger.uncharger.gap3,CKSAAGP_alphaticr.alphaticr.gap4,CKSAAGP_alphaticr.aromatic.gap4,CKSAAGP_alphaticr.postivecharger.gap4,CKSAAGP_alphaticr.negativecharger.gap4,CKSAAGP_alphaticr.uncharger.gap4,CKSAAGP_aromatic.alphaticr.gap4,CKSAAGP_aromatic.aromatic.gap4,CKSAAGP_aromatic.postivecharger.gap4,CKSAAGP_aromatic.negativecharger.gap4,CKSAAGP_aromatic.uncharger.gap4,CKSAAGP_postivecharger.alphaticr.gap4,CKSAAGP_postivecharger.aromatic.gap4,CKSAAGP_postivecharger.postivecharger.gap4,CKSAAGP_postivecharger.negativecharger.gap4,CKSAAGP_postivecharger.uncharger.gap4,CKSAAGP_negativecharger.alphaticr.gap4,CKSAAGP_negativecharger.aromatic.gap4,CKSAAGP_negativecharger.postivecharger.gap4,CKSAAGP_negativecharger.negativecharger.gap4,CKSAAGP_negativecharger.uncharger.gap4,CKSAAGP_uncharger.alphaticr.gap4,CKSAAGP_uncharger.aromatic.gap4,CKSAAGP_uncharger.postivecharger.gap4,CKSAAGP_uncharger.negativecharger.gap4,CKSAAGP_uncharger.uncharger.gap4,CKSAAGP_alphaticr.alphaticr.gap5,CKSAAGP_alphaticr.aromatic.gap5,CKSAAGP_alphaticr.postivecharger.gap5,CKSAAGP_alphaticr.negativecharger.gap5,CKSAAGP_alphaticr.uncharger.gap5,CKSAAGP_aromatic.alphaticr.gap5,CKSAAGP_aromatic.aromatic.gap5,CKSAAGP_aromatic.postivecharger.gap5,CKSAAGP_aromatic.negativecharger.gap5,CKSAAGP_aromatic.uncharger.gap5,CKSAAGP_postivecharger.alphaticr.gap5,CKSAAGP_postivecharger.aromatic.gap5,CKSAAGP_postivecharger.postivecharger.gap5,CKSAAGP_postivecharger.negativecharger.gap5,CKSAAGP_postivecharger.uncharger.gap5,CKSAAGP_negativecharger.alphaticr.gap5,CKSAAGP_negativecharger.aromatic.gap5,CKSAAGP_negativecharger.postivecharger.gap5,CKSAAGP_negativecharger.negativecharger.gap5,CKSAAGP_negativecharger.uncharger.gap5,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_uncharger.aromatic.gap5,CKSAAGP_uncharger.postivecharger.gap5,CKSAAGP_uncharger.negativecharger.gap5,CKSAAGP_uncharger.uncharger.gap5,y
peptide_pm_47,-0.85727,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,-0.42706,0.07762,0.16921,-0.30483,-0.41086,-0.27412,0.58614,0.83398,0.22885,0.1453,0.48444,3.57678,-0.95301,-0.73181,-1.01632,-0.6297,1.67548,0.08655,-0.27957,-0.56477,-0.29322,-0.60162,-0.61326,-0.48976,-0.50958,-0.37427,-0.68146,0.12169,-0.31424,-0.36969,-0.26509,0.67151,0.3305,0.53047,0.08956,1.60648,3.36131,-1.31413,-0.71529,-0.46564,0.16025,0.98182,-0.80005,-0.33651,-0.49013,-0.29523,0.55784,-0.45851,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,0.76717,0.59125,1.61436,0.71546,-0.71564,-0.43638,3.89609,-1.29122,-0.71485,-1.01679,0.26608,1.57732,-0.87534,-0.33873,-0.44999,-0.24543,0.55666,-0.89788,-0.41254,-0.61673,-0.39573,-0.01482,0.30661,-0.31128,-0.32663,-0.2865,0.62473,1.68957,0.42808,0.03755,-0.44638,3.11393,-0.6232,0.145,-1.00483,-0.52997,0.39886,-0.62155,-0.33931,0.16086,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,0.2148,-0.28281,-0.3398,-0.23983,0.4524,0.47866,-0.45984,-0.6224,0.48948,4.52997,-0.32044,-0.56849,-0.95686,0.21441,-0.0162,-0.6148,-0.24834,-0.49316,-0.24915,0.46613,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,1.81501,0.55769,0.39945,0.29589,-0.39973,3.95931,1
peptide_pm_48,-0.87455,0.05456,-1.09631,0.14699,1.24249,-0.09521,-0.31118,0.17411,-0.32148,-0.51381,-0.61083,-0.5271,-0.66495,-0.42706,0.82577,-0.628,-0.30483,-0.41086,-0.27412,0.5484,1.26905,0.20074,0.95693,-0.50514,2.07656,-0.70793,0.01459,-1.01632,-0.6297,1.57242,-0.70926,-0.27957,-0.56477,-0.29322,1.3376,-0.62617,-0.48976,0.13081,-0.37427,0.12372,-0.65439,-0.31424,-0.36969,-0.26509,0.63049,1.27746,0.49242,0.79417,0.50992,1.10885,-0.85001,-0.71529,-0.48706,-0.64523,1.3978,-0.03015,-0.33651,-0.49013,-0.29523,0.51673,-0.4792,0.33625,-0.59839,-0.38151,0.00169,0.22423,-0.28084,-0.42205,-0.27205,-0.46037,0.46417,0.67083,0.59995,-0.43638,2.40917,-0.8446,-0.71485,-0.41264,-0.57719,1.47795,-0.1708,-0.33873,-0.44999,-0.24543,0.51672,-0.89788,-0.41254,-0.24796,-0.39573,0.61768,-0.54595,1.23581,-0.32663,-0.2865,-0.45368,1.58693,0.39663,0.00711,-0.44638,1.61687,-0.37635,0.11491,-0.56919,-0.52997,0.33796,-0.62155,-0.33931,-0.555,-0.27934,1.7956,-0.9654,0.28092,-0.52747,-0.3637,0.07119,0.18234,-0.28281,-0.3398,-0.23983,-0.37297,0.91312,-0.45984,0.99369,-0.45474,2.11674,-0.62557,-0.56849,-0.06315,-0.59145,0.84513,-0.6148,-0.24834,-0.49316,-0.24915,0.42485,-0.5127,-0.43135,0.12889,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,0.64736,0.9946,1.18364,-0.59803,-0.39973,2.31773,1
peptide_pm_49,1.94379,-0.68562,1.31467,-0.64811,-0.48312,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.44112,-0.5271,0.19272,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,-0.58647,-0.72645,-0.50514,-0.63352,1.45542,-0.73181,1.69528,-0.6297,-0.39861,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,1.46575,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.35188,-0.53484,-0.66926,-0.51101,-0.58048,2.02756,-0.71529,0.96119,-0.64523,-0.17538,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,0.91913,-0.48313,0.18799,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,0.46839,-0.43638,-0.66605,2.0265,-0.71485,1.22722,-0.57719,-0.08354,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,0.75299,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.02604,-0.38967,-0.75388,-0.44638,-0.63774,1.92293,-0.60726,2.34623,-0.52997,-1.12355,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,0.59322,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-0.11813,-0.45984,-0.6224,-0.45474,-0.53597,1.53377,-0.56849,2.61799,-0.59145,-0.95583,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,0.60341,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-0.0103,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_50,1.94379,-0.68562,2.11833,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,2.29121,-0.5271,0.19272,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1.45542,-0.73181,2.37318,-0.6297,-1.21021,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,2.07589,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,2.02756,-0.71529,1.96383,-0.64523,-1.0603,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,0.91913,-0.48313,0.97437,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,2.0265,-0.71485,2.34922,-0.57719,-1.00624,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,0.24298,-0.41254,0.75299,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,1.92293,-0.60726,2.34623,-0.52997,-1.12355,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,1.37253,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,1.53377,-0.56849,2.61799,-0.59145,-0.95583,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,1.34748,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_51,0.64646,-0.17455,-0.44573,1.54789,0.07007,0.15927,0.53451,-0.52241,-0.32148,0.03096,-0.76507,-0.5271,-0.66495,0.4212,-0.19023,0.43495,1.6194,0.49825,-0.27412,-0.50842,0.48352,-0.58647,-0.72645,-0.50514,-0.00977,0.17355,0.79739,-0.22268,1.27192,0.3734,-0.18519,-0.27957,-0.56477,-0.29322,0.72273,-0.49862,-0.01606,-0.50958,-0.37427,-0.68146,1.38992,-0.31424,-0.36969,0.42344,-0.47704,1.16742,-0.53484,-0.66926,-0.51101,-0.58048,0.56557,0.75861,-0.29211,0.40189,0.26708,0.23932,-0.33651,-0.49013,-0.29523,-0.55197,-0.29096,-0.48313,-0.59839,0.53826,-0.7601,0.50566,0.96287,-0.42205,-0.27205,0.90673,-0.04736,-0.48969,-0.27163,0.84247,-0.36951,0.94186,0.31086,-1.01679,0.50393,-0.01256,-0.40565,0.19802,-0.44999,-0.24543,-0.48201,-0.89788,0.16314,-0.61673,0.51355,-0.26079,1.0936,-0.31128,0.49227,-0.2865,0.23761,-0.63701,-0.38967,0.26077,0.81116,-0.03651,0.41024,0.34296,-0.43162,1.42954,0.15847,-0.62155,0.30899,-0.555,-0.27934,0.29261,-0.43219,-0.42718,-0.04054,-0.3637,-0.54897,0.9407,0.93207,-0.3398,-0.23983,0.14832,0.56032,-0.45984,-0.6224,0.14161,-0.2451,0.23525,0.34925,-0.0873,0.91138,0.21236,-0.6148,-0.24834,-0.49316,-0.24915,0.70715,-0.4021,-0.43135,-0.49719,0.76539,-0.62973,0.98465,1.11086,-0.31874,-0.26764,0.26992,0.94028,0.07575,-0.59803,-0.39973,-0.58661,1
peptide_pm_52,-0.27891,-0.68562,1.00557,-0.64811,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,1.0174,0.94321,0.13943,0.23054,-0.30483,-0.41086,-0.27412,-0.50842,-0.70267,0.29157,1.15117,-0.50514,-0.63352,-0.64685,-0.73181,1.58682,-0.6297,0.34806,-0.70926,-0.27957,0.16875,-0.29322,-0.60162,1.36812,0.28711,-0.50958,-0.37427,0.22034,0.18378,-0.31424,-0.36969,-0.26509,-0.47704,-0.66772,-0.53484,0.96979,0.63243,-0.58048,-0.26985,0.10354,0.83586,0.22737,-0.50722,-0.80005,-0.33651,0.36497,-0.29523,-0.55197,0.79812,-0.48313,0.87608,-0.38151,0.95392,-0.57987,-0.28084,-0.42205,-0.27205,0.67888,0.07069,-0.48969,0.7644,-0.43638,-0.66605,-0.28148,0.15477,1.03208,-0.57719,0.11705,-0.0789,-0.33873,-0.44999,-0.24543,-0.48201,-0.20344,-0.41254,1.05075,1.14609,0.78955,0.38075,-0.31128,-0.32663,-0.2865,-0.45368,0.18116,-0.38967,0.10637,-0.44638,-0.63774,0.03981,-0.60726,0.97534,-0.52997,-0.56995,-0.62155,-0.33931,-0.555,-0.27934,0.82844,0.4161,0.37747,1.15466,1.30167,0.15576,-0.5965,-0.28281,1.52972,-0.23983,-0.37297,-0.50875,-0.45984,0.29583,-0.45474,-0.03356,-0.85693,-0.56849,1.59661,0.29116,-0.44127,-0.6148,-0.24834,0.23292,-0.24915,-0.52469,1.24119,0.47988,0.21834,-0.31177,0.29762,-0.56156,-0.24109,1.29424,-0.26764,-0.42689,-0.44097,-0.45603,-0.59803,-0.39973,0.51981,1
peptide_pm_53,0.29264,1.8397,-1.09631,-0.64811,0.4105,0.37634,1.77818,-0.52241,-0.32148,0.83209,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.32876,-0.58647,-0.72645,-0.50514,1.67802,0.11923,0.57438,-1.01632,-0.6297,2.03619,1.97661,-0.27957,-0.56477,-0.29322,1.0952,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.4028,1.26287,-0.66926,-0.51101,0.1586,0.35671,-0.71529,-1.04409,-0.64523,2.47937,3.35743,-0.33651,-0.49013,-0.29523,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-0.1654,1.59925,-0.71564,-0.43638,0.91549,0.78236,-0.71485,-1.01679,-0.57719,1.76186,1.74154,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.0706,-0.75388,-0.44638,1.87454,0.88722,0.78153,-1.00483,-0.52997,0.75018,0.64466,-0.33931,-0.555,-0.27934,1.70945,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-0.11813,-0.45984,-0.6224,-0.45474,2.01472,-0.08573,0.84636,-0.95686,-0.59145,2.6461,0.9835,-0.24834,-0.49316,-0.24915,1.37439,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.9946,-0.45603,-0.59803,-0.39973,0.3815,1
peptide_pm_54,-1.35851,0.57704,-1.09631,-0.64811,-0.48312,-0.76325,-0.31118,3.04218,-0.32148,2.17798,0.59103,1.90562,0.19272,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,2.09929,2.1452,-0.50514,-0.63352,-1.21695,0.57438,-1.01632,-0.6297,-0.39861,1.97661,1.1689,0.58135,-0.29322,1.0952,-0.97483,1.93796,1.73178,-0.37427,2.13666,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,1.26287,1.89175,-0.51101,-0.58048,-1.31413,-0.71529,0.96119,-0.64523,-1.0603,-0.80005,2.39364,2.24618,-0.29523,1.3717,-1.01702,2.46663,-0.59839,-0.38151,3.35355,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.77896,-0.48969,0.46839,-0.43638,-0.66605,-0.8765,0.71382,-1.01679,-0.57719,-1.00624,0.4331,1.15652,1.2597,-0.24543,1.37277,-0.89788,1.19115,2.1227,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,1.0706,-0.75388,-0.44638,1.03712,-1.18421,0.78153,-0.16706,-0.52997,-1.12355,-0.62155,-0.33931,2.08817,-0.27934,3.86306,0.59322,0.93454,0.89587,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,1.44185,0.93153,-0.45474,0.31426,-1.1654,-0.56849,-0.95686,-0.59145,0.84513,0.9835,3.95013,0.77748,-0.24915,-0.52469,-0.14067,1.1633,0.75498,-0.31177,0.99313,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,2.82864,-0.39973,-0.58661,1
peptide_pm_55,-1.35851,-0.68562,-1.09631,-0.64811,-1.37673,-0.76325,3.24074,3.51745,-0.32148,-0.51381,-1.10916,3.60852,3.70916,-0.42706,1.52403,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.71446,-0.50514,-0.63352,-1.21695,-0.73181,-1.01632,-0.6297,-1.21021,-0.70926,-0.27957,5.54785,-0.29322,-0.60162,-0.97483,5.98417,3.47507,-0.37427,1.82353,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,-1.31413,-0.71529,-1.04409,-0.64523,-1.0603,-0.80005,2.223,2.07516,-0.29523,3.05491,-1.01702,2.28227,5.29947,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,-1.29122,-0.71485,-1.01679,-0.57719,-1.00624,-0.87534,2.65177,2.96939,-0.24543,3.22755,-0.89788,2.79485,3.49242,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,-1.18421,-0.60726,-1.00483,-0.52997,-1.12355,-0.62155,-0.33931,5.17186,-0.27934,-0.44415,-0.9654,5.47361,2.55643,-0.3637,2.03504,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,-1.1654,-0.56849,-0.95686,-0.59145,-0.95583,-0.6148,-0.24834,2.55638,-0.24915,-0.52469,-0.88474,3.39582,5.51326,-0.31177,3.26513,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_56,-0.60665,-0.68562,-1.09631,0.17539,0.79348,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,-0.42706,0.07762,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.88538,0.22885,0.1453,-0.50514,3.57678,-0.68908,-0.73181,-1.01632,-0.6297,1.67548,0.08655,-0.27957,-0.56477,-0.29322,-0.60162,-0.61326,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,0.67151,0.8504,0.53047,0.08956,0.54773,3.36131,-1.07315,-0.71529,-0.46564,-0.64523,1.49235,-0.80005,-0.33651,-0.49013,-0.29523,0.55784,-0.45851,-0.48313,-0.59839,-0.38151,-0.7601,0.25515,-0.28084,-0.42205,-0.27205,-0.46037,1.61436,0.71546,-0.71564,-0.43638,3.89609,-1.05898,-0.71485,-1.01679,-0.57719,1.57732,-0.87534,-0.33873,-0.44999,-0.24543,0.55666,-0.89788,-0.41254,-0.61673,-0.39573,-0.01482,0.30661,-0.31128,-0.32663,-0.2865,-0.45368,2.22332,0.42808,0.03755,-0.44638,3.11393,-0.6232,0.145,-1.00483,-0.52997,0.39886,-0.62155,-0.33931,0.16086,-0.27934,-0.44415,-0.54327,-0.42718,-0.52747,-0.3637,-0.54897,0.2148,-0.28281,-0.3398,-0.23983,-0.37297,0.99587,-0.45984,-0.6224,-0.45474,4.52997,-0.32044,-0.56849,-0.95686,-0.59145,0.45362,-0.6148,-0.24834,-0.49316,-0.24915,0.46613,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,0.69406,1.08198,0.39945,0.29589,-0.39973,3.95931,1
peptide_pm_57,0.04497,-0.68562,1.63614,-0.64811,-0.61716,-0.76325,-0.31118,0.48755,-0.32148,-0.51381,1.78116,0.50681,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,-0.58647,-0.72645,-0.50514,-0.63352,-0.84188,-0.73181,2.40886,-0.6297,-0.52676,-0.70926,-0.27957,0.40038,-0.29322,-0.60162,2.62181,-0.48976,1.37788,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,-0.49041,-0.53484,-0.66926,-0.51101,-0.58048,0.42633,-0.71529,1.46251,-0.64523,-1.0603,0.35481,-0.33651,-0.49013,-0.29523,-0.55197,1.40316,-0.48313,2.02288,-0.38151,0.38258,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,-1.10976,-0.48969,0.27105,-0.43638,-0.66605,0.75796,-0.71485,0.83121,-0.57719,-1.00624,0.2022,-0.33873,-0.44999,-0.24543,-0.48201,0.98119,-0.41254,1.63927,-0.39573,0.30763,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,0.40999,-0.44638,-0.63774,-0.34269,-0.60726,1.71791,-0.52997,-0.36235,-0.62155,-0.33931,0.51879,-0.27934,-0.44415,2.20054,-0.42718,1.78545,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-0.29717,-0.45984,-0.6224,-0.45474,-0.53597,-0.30167,-0.56849,1.18805,-0.59145,-0.23544,-0.6148,-0.24834,0.52335,-0.24915,-0.52469,1.4963,-0.43135,2.50803,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-0.21128,-0.45603,-0.59803,-0.39973,-0.58661,1
peptide_pm_58,-0.85727,-0.68562,-1.09631,0.17539,1.33603,-0.07136,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.66495,0.84534,-0.72594,0.16921,-0.30483,-0.41086,-0.27412,0.58614,0.30829,1.04417,0.1453,-0.50514,3.57678,-0.95301,-0.73181,-1.01632,-0.6297,1.67548,0.88237,-0.27957,-0.56477,-0.29322,-0.60162,-0.61326,-0.48976,-0.50958,-0.37427,-0.68146,0.12169,-0.31424,-0.36969,-0.26509,0.67151,-0.18941,1.59578,0.08956,1.60648,2.92333,-1.31413,-0.71529,-0.46564,0.16025,0.98182,-0.80005,-0.33651,-0.49013,-0.29523,1.66765,-0.45851,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,1.63256,-0.42205,-0.27205,0.59125,1.61436,0.71546,-0.71564,0.54735,2.98366,-1.29122,0.0852,-1.01679,0.26608,1.06061,-0.87534,-0.33873,-0.44999,-0.24543,1.59534,-0.89788,-0.41254,-0.61673,-0.39573,-0.01482,0.30661,-0.31128,-0.32663,-0.2865,-0.45368,1.68957,0.42808,0.03755,-0.44638,3.11393,-0.6232,0.145,-1.00483,-0.52997,0.39886,-0.62155,-0.33931,0.16086,-0.27934,0.72239,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,0.2148,-0.28281,-0.3398,-0.23983,-0.37297,0.47866,0.57024,-0.6224,0.48948,4.06943,-0.32044,0.16969,-0.95686,-0.59145,-0.0162,-0.6148,-0.24834,-0.49316,1.45856,0.46613,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,0.69406,0.55769,0.39945,0.29589,-0.39973,3.95931,1
