,Z3__1,Z3__2,Z3__3,Z3__4,Z3__5,Z3__6,Z3__7,Z3__8,Z3__9,Z3__10,Z3__11,Z3__12,Z3__13,Z3__14,Z3__15,Z3__16,Z3__17,Z3__18,Z3__19,Z3__20,Z3__21,Z3__22,Z3__23,Z3__24,Z3__25,Z3__26,Z3__27,Z3__28,Z3__29,Z3__30,y
peptide_nm_292,-1.49495,1.80643,1.20891,0.07868,-0.69503,0.80035,0.54582,1.12506,0.44048,-0.55544,-1.62868,-1.14379,-0.68003,0.25053,-0.37886,-0.83892,0.24347,-0.75317,-0.48819,-0.64161,-1.23164,-2.14274,-0.35556,1.50132,0.41744,0.96336,0.6899,0.45872,-0.7131,-0.51632,0
peptide_nm_293,-0.06389,0.01975,-0.59458,-0.34441,-0.33565,0.1548,-1.2028,-0.362,-0.19573,-0.73075,-0.38536,0.81248,0.83287,-0.89736,-0.44723,-1.05274,-0.18477,-0.78791,-0.58825,-0.55096,0.66323,0.06443,0.76901,0.44093,-0.24562,-0.51888,0.37775,0.28158,0.10667,0.27064,0
peptide_nm_294,-1.25307,-0.04741,0.46421,-0.62535,-1.09547,0.41223,-0.75721,1.37902,0.31573,0.15465,0.14094,0.27295,-0.13455,0.02839,0.79219,-1.4032,-0.65803,-0.0186,-0.09052,-0.17741,1.26354,-0.00567,1.16376,0.30338,0.13954,-0.57034,-0.02599,0.50921,0.04605,-1.06529,0
peptide_nm_295,-0.68859,0.55394,-0.34092,-0.98801,-0.44862,0.25205,0.2277,0.73213,-0.35679,-0.13323,1.51965,0.30495,-0.09826,-0.94696,0.257,0.42536,0.72253,0.74669,0.8274,0.59787,0.29534,0.29219,-0.65091,-0.50506,-0.51064,0.04828,0.01518,0.2726,-0.3796,-0.2807,0
peptide_nm_296,-1.03027,-0.02758,0.16327,0.10703,-0.68694,-1.49336,-0.5181,-0.92664,-1.22346,-0.38232,0.35586,-0.63647,0.15238,-0.14441,-0.37669,0.93766,0.71463,0.31459,2.16293,0.10635,0.0056,0.29209,0.06429,-1.21942,0.55277,-1.00577,-0.65799,-0.14543,-0.31847,-0.2576,0
peptide_nm_297,-0.90016,0.12597,0.25388,0.26234,0.38681,-0.68716,-0.57526,0.29535,-0.12481,0.14068,0.0298,0.20779,-0.51104,-1.16386,-0.32411,0.59458,-1.50914,-0.10009,0.69376,-0.55308,-0.27061,-0.97099,1.11882,0.34753,-0.13081,-0.0012,0.25665,-0.1243,-0.10107,-1.29163,0
peptide_nm_298,-1.1228,0.77383,0.70258,0.33413,-0.11342,-0.49803,-1.18372,-0.509,-1.22578,-2.06868,-0.25115,-1.27482,-1.06025,-0.4639,-1.05269,0.92737,-0.05533,0.87947,-0.85803,-0.88119,-0.35875,0.50647,-1.27792,0.04877,-0.12545,-0.17366,-0.36131,-0.08066,0.21462,-0.02258,0
peptide_nm_299,-2.62504,-0.30088,0.53075,-0.5233,-0.53544,-1.35636,-0.47998,-0.47051,0.78394,-1.01368,1.14492,0.68106,-1.24095,0.43359,0.70204,0.46643,0.0108,-1.36764,-0.54979,0.2223,-0.25661,0.86584,-1.11062,-1.00929,-1.34475,1.20612,-0.26606,-1.61772,1.81484,1.59767,0
peptide_nm_300,-1.15505,-0.49326,0.51585,0.28161,-1.04666,0.06607,0.17649,1.06739,-0.61323,-0.61594,0.28263,-0.19509,0.62118,-0.45412,1.11806,-0.97826,-0.51482,-0.84124,-0.4061,0.27291,0.79647,-0.73659,0.69584,0.72511,0.54003,-1.06064,-0.02412,-0.06014,0.20949,-0.44097,0
peptide_nm_301,0.61722,0.55133,0.03742,0.47442,-0.32409,0.39752,0.39448,-0.85704,-0.12089,0.23723,0.18125,0.46384,-1.33328,-1.30175,-1.11945,-0.57071,-0.38137,-0.9195,-1.68315,-0.3813,0.46277,0.14052,1.43456,0.10536,-0.53588,-0.25443,-0.42117,-0.60798,-0.52998,-0.24682,0
peptide_nm_302,-0.92773,0.1587,-0.2827,-1.23912,-0.72197,0.72934,0.22337,-0.11652,-0.7739,-1.19385,0.58814,-0.61396,-0.58276,0.4982,0.62282,-0.81422,-1.07605,-0.22016,-0.5521,-0.33382,0.09486,-0.31019,-0.31752,-0.32908,0.31745,-0.73197,-0.33288,-0.31965,0.08176,-0.77427,0
peptide_nm_303,-1.1232,-0.72094,0.47619,-0.19966,-0.57606,0.81125,-0.35616,0.88465,-0.0323,0.69173,0.56929,-1.29948,0.27073,1.23408,1.01989,0.44712,1.05985,1.11426,1.61946,0.69079,1.23775,0.26207,0.73363,0.74083,1.68357,-0.06042,0.54257,-1.5101,-1.01442,0.3641,0
peptide_nm_304,-0.77968,-0.01642,-0.05755,-0.44149,-0.01835,0.33595,-0.44771,0.14845,0.09076,0.29755,0.41406,-0.05334,-0.66441,-0.21416,-0.53285,-0.39212,-0.07008,-0.22324,-1.24543,-0.50142,0.70722,-0.23774,-0.06816,-0.36127,0.58525,-0.28466,-0.13806,-0.18529,0.14907,-0.10896,0
peptide_nm_305,0.01804,-2.89804,1.11389,-0.22659,-1.14,-0.7419,1.53084,-0.92558,2.8961,0.13568,1.96827,-0.81926,-0.3661,0.51073,-1.16589,2.73523,2.52001,1.76004,3.79931,2.57448,1.11398,-0.18088,-0.41773,1.80436,0.83087,-1.33562,-0.784,-0.36299,-0.13104,-0.60578,0
peptide_nm_306,-0.36858,0.87131,-0.04187,-0.08247,-0.07634,-0.03302,1.29257,1.00927,-0.75677,-1.35164,0.50662,-0.51554,-0.62354,0.15413,-0.07564,0.01933,-0.04637,-2.17782,-0.44797,0.24448,1.28325,-0.05031,-1.25533,-0.05427,1.00292,-0.72587,-0.139,-0.59519,-0.88478,-0.50987,0
peptide_nm_307,0.38826,-1.60703,2.04912,-0.53409,-0.05882,0.59591,-0.10858,0.67321,0.34492,-0.11325,0.57371,-0.01315,-1.14487,2.72557,-2.39872,-1.62048,-0.93316,0.12767,-0.51282,0.35908,0.23265,-1.56384,0.28208,-0.34812,0.18844,1.23669,-1.32442,0.13503,0.92817,-2.43088,0
peptide_nm_308,0.38086,-1.97885,-1.00337,3.17183,-1.83686,0.12661,1.28638,-1.10197,-0.389,1.52298,0.28947,-0.64355,0.50214,0.07679,-1.43156,0.14287,-0.48015,0.56959,-1.48989,-0.84515,-0.17285,1.89387,1.18122,0.83803,-0.28667,-1.05211,-0.28658,0.16149,-0.45561,-0.27288,0
peptide_nm_309,-0.11979,0.36912,0.12875,-0.02643,-0.64533,-0.36142,1.57046,0.08416,0.06074,-0.38054,0.0308,-0.16994,-0.91581,-0.05727,-0.17385,0.55187,0.48089,-0.07733,0.18411,-0.30325,0.47459,0.68807,-0.11606,-0.43143,0.36405,-0.78173,-0.34702,0.11265,-0.0383,-0.3052,0
peptide_nm_310,-0.0071,0.16899,-0.81932,-0.78893,0.31843,0.35957,-0.17598,-0.22681,0.04427,0.90547,1.25851,-0.68575,-0.56809,0.01101,0.75215,0.60489,2.19446,1.48395,0.56401,0.50494,0.95717,0.09418,0.61583,-0.03682,-0.12004,-1.17304,-0.28392,-0.50193,-0.19883,-0.12778,0
peptide_nm_311,-1.46792,0.96161,0.82122,-0.2971,-0.02817,0.20882,-1.30122,0.85874,-0.54827,-0.40288,-2.04429,-1.17888,-1.3103,-0.76699,-1.2394,1.4278,-2.25322,-0.23912,-0.38604,-1.59936,-1.69427,0.20302,0.71391,1.56006,1.48165,1.26086,1.52508,0.19296,0.77824,0.73477,0
peptide_nm_312,-0.19427,-1.93511,1.01052,-1.07655,0.27491,0.35564,-0.87082,1.16789,0.03882,-0.35062,0.04713,-0.64634,-0.6126,-0.18747,-1.04733,-1.31587,-0.70417,-0.56617,-0.50864,-0.83117,0.44592,-0.06156,-0.38116,-1.01807,-0.633,-0.55559,0.22536,0.07357,0.1407,-0.48738,0
peptide_nm_313,-0.08569,-0.75617,1.09991,-0.41665,-0.63462,-1.19054,0.56667,-1.56938,1.03022,1.68644,0.63983,-0.70562,-1.08321,-0.84769,0.34596,0.11327,-0.42233,-0.32929,-0.94933,-1.73615,1.95657,0.20635,0.22757,-0.38769,-0.49437,-1.059,-0.40692,0.07155,-0.37856,-0.55576,0
peptide_nm_314,-0.45622,0.39891,0.23003,1.01835,-0.12782,-0.01087,0.64179,-0.65503,-0.98283,-1.40787,0.01441,-0.44277,-0.53297,-1.03392,-2.70994,0.87408,-2.10438,-0.16587,-0.39201,1.18863,-1.04037,2.29327,0.0507,-0.56065,-1.5002,0.88653,-1.12933,1.74723,-1.04532,-0.12319,0
peptide_nm_315,-0.04972,0.35515,0.53487,-0.8192,-0.29116,-0.92997,-0.18076,1.12483,0.85263,-0.35011,0.36494,-0.06481,-0.33099,-0.96591,0.45814,-0.06442,-0.9078,-1.14967,1.209,-1.276,0.81663,-0.91311,-0.08438,0.23968,-0.05414,-0.7485,-0.86192,-0.84223,-0.26012,-0.42205,0
peptide_nm_316,0.13762,0.27143,0.57541,-1.32855,-0.70171,-2.62505,-0.81231,-1.52803,-1.17458,-1.48425,0.04935,-0.32308,-0.26002,-1.96494,0.24441,2.47316,1.77323,2.63404,-0.36927,0.52384,0.31582,0.31005,-0.35466,0.19044,0.0914,-0.58192,-0.65069,-0.15016,0.19781,-0.67065,0
peptide_nm_317,0.04003,-0.23908,1.40016,0.26858,-0.0592,1.05211,-0.44856,0.38331,0.54611,-1.06794,-0.0182,0.67229,-1.02601,1.31587,-0.12706,-0.94628,-0.9785,-0.74641,-0.48081,-0.55817,0.76269,0.04921,-0.86997,0.05848,-1.19408,-0.04814,-0.20103,-0.51105,-0.35348,-0.51381,0
peptide_nm_318,0.46812,1.54684,0.45978,0.14683,-0.90788,-0.30689,0.29495,0.62182,0.61483,-0.47546,0.19548,0.35709,1.53594,0.64902,0.94682,-0.40224,-0.38284,-0.98904,-0.51075,0.36502,0.61969,0.1511,-0.17618,0.32998,-0.12847,-0.873,0.21575,0.33128,0.25711,-0.24421,0
peptide_nm_319,-1.47608,0.70662,0.40673,-0.00962,-0.13424,-0.76146,-0.61268,0.28241,0.24549,-0.8996,-0.05286,-0.41427,-0.39062,0.37056,0.18673,-0.16414,0.16776,-0.88111,-0.04077,-1.1777,-0.19068,1.21037,-0.60284,-0.3414,-0.57031,0.5326,-0.92299,0.53919,-0.52806,-0.67328,0
peptide_nm_320,-0.64945,-1.70909,1.03493,-0.83189,-0.2904,-0.41998,-0.54672,1.35958,-0.6885,0.54019,0.50817,-0.22825,-0.08723,-0.63325,-0.32741,0.46046,-0.43152,-0.72359,-1.36767,-0.44585,0.60932,-0.2207,-2.12263,1.57867,-0.88751,-0.57522,-1.83775,0.61543,-0.77047,-0.16717,0
peptide_nm_321,-0.81975,0.58682,0.24897,-0.84748,-0.89683,-1.0928,-0.56381,0.90687,1.19489,-0.01421,-0.19081,-0.52257,-0.08072,-0.05765,0.1656,0.9073,-0.6149,0.1648,0.42446,0.10789,-0.10206,1.1431,0.27875,0.83901,-0.48326,-0.76782,-0.36605,0.40272,-0.25976,0.16834,0
peptide_nm_322,-0.19517,-0.06634,0.1058,0.81566,0.15763,-0.56493,-1.46206,-2.61639,-0.10804,0.77412,-2.26111,-0.08892,0.41689,-1.87895,-2.15024,2.50236,2.22257,0.0607,1.03595,-1.60442,-2.64443,-1.63016,0.71083,1.73835,1.19367,1.35747,2.66305,0.72202,0.79619,0.21435,0
peptide_nm_323,-0.38322,0.58523,0.59513,-0.08201,-0.48102,-0.43845,-0.86552,0.42978,0.66055,-0.08198,1.14501,-0.13436,-0.37776,0.19515,-0.87139,-0.53165,-0.08816,0.17461,-0.16585,1.18469,1.1989,-0.83865,-0.582,-0.08156,0.06288,-1.19492,-0.35645,-0.24563,-0.3859,-0.79243,0
peptide_nm_324,-0.395,-0.36033,0.32197,-1.83659,-0.90273,0.28733,-0.18653,-0.69402,0.01016,0.35278,0.04653,-0.41479,-0.03899,-0.60079,0.6716,0.61762,0.21948,-0.00587,-1.58299,-0.134,-0.15095,1.75758,0.02236,0.49612,-0.93984,0.01084,0.7156,0.99648,0.53931,0.01334,0
peptide_nm_325,-0.40619,-0.39501,0.09441,-0.43106,-0.45776,0.85987,-1.20185,-0.2788,-0.00294,0.68352,0.3962,-0.19461,-1.11739,0.15222,-0.90297,-0.7212,-0.01303,-0.96701,-0.91387,-0.31659,0.60811,-0.71917,0.21392,0.67842,-0.26778,-0.18054,-0.7475,-0.83261,1.03268,-0.39176,0
peptide_nm_326,-0.63312,0.44298,0.78944,0.97725,-0.58762,0.94456,1.05554,-0.25083,-0.06329,1.57767,-0.20616,-0.53332,-1.78302,-1.0792,-0.62708,-0.30827,-0.79126,-0.53918,0.38782,-0.44048,-0.5392,-0.49804,0.08666,-1.25264,-0.34733,0.65747,-0.28943,-0.5907,0.19326,-0.44568,0
peptide_nm_327,-0.19673,-0.21731,-0.01557,-0.13635,-1.01844,0.44745,-0.16824,-0.09252,-0.05679,-0.41459,0.66003,-0.01843,0.19296,-0.19771,-0.59128,-0.84929,-0.4686,-0.72794,-0.53848,-0.50489,0.93006,-0.10608,-0.30181,-0.63721,-0.00539,-0.45009,-0.5008,-0.27553,-0.38349,-0.46146,0
peptide_nm_328,-0.98709,-0.62028,0.91938,-0.15925,-0.84259,0.59701,0.43861,-0.27962,-0.20553,-0.96,0.1661,-0.83858,-0.52567,0.06973,-0.92281,-0.01463,1.00519,0.23784,0.82149,0.70175,-0.24337,-0.2867,0.09779,0.21218,0.22772,-0.37868,0.96082,-0.14474,-0.40117,-0.50987,0
peptide_nm_329,-1.40463,0.98989,0.16366,-0.90807,-1.08165,0.30429,-0.6514,-0.48813,0.18857,-0.06628,0.48841,-0.79208,-0.58981,-0.28747,0.30349,-0.21268,-0.84199,0.09374,0.78607,0.30855,1.0235,0.78022,0.07304,0.42598,0.87819,-0.72942,-0.53719,-0.42244,-0.14695,0.26894,0
peptide_nm_330,-0.4751,0.80602,0.18305,-0.74349,-0.93238,-0.43598,-0.68924,-0.5926,0.03636,-0.09923,0.71153,-0.04909,-0.25182,-0.51607,-0.4953,0.05435,0.45105,-0.48619,-0.2985,0.02299,0.92115,0.36914,-0.38484,-0.02207,0.31084,-0.95892,-0.51436,-0.30428,-0.12448,-0.79818,0
peptide_nm_331,0.34028,-1.78027,1.20298,-1.69408,-0.27153,0.15033,0.14788,1.10941,-0.67075,0.30512,0.8101,-1.06375,0.72381,0.34307,1.36243,-0.69983,-0.81917,-0.75586,-0.93615,0.72763,1.07103,-0.01852,0.44768,0.99032,-0.06996,-0.83964,-0.26496,-0.07285,-0.77537,-0.54207,0
peptide_nm_332,-0.81331,0.4828,0.17122,-0.99987,-0.81747,-0.90862,-0.70215,0.44461,0.4742,0.43327,0.2159,0.34122,-0.12988,0.2515,-0.32185,0.53465,0.32992,-0.36516,0.15947,-0.77558,0.57433,-0.10929,-0.6955,-0.2679,-0.26794,-0.43723,-0.22861,-0.8205,-0.52871,-0.15724,0
peptide_nm_333,0.07354,-0.12484,0.97022,0.29589,-0.81389,-0.05993,-1.01414,1.52781,-0.96958,0.61542,0.0986,0.72237,0.30411,0.92744,0.47515,0.01871,-0.90877,0.38924,-1.14428,-0.61294,0.50212,0.2123,0.00216,0.94951,1.60486,-0.2483,0.27048,1.21008,0.06269,0.28964,0
peptide_nm_334,-0.45331,-0.57829,-0.07237,-0.78855,-0.27818,-0.27297,-1.40553,0.65125,-0.24727,-0.84271,0.45501,-0.12845,-0.76901,0.1975,0.73306,0.64311,-0.02041,-0.15907,0.33329,-0.83523,0.47022,0.56616,-0.01144,-0.88719,0.32896,-0.61572,-0.007,-0.37465,-0.24297,-0.46738,0
peptide_nm_335,-1.00573,0.23486,0.3123,-0.3584,-0.20368,-0.67907,-0.74707,0.88674,-0.83288,-0.34972,0.10222,-0.17405,-0.49648,0.45747,-0.71997,1.05302,1.18428,-1.24442,-1.70087,-0.03086,-0.29655,0.28517,-0.05779,1.2202,0.38846,-0.43833,-1.02618,0.26115,0.01044,-0.32751,0
peptide_nm_336,0.04566,-0.64674,-0.17137,-1.45186,-0.09259,1.1428,-0.24846,-0.62147,-0.04506,0.05605,0.06547,-0.65991,0.56403,-0.83369,-0.05858,-0.31845,-0.04904,-0.8852,-1.13968,-0.10148,-0.44613,-0.263,-1.1036,-1.46294,-0.43195,0.13772,-0.36544,0.3626,0.74351,-0.13047,0
peptide_nm_337,-0.54961,-0.34919,0.54856,-0.92222,-0.94892,0.34019,-0.46781,0.24005,0.70405,0.2495,0.24221,-0.45193,-0.09585,-0.56521,0.1922,0.23911,-0.09026,1.17083,0.15504,0.62398,0.56751,0.76983,-0.37875,-0.16384,0.37339,-0.80098,0.02054,-0.12638,0.12515,-0.1164,0
peptide_nm_338,-0.57262,0.05844,0.21602,-0.6643,-1.31676,-0.17819,0.72739,0.33851,-0.62948,-0.51635,-0.433,0.05207,-0.84475,-0.99351,1.38777,0.06887,-1.1335,-1.45765,-1.5084,0.67195,-0.38443,-0.07622,0.91034,0.02579,-0.54998,-0.26504,-0.20952,-0.60639,0.03943,-0.26134,0
peptide_nm_339,-0.5967,0.56107,0.98011,0.32336,0.01738,1.17131,0.25049,0.9819,1.08058,-0.46655,0.42732,0.47522,-0.8763,-0.24443,-1.4128,-0.45597,0.31988,0.27497,0.76893,-0.73084,0.36829,0.39636,-0.21529,0.37964,-0.82419,0.05619,-0.9847,0.42461,-0.65899,-0.7419,0
peptide_nm_340,-0.07644,-1.395,0.47843,0.48444,-0.94325,0.89726,-1.94323,1.26407,-0.07878,-1.3235,0.19456,-0.58402,0.21716,-0.86233,0.2298,-0.00515,-1.1716,-0.61163,1.33749,-2.50304,0.18225,0.96008,2.48719,0.45729,0.12445,0.09689,0.54064,0.12416,-0.54039,0.07155,0
peptide_nm_341,-0.19794,-0.76919,1.03147,-0.90477,-0.978,-0.81378,-1.74293,1.80265,-1.793,2.37171,1.24785,-0.281,0.19987,0.1844,0.03564,0.72706,-1.88144,1.24286,-0.69418,-1.73686,1.13398,0.99249,0.00899,-1.07957,-0.01824,-0.18822,0.2816,-0.70993,0.4732,-0.48742,0
peptide_nm_342,-1.01376,-0.10918,0.71836,0.18833,-0.55358,0.57444,-0.25622,0.69239,-0.55782,-0.17469,0.41626,0.82643,-0.66077,0.20833,0.68274,-0.95964,0.51928,-0.17356,-1.13108,-0.92442,0.6894,0.14143,-0.35644,0.43107,0.11328,-1.11312,-0.46014,-0.49433,-0.10952,0.01662,0
peptide_nm_343,-0.59337,-1.03324,-0.3022,-0.32244,-0.58554,0.47446,-0.10349,-0.71398,0.49683,0.10692,0.07427,-0.11177,0.5394,-1.28781,0.19949,0.01294,0.91007,0.04522,0.23085,0.65172,-0.07423,0.30328,-0.5353,-0.64118,0.03134,-0.34444,0.11194,0.0169,-0.28073,-0.35729,0
peptide_nm_344,1.17852,0.5467,-0.20724,-0.51272,-0.352,1.51095,0.9382,-0.77763,-0.38527,-0.24674,0.41858,0.7335,0.69526,0.89338,1.31668,-1.35758,0.01534,-0.96737,-0.85625,-0.27431,0.09644,-0.12414,-0.12943,0.25224,0.68653,-0.202,0.38769,0.15153,0.55047,-0.1904,0
peptide_nm_345,-0.12546,-0.45526,0.08603,0.04294,-1.58552,0.06125,0.59639,-0.76362,-0.38911,-0.68465,0.26948,-0.13676,-0.74931,0.11136,-0.22577,-0.28606,-1.09073,-0.35547,-1.25914,-0.12836,0.69332,1.35148,-0.59038,0.22494,-0.83461,-0.66121,-0.97433,-0.31862,0.12346,-0.68095,0
peptide_nm_346,-0.54129,2.07945,0.29318,-1.82223,-1.87369,0.603,0.3932,0.67918,0.56833,0.97073,1.395,0.7285,-0.1084,-0.63841,-0.7916,-1.06198,0.19251,-0.4218,-0.64641,1.2057,0.96771,-0.01847,-0.16393,0.23863,0.00068,-1.71093,-0.06431,-0.36053,-0.3452,-0.63612,0
peptide_nm_347,-1.50045,0.24385,-0.20347,-0.13213,0.16589,-0.83795,0.32678,-1.11453,-1.61477,-0.00325,0.41675,-0.5255,-0.25121,0.01311,1.1928,0.67905,-0.46461,-0.69872,0.28958,1.95864,0.51592,-1.89437,-1.04363,-0.20522,0.2751,0.19346,-0.37356,-1.39787,-0.9534,-1.0472,0
peptide_nm_348,-1.95846,1.21109,0.70569,-0.45255,-0.45929,0.4505,0.16873,0.05951,-0.40504,-0.37537,-0.704,-0.03837,-0.2382,0.10501,-0.13239,-0.92289,-0.17383,-0.22842,-1.23781,-0.61797,-0.76876,0.09049,0.12616,1.41674,0.50575,-0.20161,-0.21851,0.51,-0.93678,-0.13657,0
peptide_nm_349,0.63209,-1.801,1.25286,-1.34488,-0.33877,1.25207,-0.33808,0.05625,0.28912,-0.39891,-0.04586,0.14941,0.21395,-1.89495,0.93483,-1.32418,-0.35663,-0.46759,0.16566,-0.77918,-0.30786,0.20717,0.58663,-0.33481,0.50647,-0.02614,0.35753,-0.86674,0.14605,0.16957,0
peptide_nm_350,-0.80463,-0.51375,1.10453,0.09306,-0.39386,-0.5238,0.26702,-0.52284,-0.4325,-0.60866,0.22399,-1.2033,-0.23533,-0.62254,-0.47462,1.4377,0.7147,-0.33961,0.60604,-0.47597,-0.34247,-0.58195,0.10882,0.67938,-0.48034,-0.31404,0.44791,-0.39164,-0.19524,-0.17428,0
peptide_nm_351,-0.36251,-0.01777,0.18272,-0.59626,-1.19536,-1.49237,0.30547,0.61728,0.88556,-1.88081,0.39112,-0.04589,0.10197,0.03998,-0.1852,-0.01832,0.51906,-0.11002,0.02969,-0.17411,0.62749,-0.52628,-0.12426,0.34642,-1.77636,-0.51303,-0.61693,-0.24502,-0.99711,-0.47322,0
peptide_nm_352,-0.01322,0.68894,0.25955,-0.26493,-0.37239,0.78396,1.30761,0.53167,0.10746,-0.57331,-0.11084,-0.84187,-1.43218,-0.82019,0.49173,-0.51335,-0.49891,-0.19452,-0.34229,-0.74554,-0.08831,-0.37912,-1.21356,-0.1316,-0.08929,-0.20467,-0.44438,0.05128,-0.90778,0.56586,0
peptide_nm_353,-0.05631,0.23205,-0.27751,0.05991,-0.2067,1.03572,0.58242,0.25042,-0.05119,-0.39298,0.92868,-0.069,-0.20225,0.96902,-0.38068,-0.17482,-0.08014,0.30163,-0.15839,-0.64664,0.96121,0.90112,0.59752,-0.55963,0.53608,-0.88454,-0.54704,-0.60827,-0.27811,-0.04538,0
peptide_nm_354,0.99612,2.54339,1.47847,1.02485,1.0524,0.61027,0.66178,1.78369,0.9953,0.69248,1.53309,0.78185,0.41984,-0.25714,0.83033,-0.63382,0.43356,0.50717,0.13324,-0.46269,1.20806,0.09168,0.18409,-0.32777,0.01075,-1.49024,-0.37932,-0.2981,-0.19552,-0.12923,0
peptide_nm_355,-0.3087,1.26079,0.29722,-0.86937,-1.21591,-0.37224,-0.04603,-0.14051,-1.16626,0.18621,0.25519,-0.08294,0.31313,0.39549,-0.05706,-0.5789,-1.40002,0.12309,-1.09864,0.80898,0.33301,0.51663,-0.34861,0.91189,0.06036,-0.82006,0.0117,0.08474,0.21456,0.01965,0
peptide_nm_356,-0.57913,0.12139,0.7658,-0.6882,-0.13262,0.20593,0.93069,1.21027,1.16846,1.31178,-0.15895,-0.26067,-0.61938,0.9887,0.35974,0.10168,1.37362,1.11003,0.27106,-0.47253,0.68851,0.69072,-0.49664,0.15739,0.33059,-0.44976,-0.33189,-0.02886,0.05441,-1.12773,0
peptide_nm_357,-0.56583,-1.1669,0.62933,0.01801,-1.02781,-1.06956,0.16784,0.71298,-0.68007,0.50703,0.00142,0.07877,-0.55011,-0.42261,0.89414,0.44987,-0.65415,0.89989,-0.3905,0.0291,0.44381,-0.12221,1.24154,0.86173,0.35902,-0.75656,-0.31845,-0.7354,-0.3612,-0.33192,0
peptide_nm_358,-1.95439,0.19665,0.04243,-0.29786,-0.2001,0.16609,-0.87082,0.21853,0.79914,0.05478,-0.10258,-0.07355,-0.17775,-0.62013,-0.57894,-1.08277,-0.30139,-0.19709,-0.16637,-0.52226,0.49685,0.44829,0.60504,-0.35376,0.41229,-0.76993,-0.29732,-0.86424,-0.41587,-0.41159,0
peptide_nm_359,0.00103,-0.51461,0.32231,-1.6416,-1.64137,0.05116,-1.31809,0.00317,0.83996,-1.8733,0.68139,-0.49726,0.41902,0.38092,-0.78682,-0.37778,-1.13898,0.30799,-0.7625,-1.0905,0.36951,-1.20004,0.45504,-1.04709,-0.28231,-0.566,-0.13884,0.41628,-0.59015,-0.66587,0
peptide_nm_360,-0.76595,-0.04317,0.16448,-0.60237,-1.06108,0.1059,-1.32532,0.2572,0.29194,-1.39704,-0.76456,-0.13251,-1.49681,-0.69043,0.0695,-1.02661,-1.61859,0.63888,-1.02448,-0.43322,-0.37758,0.99598,-0.86236,0.53186,0.33358,-0.31135,0.15412,1.09633,0.34045,0.15389,0
peptide_nm_361,0.46549,-0.96331,0.0907,-0.52558,-1.7347,0.17484,0.02648,0.20101,1.08438,-1.07135,1.01095,0.02074,-0.591,0.48091,-0.61439,-0.90892,-0.6354,-0.44917,0.67108,-0.55759,1.67672,-0.42366,0.19313,0.34108,-0.62901,-1.55119,-0.27699,-0.32275,-0.03128,-0.48748,0
peptide_nm_362,-0.32872,0.56501,0.78548,0.17673,-0.71717,0.23023,-0.04082,0.27853,-0.23999,1.16163,0.27478,0.11792,0.4897,-0.24157,0.39367,-0.36816,-0.15377,-0.01157,-0.14874,0.93035,0.33203,-1.05091,0.46687,0.6639,0.02395,-0.58764,-0.20562,-0.5299,-0.07246,-0.52294,0
peptide_nm_363,0.13404,-0.37044,-0.9695,0.70033,0.35018,-1.52085,-0.82148,0.93495,0.53439,-1.12805,0.8077,0.18519,-0.23442,-0.50062,-0.01469,0.5541,1.25299,-0.42169,-0.28043,-1.11689,1.04844,-0.16248,0.23504,-0.65219,-1.88505,-1.16453,0.42565,0.07213,-0.10296,-0.43162,0
peptide_nm_364,0.29105,-1.98748,1.38501,-1.70331,0.13044,0.36682,-1.10172,-0.6557,-1.9522,1.10142,1.81836,-0.51905,0.64564,-2.14797,0.12987,-0.3466,0.12759,-0.77494,-1.70205,-1.30193,1.44191,0.88205,0.65085,0.90231,-0.41338,-0.50026,0.11257,0.64128,-0.21201,-0.38879,0
peptide_nm_365,0.39821,-0.79758,-0.04502,0.13667,-0.17336,0.02089,-0.1021,-0.09992,0.6274,0.28524,-0.1076,0.76895,-0.50744,-0.14528,-1.30295,-0.55234,-0.80496,-0.59755,-1.05977,-0.80674,0.17039,-0.23911,0.72767,0.04354,-0.52929,-0.40348,-0.08451,-0.80092,-0.47132,-0.15595,0
peptide_nm_366,-0.37593,-1.47185,0.83161,-0.43986,-0.02626,-0.01915,0.34585,-0.0144,1.29191,0.45737,0.65875,0.66888,-0.49161,-0.20658,0.26748,0.57414,0.99937,0.62799,1.0164,0.5305,0.24091,0.49277,0.31611,0.07961,0.07156,-0.90083,0.11519,-0.76493,-0.50221,-0.09865,0
peptide_nm_367,-0.12707,-0.77122,-0.39267,-0.56383,0.71728,-0.50054,0.54964,0.42068,-1.44517,-0.8801,0.86453,0.028,-1.05367,-0.15983,1.34025,-0.53277,-0.91582,-0.97306,-0.72702,-1.4668,0.89234,-1.1754,-0.99893,0.14099,0.36375,-0.80786,0.04348,-0.44353,-0.00513,-0.2765,0
peptide_nm_368,0.47525,-0.24543,0.6016,0.77252,-1.61829,0.91919,0.24765,1.71611,1.63206,-0.82999,-0.00543,-1.271,0.26722,0.82483,-0.52072,-1.56271,0.18673,0.31561,0.10247,-0.40986,0.04754,0.26288,-0.69737,0.02787,-0.22911,0.33057,-1.26492,0.20285,0.34063,-1.19803,0
