,GDPC_alphaticr.alphaticr,GDPC_alphaticr.aromatic,GDPC_alphaticr.postivecharger,GDPC_alphaticr.negativecharger,GDPC_alphaticr.uncharger,GDPC_aromatic.alphaticr,GDPC_aromatic.aromatic,GDPC_aromatic.postivecharger,GDPC_aromatic.negativecharger,GDPC_aromatic.uncharger,GDPC_postivecharger.alphaticr,GDPC_postivecharger.aromatic,GDPC_postivecharger.postivecharger,GDPC_postivecharger.negativecharger,GDPC_postivecharger.uncharger,GDPC_negativecharger.alphaticr,GDPC_negativecharger.aromatic,GDPC_negativecharger.postivecharger,GDPC_negativecharger.negativecharger,GDPC_negativecharger.uncharger,GDPC_uncharger.alphaticr,GDPC_uncharger.aromatic,GDPC_uncharger.postivecharger,GDPC_uncharger.negativecharger,GDPC_uncharger.uncharger,y
peptide_nm_293,-0.48134,0.65595,-0.24242,-0.64811,0.5222,-0.76325,-0.31118,0.74004,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,4.02633,0.68029,2.16224,-0.30483,-0.41086,1.55972,-0.50842,0.57113,-0.58647,0.79912,-0.50514,-0.63352,0
peptide_nm_294,-0.91993,-0.68562,-1.09631,-0.64811,0.5222,-0.76325,-0.31118,-0.52241,-0.32148,0.9162,-0.20593,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,1.40706,-0.34884,0.84034,0.79912,1.22663,4.2785,0
peptide_nm_295,0.80069,-0.68562,-1.09631,2.01243,0.96042,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,0.94321,-0.72594,1.94761,-0.30483,-0.41086,-0.27412,0.67034,0.99574,-0.58647,0.21236,-0.50514,-0.12973,0
peptide_nm_296,-0.00031,-0.68562,-1.09631,0.8395,1.0735,-0.13831,-0.31118,-0.52241,-0.32148,0.22426,-0.64298,-0.5271,-0.66495,0.7222,-0.72594,0.81213,-0.30483,0.82083,-0.27412,0.48022,0.15566,0.88637,0.06094,0.38868,0.6341,0
peptide_nm_297,-1.35851,0.13996,-0.57084,1.12558,-0.20816,-0.01813,1.05494,0.25448,1.64167,-0.51381,0.0025,-0.5271,-0.10417,-0.42706,1.00481,1.08907,-0.30483,1.0577,0.8544,0.67034,-1.26881,1.1696,0.21236,0.56056,0.37407,0
peptide_nm_298,-0.27891,0.13996,-0.57084,0.23874,0.37613,-0.76325,-0.31118,-0.52241,1.64167,-0.51381,0.0025,-0.5271,0.45662,0.94321,0.13943,0.23054,-0.30483,2.52626,0.8544,0.67034,0.4296,-0.58647,-0.72645,0.56056,-0.63352,0
peptide_nm_299,-1.35851,1.4609,-1.09631,-0.64811,0.14241,-0.76325,-0.31118,-0.52241,-0.32148,4.06223,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.6751,1.69643,-0.72645,-0.50514,3.29609,0
peptide_nm_300,-0.5788,0.50689,-1.09631,0.63289,1.99915,0.31303,-0.31118,-0.52241,-0.32148,0.75731,-0.30629,-0.5271,-0.66495,-0.42706,-0.72594,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,0.68181,0.62961,-0.50514,0.09418,0
peptide_nm_301,0.39584,-0.68562,0.61147,-0.64811,-0.42727,0.44756,-0.31118,0.74004,-0.32148,-0.51381,-0.20593,0.76528,0.24632,1.79963,-0.72594,2.16224,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.84034,-0.72645,-0.50514,-0.63352,0
peptide_nm_302,0.04497,-0.68562,-0.1855,0.88909,0.6488,1.81981,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,-0.5271,-0.66495,-0.42706,-0.72594,0.86013,-0.30483,2.13464,-0.27412,-0.50842,-1.26881,0.93546,-0.72645,1.34208,-0.63352,0
peptide_nm_303,-0.18895,-0.68562,0.04221,1.27339,2.42113,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,2.41108,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_304,-0.18895,-0.08937,-0.14755,0.31264,0.5222,-0.22511,-0.31118,-0.24187,-0.32148,-0.19603,-0.10557,-0.5271,-0.25994,0.06776,-0.41344,0.92213,0.25641,-0.41086,1.35596,-0.08276,0.3667,-0.2694,-0.38743,0.26453,0.27611,0
peptide_nm_305,2.85192,-0.68562,-1.09631,3.9635,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,3.83638,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_306,0.59076,-0.68562,-1.09631,0.63289,1.99915,1.3893,-0.31118,-0.52241,-0.32148,-0.51381,-0.30629,0.62168,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,1.71039,-0.27412,-0.50842,-0.45106,0.68181,0.62961,-0.50514,-0.63352,0
peptide_nm_307,-1.35851,-0.68562,0.26991,-0.64811,3.18071,-0.76325,-0.31118,-0.52241,-0.32148,1.77421,0.336,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.6751,1.69643,-0.72645,-0.50514,0.67635,0
peptide_nm_308,0.74671,-0.68562,0.26991,-0.64811,0.14241,-0.76325,-0.31118,-0.52241,4.7827,-0.51381,0.336,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,2.55635,0.20315,1.69643,-0.72645,-0.50514,-0.63352,0
peptide_nm_309,0.26089,0.13996,-0.57084,1.12558,-0.20816,-0.01813,-0.31118,-0.52241,-0.32148,0.3662,-0.55333,0.26821,-0.66495,0.94321,0.13943,-0.628,-0.30483,1.0577,0.8544,0.67034,0.4296,-0.58647,1.15117,-0.50514,-0.63352,0
peptide_nm_310,1.51224,-0.68562,-1.09631,0.39998,1.38535,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,-0.66495,-0.42706,-0.72594,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,0.06933,-0.58647,1.49256,-0.50514,-0.03813,0
peptide_nm_311,-0.5788,-0.68562,0.42171,-0.64811,0.31121,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.49657,-0.5271,0.95509,-0.42706,2.60735,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.3667,-0.58647,2.88971,-0.50514,-0.14839,0
peptide_nm_312,-1.35851,0.38764,-0.4132,0.50479,0.90199,-0.76325,-0.31118,0.48755,2.23061,0.6302,0.336,-0.5271,-0.66495,1.35429,-0.72594,0.4881,1.71561,1.49827,-0.27412,-0.50842,1.6751,-0.58647,-0.72645,-0.50514,0.02141,0
peptide_nm_313,-0.77373,1.10315,0.04221,-0.64811,-0.11078,0.85116,2.64875,-0.52241,3.932,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,3.06258,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,0.45804,0
peptide_nm_314,-0.77373,-0.68562,1.18073,-0.64811,-0.11078,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.29944,-0.5271,-0.66495,-0.42706,1.14904,-0.628,-0.30483,-0.41086,2.17101,2.04556,-0.04218,-0.58647,1.30764,1.80389,-0.63352,0
peptide_nm_315,-1.02435,1.35869,-0.44573,-0.64811,0.79348,1.08179,1.38021,-0.52241,-0.32148,-0.51381,-0.42099,-0.5271,-0.66495,1.26947,-0.72594,0.43495,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,0.50062,0.43589,-0.50514,1.86147,0
peptide_nm_316,-0.42286,0.74539,-0.1855,0.88909,-0.36397,1.81981,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,0.85144,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,1.53476,0.6938,-0.58647,-0.72645,1.34208,0.23972,0
peptide_nm_317,-0.1381,-0.68562,0.09171,0.35441,-0.05574,0.07905,-0.31118,-0.52241,-0.32148,-0.51381,-0.48083,-0.5271,-0.66495,-0.42706,1.23056,0.34252,1.45208,-0.41086,-0.27412,0.82409,0.65113,-0.58647,-0.72645,1.90428,0.5055,0
peptide_nm_318,0.04497,0.74539,-1.09631,-0.64811,1.66156,0.52828,2.05676,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,0.90082,-0.50514,1.11297,0
peptide_nm_319,-0.72057,-0.68562,-1.09631,1.44808,-0.68621,-0.76325,-0.31118,-0.52241,-0.32148,0.5262,-0.45227,-0.5271,-0.66495,-0.42706,1.31949,0.38663,-0.30483,1.32471,1.05958,0.88466,0.06933,0.45121,1.49256,0.75433,1.15267,0
peptide_nm_320,-0.18895,-0.68562,-1.09631,3.1949,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,1.23216,-0.30483,-0.41086,-0.27412,2.04556,1.18445,-0.58647,1.30764,-0.50514,0.45804,0
peptide_nm_321,-0.5788,-0.68562,-0.0843,0.20589,1.4365,-0.04573,-0.31118,-0.52241,-0.32148,-0.51381,-0.57391,-0.5271,-0.66495,2.21198,-0.72594,1.02548,-0.30483,1.00331,-0.27412,0.62668,0.3667,0.25905,-0.72645,0.52109,0.82189,0
peptide_nm_322,-0.18895,-0.68562,0.04221,-0.64811,-0.11078,-0.76325,-0.31118,1.16086,-0.32148,-0.51381,-1.10916,1.19608,2.98014,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_323,-0.5788,0.50689,-1.09631,1.9139,1.15518,0.31303,-0.31118,-0.52241,2.51418,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,3.09232,-0.30483,-0.41086,-0.27412,-0.50842,-0.45106,0.68181,-0.72645,1.03421,0.82189,0
peptide_nm_324,0.39584,-0.68562,-0.24242,-0.64811,0.5222,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,3.49276,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.57113,-0.58647,2.32468,1.22663,0.18515,0
peptide_nm_325,0.04497,0.17299,-0.00333,1.19653,-1.37673,-0.76325,-0.31118,0.28556,-0.32148,-0.51381,-0.53109,-0.5271,0.50148,-0.42706,1.97403,0.26488,-0.30483,-0.41086,0.89954,0.71749,0.49754,-0.58647,0.24991,-0.50514,-0.10957,0
peptide_nm_326,-1.35851,-0.68562,-0.4132,0.50479,0.14241,0.2054,-0.31118,0.48755,-0.32148,-0.51381,-0.38658,-0.5271,2.25112,1.35429,0.39905,1.60419,1.71561,-0.41086,-0.27412,-0.50842,-1.26881,0.55498,1.71446,0.88028,-0.63352,0
peptide_nm_327,-0.69805,-0.43309,-0.45338,0.1657,0.23177,-0.0795,-0.31118,-0.52241,0.27902,0.02455,-0.76912,-0.28382,-0.49342,0.41122,0.59757,0.42245,0.64597,0.48755,0.76146,0.2127,0.28973,-0.04932,0.42221,0.79878,1.06161,0
peptide_nm_328,0.80069,-0.68562,-1.09631,2.89928,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,0.45662,-0.42706,1.00481,2.80614,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_329,0.29264,-0.68562,-0.29265,0.70824,1.30411,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.25906,-0.5271,-0.66495,-0.42706,0.59757,0.68506,-0.30483,-0.41086,-0.27412,-0.50842,1.32876,-0.58647,-0.72645,-0.50514,0.9075,0
peptide_nm_330,-0.50792,0.6153,-0.2683,1.44808,-0.91639,-0.76325,0.76516,-0.52241,-0.32148,0.87287,-0.67123,-0.5271,-0.66495,-0.42706,1.31949,-0.628,-0.30483,0.74618,0.61502,1.34902,2.29957,-0.58647,-0.72645,-0.50514,0.16034,0
peptide_nm_331,-0.53294,0.57704,-1.09631,2.0646,0.4105,1.51592,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,1.66865,-0.72594,0.68506,2.07216,-0.41086,-0.27412,1.29439,0.4629,-0.58647,0.70938,-0.50514,0.13699,0
peptide_nm_332,-0.08262,0.15069,-0.56402,0.54971,-0.19298,-0.00846,1.07268,0.26457,-0.32148,0.08048,-0.73379,0.27854,-0.28624,-0.42706,-0.14153,-0.3381,-0.30483,-0.41086,-0.27412,0.68565,0.45166,0.00649,-0.09245,-0.50514,1.06761,0
peptide_nm_333,0.39584,-0.68562,-1.09631,1.27339,-0.11078,-0.76325,-0.31118,1.16086,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,1.14904,1.23216,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.31594,1.30764,-0.50514,0.45804,0
peptide_nm_334,-0.72057,0.29007,0.14571,1.44808,0.00431,0.11734,-0.31118,-0.52241,-0.32148,-0.51381,0.86151,-0.5271,-0.66495,-0.42706,0.29678,1.40127,-0.30483,-0.41086,-0.27412,0.88466,0.06933,-0.58647,0.38305,0.75433,-0.03813,0
peptide_nm_335,0.04497,0.38764,-0.4132,0.50479,-0.61716,0.2054,-0.31118,-0.52241,2.23061,-0.51381,-1.10916,0.50681,0.06407,-0.42706,0.39905,0.4881,-0.30483,-0.41086,-0.27412,1.02397,0.93912,-0.58647,0.494,-0.50514,0.02141,0
peptide_nm_336,-0.35603,1.35869,0.20485,0.44989,-0.65333,-0.76325,-0.31118,0.43946,2.10908,-0.51381,0.95535,-0.5271,0.02935,2.966,-0.72594,1.4979,-0.30483,3.22557,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_337,0.13003,-0.68562,0.14571,1.44808,0.925,-0.17619,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,-0.66495,-0.42706,-0.04413,-0.628,0.91968,0.74618,0.61502,0.4203,1.40747,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_338,-1.08861,1.79114,1.00557,-0.64811,-0.20816,2.96231,-0.31118,-0.52241,-0.32148,0.3662,-0.55333,0.26821,0.45662,-0.42706,0.13943,0.23054,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,0.29157,-0.72645,0.56056,-0.63352,0
peptide_nm_339,-0.1381,-0.68562,-0.5023,0.35441,-0.05574,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.1475,-0.5271,-0.03102,-0.42706,1.23056,-0.628,-0.30483,1.24925,1.0016,0.82409,-0.62883,-0.58647,1.39608,0.69957,1.07501,0
peptide_nm_340,-0.81871,-0.68562,-0.04537,1.12558,0.96042,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.0025,-0.5271,-0.66495,2.31348,1.00481,2.80614,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,3.02879,-0.50514,0.37407,0
peptide_nm_341,-1.35851,-0.68562,-0.04537,1.12558,-0.20816,-0.76325,-0.31118,-0.52241,3.60481,1.24621,0.0025,-0.5271,-0.66495,-0.42706,-0.72594,1.08907,-0.30483,-0.41086,1.98292,1.8491,0.99574,1.1696,-0.72645,-0.50514,0.37407,0
peptide_nm_342,1.531,0.57704,-1.09631,0.70824,0.4105,0.37634,-0.31118,0.66578,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,2.07216,-0.41086,-0.27412,-0.50842,0.4629,-0.58647,-0.72645,-0.50514,0.13699,0
peptide_nm_343,-0.7483,0.24765,-0.5023,-0.64811,1.26526,0.07905,-0.31118,-0.52241,1.89773,0.48098,-0.48083,0.37195,-0.03102,1.12194,-0.72594,1.31304,-0.30483,-0.41086,-0.27412,-0.50842,0.01115,1.39866,1.39608,-0.50514,-0.63352,0
peptide_nm_344,0.59076,0.50689,-0.3373,0.63289,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,0.75731,-0.30629,-0.5271,0.14507,1.55222,-0.72594,0.61211,1.94011,1.71039,1.35596,-0.50842,-0.45106,-0.58647,-0.72645,-0.50514,0.09418,0
peptide_nm_345,-0.1381,-0.68562,0.09171,0.35441,0.60476,0.92135,-0.31118,-0.52241,-0.32148,-0.51381,-0.48083,0.37195,-0.03102,1.12194,-0.72594,0.34252,-0.30483,-0.41086,-0.27412,0.82409,0.01115,0.40609,0.33481,-0.50514,-0.06401,0
peptide_nm_346,1.44844,1.4609,-1.09631,1.65769,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,2.55635,0.20315,-0.58647,-0.72645,-0.50514,0.67635,0
peptide_nm_347,-0.81871,-0.68562,-1.09631,1.12558,2.12899,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.0025,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,4.20661,0.99574,-0.58647,1.15117,1.62627,0.37407,0
peptide_nm_348,-0.27891,0.13996,-0.04537,0.23874,-0.79245,-0.76325,-0.31118,0.25448,-0.32148,-0.51381,-0.55333,-0.5271,-0.66495,3.68376,1.00481,-0.628,-0.30483,3.99482,0.8544,0.67034,0.4296,0.29157,-0.72645,-0.50514,-0.12973,0
peptide_nm_349,-0.91993,-0.68562,0.61147,2.23415,-0.42727,-0.76325,-0.31118,-0.52241,-0.32148,0.9162,-0.20593,-0.5271,0.24632,1.79963,-0.72594,0.76712,2.22073,1.97555,1.55972,-0.50842,0.57113,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_350,-0.67941,-0.68562,-1.09631,-0.64811,2.0536,-0.13831,-0.31118,0.12918,1.32503,0.22426,-0.1768,0.80697,0.27572,-0.42706,-0.72594,0.09206,0.99868,-0.41086,-0.27412,-0.50842,0.63049,-0.58647,1.63572,0.38868,-0.21098,0
peptide_nm_351,-0.96866,-0.68562,-0.3373,0.63289,0.31121,1.3893,1.66211,-0.52241,-0.32148,0.75731,-1.10916,0.62168,-0.66495,-0.42706,-0.72594,0.61211,-0.30483,-0.41086,-0.27412,1.19423,-0.45106,3.21836,-0.72645,1.03421,0.09418,0
peptide_nm_352,-0.3189,-0.68562,-0.59031,1.9139,-0.81409,-0.04573,-0.31118,0.22571,-0.32148,-0.51381,-0.03867,0.23876,-0.66495,-0.42706,0.94071,1.02548,-0.30483,2.41747,1.89932,-0.50842,-0.72364,0.25905,0.17759,-0.50514,0.33675,0
peptide_nm_353,0.98062,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,1.01154,-0.62744,-0.5271,-0.66495,0.76051,0.02405,0.11607,-0.30483,-0.41086,-0.27412,-0.50842,0.20315,0.93546,0.08719,0.41847,-0.1969,0
peptide_nm_354,1.76033,1.6994,-1.09631,0.63289,-0.53276,1.3893,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,1.35596,1.19423,0.3667,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_355,-0.27891,0.96555,-0.57084,0.23874,-0.79245,-0.76325,-0.31118,-0.52241,1.64167,0.3662,0.0025,-0.5271,-0.66495,-0.42706,1.00481,-0.628,-0.30483,-0.41086,0.8544,0.67034,0.4296,-0.58647,1.15117,-0.50514,1.38167,0
peptide_nm_356,0.98062,0.74539,-0.1855,-0.64811,-0.36397,0.52828,-0.31118,-0.52241,-0.32148,1.01154,-1.10916,0.85144,-0.66495,1.94808,-0.72594,-0.628,-0.30483,2.13464,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_357,-0.00901,0.13996,-0.57084,1.12558,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,-0.51381,0.0025,-0.5271,-0.66495,-0.42706,0.13943,1.08907,-0.30483,-0.41086,-0.27412,0.67034,-0.13654,0.29157,1.15117,0.56056,-0.12973,0
peptide_nm_358,-0.48134,0.65595,-0.24242,-0.64811,-0.42727,-0.76325,-0.31118,0.74004,-0.32148,-0.51381,0.69729,-0.5271,-0.66495,1.79963,0.68029,-0.628,-0.30483,1.97555,-0.27412,-0.50842,-0.34884,-0.58647,0.79912,-0.50514,1.82249,0
peptide_nm_359,-1.35851,-0.68562,-1.09631,5.64046,0.00431,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,-0.66495,-0.42706,-0.72594,1.40127,-0.30483,-0.41086,2.39329,2.27774,1.40747,-0.58647,1.49256,-0.50514,-0.63352,0
peptide_nm_360,-1.35851,1.4609,0.26991,-0.64811,0.14241,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.20315,-0.58647,1.71446,-0.50514,3.29609,0
peptide_nm_361,-1.35851,1.26576,-1.09631,-0.64811,1.38535,2.7591,-0.31118,-0.52241,-0.32148,1.56621,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,3.3687,-0.41086,-0.27412,-0.50842,0.06933,1.48889,-0.72645,2.0138,0.55727,0
peptide_nm_362,1.1477,0.84761,-0.60838,0.17539,0.25092,-0.07136,-0.31118,-0.52241,-0.32148,0.30334,-1.10916,-0.5271,-0.14422,0.84534,-0.72594,0.96642,-0.30483,-0.41086,-0.27412,-0.50842,0.30829,-0.58647,0.1453,-0.50514,-0.16571,0
peptide_nm_363,-0.5788,0.50689,-1.09631,0.63289,0.31121,-0.76325,1.66211,-0.52241,2.51418,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,1.85221,1.94011,-0.41086,4.61613,1.19423,-0.45106,-0.58647,-0.72645,2.57357,-0.63352,0
peptide_nm_364,-0.12015,-0.68562,-0.29265,2.0646,-0.48312,-0.76325,-0.31118,-0.52241,5.68344,-0.51381,-1.10916,0.68926,-0.66495,-0.42706,-0.72594,1.99811,4.44916,-0.41086,3.17782,-0.50842,-0.40295,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_365,-0.60665,-0.68562,-0.12044,-0.64811,-0.29163,-0.07136,-0.31118,0.19899,-0.32148,0.30334,-0.59303,0.21141,-0.14422,0.84534,0.88118,-0.628,-0.30483,0.9528,0.77379,0.58614,0.30829,1.04417,0.1453,-0.50514,0.76991,0
peptide_nm_366,1.9831,0.33653,0.20485,0.44989,-1.37673,1.08179,-0.31118,-0.52241,-0.32148,0.57573,-0.42099,0.45757,-0.66495,-0.42706,-0.72594,0.43495,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.50062,-0.72645,-0.50514,-0.63352,0
peptide_nm_367,-0.04275,-0.68562,-0.24242,2.23415,-0.42727,0.44756,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,0.68029,3.55736,-0.30483,-0.41086,-0.27412,1.40706,-1.26881,0.84034,0.79912,1.22663,-0.63352,0
peptide_nm_368,-0.65677,-0.68562,-1.09631,-0.64811,0.14241,-0.76325,-0.31118,-0.52241,4.7827,-0.51381,-1.10916,1.54071,-0.66495,3.13565,-0.72594,1.60419,-0.30483,3.40739,-0.27412,-0.50842,-1.26881,-0.58647,1.71446,-0.50514,1.98622,0
peptide_nm_369,0.39584,-0.68562,-0.24242,0.79302,-0.42727,-0.76325,-0.31118,0.74004,-0.32148,-0.51381,-0.20593,-0.5271,0.24632,-0.42706,0.68029,-0.628,2.22073,-0.41086,-0.27412,1.40706,0.57113,-0.58647,-0.72645,1.22663,-0.63352,0
peptide_nm_370,-0.23573,-0.68562,-0.54982,-0.64811,2.26922,-0.76325,-0.31118,-0.52241,-0.32148,0.4014,0.04697,0.30003,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.71749,1.08632,-0.58647,2.20264,0.60319,-0.10957,0
peptide_nm_371,2.3841,0.74539,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_372,1.11821,0.57704,-1.09631,-0.64811,-0.48312,-0.76325,-0.31118,0.66578,-0.32148,-0.51381,-0.25906,-0.5271,-0.66495,3.76436,-0.72594,0.68506,-0.30483,-0.41086,-0.27412,1.29439,-0.40295,-0.58647,2.1452,-0.50514,-0.63352,0
peptide_nm_373,-0.02187,-0.68562,-1.09631,0.44989,1.51688,0.15927,-0.31118,0.43946,-0.32148,-0.51381,-0.42099,0.45757,-0.66495,-0.42706,-0.72594,0.43495,-0.30483,1.40735,-0.27412,0.951,0.83398,0.50062,-0.72645,0.8143,-0.63352,0
peptide_nm_374,0.98062,0.10939,-0.0843,0.20589,-0.25144,-0.04573,-0.31118,-0.52241,-0.32148,-0.51381,0.49657,-0.5271,-0.66495,-0.42706,0.94071,-0.628,-0.30483,1.00331,-0.27412,-0.50842,-0.17847,-0.58647,1.08163,-0.50514,-0.14839,0
peptide_nm_375,0.23635,0.29007,-0.1648,0.39998,-0.34095,0.11734,-0.31118,-0.06334,-0.32148,0.0062,-0.78071,-0.05714,-0.33358,0.38265,0.80813,0.89395,-0.30483,-0.41086,0.39273,-0.50842,0.06933,-0.06763,0.38305,-0.50514,-0.03813,0
peptide_nm_376,2.73497,1.10315,-1.09631,-0.64811,-0.11078,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.72645,-0.50514,0.45804,0
peptide_nm_377,-0.4016,-0.68562,0.76672,0.39998,-0.68621,-0.76325,-0.31118,-0.52241,1.9986,0.5262,-0.45227,-0.5271,-0.00221,-0.42706,1.31949,-0.628,1.53194,-0.41086,-0.27412,0.88466,1.40747,0.45121,0.38305,-0.50514,-0.63352,0
peptide_nm_378,-0.81871,1.79114,-0.57084,1.12558,0.37613,-0.01813,-0.31118,-0.52241,1.64167,1.24621,-0.55333,-0.5271,-0.66495,-0.42706,-0.72594,0.23054,-0.30483,-0.41086,-0.27412,1.8491,2.12801,-0.58647,-0.72645,0.56056,-0.63352,0
peptide_nm_379,-0.08262,-0.68562,0.14571,-0.64811,1.38535,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.5184,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,3.06028,-0.27412,-0.50842,1.40747,-0.58647,-0.72645,2.0138,-0.63352,0
peptide_nm_380,-0.83871,2.49441,-1.09631,0.20589,-0.81409,-0.76325,1.00434,0.97383,5.34983,-0.51381,0.49657,0.23876,-0.66495,-0.42706,-0.72594,0.19874,-0.30483,1.00331,1.89932,1.76178,-0.17847,-0.58647,0.17759,-0.50514,-0.63352,0
peptide_nm_381,0.80069,0.96555,-0.04537,-0.64811,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,1.24621,0.0025,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,1.8491,-0.13654,-0.58647,-0.72645,1.62627,0.37407,0
