,Z5__1,Z5__2,Z5__3,Z5__4,Z5__5,Z5__6,Z5__7,Z5__8,Z5__9,Z5__10,Z5__11,Z5__12,Z5__13,Z5__14,Z5__15,Z5__16,Z5__17,Z5__18,Z5__19,Z5__20,Z5__21,Z5__22,Z5__23,Z5__24,Z5__25,Z5__26,Z5__27,Z5__28,Z5__29,Z5__30,Z5__31,Z5__32,Z5__33,Z5__34,Z5__35,Z5__36,Z5__37,Z5__38,Z5__39,Z5__40,Z5__41,Z5__42,Z5__43,Z5__44,Z5__45,Z5__46,Z5__47,Z5__48,Z5__49,Z5__50,Z5__51,Z5__52,Z5__53,Z5__54,Z5__55,Z5__56,Z5__57,Z5__58,Z5__59,Z5__60,Z5__61,Z5__62,Z5__63,Z5__64,Z5__65,Z5__66,Z5__67,Z5__68,Z5__69,Z5__70,Z5__71,Z5__72,Z5__73,Z5__74,Z5__75,y
peptide_nm_140,-0.31555,1.54504,1.00491,0.21164,0.2198,0.76167,1.13097,0.65046,0.3372,-0.0614,0.02216,0.33544,0.36894,0.55446,0.91297,0.4975,0.80596,-0.21182,-0.16546,0.49976,-0.73519,-0.65265,-0.01853,0.23359,0.32481,-0.5122,-0.29215,0.83608,0.54692,0.24567,0.89345,0.83817,0.85981,0.57549,1.38486,0.21186,-0.48203,0.23328,0.81279,-0.96738,0.12839,-0.77125,0.00477,0.14792,-0.30346,-0.19365,1.50861,0.77143,0.36047,0.44063,0.6743,1.05028,1.96657,2.16125,1.14136,0.21672,-0.80534,-0.28785,-0.50846,-0.16556,-0.34644,-0.16075,-0.23995,0.1485,-0.61741,1.07482,-0.39112,-0.41702,0.24158,-0.22207,-1.15996,-0.31166,-0.72179,-0.4374,-0.15726,0
peptide_nm_141,-1.50286,0.03186,-0.30453,0.01559,-0.28412,0.13323,0.23015,-0.06966,-0.00405,-0.68425,0.15234,-0.57288,-0.11921,-0.81491,-0.98632,0.07431,0.18419,0.10664,-0.12017,0.13742,-0.73474,-0.30632,0.65955,-0.41501,-0.27437,2.41845,0.99025,2.22647,1.8452,2.57293,-0.0,0.25539,0.84884,-0.41818,-0.18301,0.10169,-0.71782,1.44494,1.24945,1.62154,0.09158,-2.31042,-0.46233,-2.11965,-0.60444,-0.50714,-0.66195,-0.89961,0.02425,-0.52845,0.21153,0.30952,-0.30817,0.07293,0.81788,1.1821,0.19734,-0.55903,-0.28681,-0.1411,-0.84514,0.11521,0.55552,-0.51775,-0.19214,1.19002,-0.63684,0.8856,-0.35253,0.56232,-0.16886,0.22419,0.44174,0.0752,0.62081,0
peptide_nm_142,-0.39264,1.09587,-0.54593,-1.47711,-0.84778,1.10051,-1.07588,-1.15654,-1.61541,0.56079,1.0787,-0.59023,-1.53388,0.06802,-0.19741,-0.43282,-0.57973,0.19595,-1.11833,-1.45257,0.91118,-0.39183,-0.14538,0.80592,2.09043,-0.34607,-0.74375,-0.95136,-0.37189,0.67291,1.44287,0.26529,-1.08781,1.05087,1.56311,-1.0027,1.02067,0.87912,0.14062,-0.1134,1.67707,-0.97515,-1.41714,-0.2914,0.21507,-0.57506,-0.44105,-0.23447,0.23608,0.45371,0.94305,0.50471,1.44785,0.72467,0.15493,0.50402,-1.09439,-0.34735,-1.34212,0.23119,-0.54511,1.16462,0.70127,0.7112,0.70972,-0.47335,-1.42758,-0.58684,-0.87994,-2.17848,-0.56503,0.47622,-0.07601,-0.08055,0.55615,0
peptide_nm_143,-0.2229,0.36567,0.29823,-1.04773,-0.47149,1.05973,1.15257,0.81907,-0.9056,-0.83554,0.42736,0.12593,-0.16443,-2.0487,-0.50066,0.3954,1.18178,1.56424,0.96072,-0.60396,0.86466,0.82295,-0.03632,1.53499,0.25033,-0.15022,-1.16566,0.14976,-2.5262,0.13334,0.00789,0.51143,-0.5694,-1.34558,-1.287,-0.16147,-0.50962,1.52169,-1.16748,-0.502,-0.07596,0.6557,-0.27102,0.52485,-0.82311,-0.07303,-0.14669,-0.75322,-0.65124,-1.12981,-1.25304,1.15205,-1.67933,0.76301,0.29436,0.56397,-0.86649,0.17854,-0.29058,-0.24141,1.69704,-0.11221,0.40118,-0.80143,-1.09198,-0.12396,2.02869,0.73484,0.65519,-1.10226,-0.70187,-0.12783,-0.06179,0.10147,-0.49978,0
peptide_nm_144,0.27491,1.30051,1.1072,-0.06915,-0.28023,0.18112,0.9167,-0.31257,0.72018,0.36576,1.16245,0.47491,-1.16184,0.21508,0.03944,-0.27307,0.1141,-0.16065,0.40252,-0.38383,-0.52644,1.05948,0.09039,-0.47605,0.56897,-1.20917,0.10714,0.76804,0.76975,0.54389,1.40788,-0.79949,0.68707,0.30526,-0.08143,-0.37251,0.56208,1.33765,0.28181,0.40563,-0.0617,0.17317,-1.30233,0.36658,-0.17328,-0.93845,-1.08402,-0.55799,-0.11389,-0.36382,1.49528,-0.23959,0.11038,-0.02317,-0.47639,0.61408,1.48845,-0.22947,0.32239,0.12003,-0.97497,0.477,0.86574,0.27752,0.04365,-0.19771,-0.57083,-0.54928,-0.00627,-0.30305,-0.29312,-0.48061,0.21488,0.75138,-0.5232,0
peptide_nm_145,-0.12127,0.12903,-0.89023,-0.33097,0.77718,0.3882,-0.35086,-0.9689,-0.01392,0.21199,1.20695,-0.36867,-0.89993,0.30209,0.60109,-1.22864,0.649,0.98688,0.09127,-1.70419,0.35324,0.50502,0.15994,0.94073,0.91077,-1.05457,-0.28158,-0.41081,0.17468,0.18109,0.79733,-0.35955,-0.65257,-0.4658,0.91923,-1.01419,0.60409,1.13044,0.95744,-1.08857,0.05074,-0.16795,-0.89765,-0.21835,-0.1423,-0.83403,-0.34258,-1.24549,-0.61354,0.54814,0.20186,0.16857,0.97445,0.13877,-1.05824,0.82648,0.34158,0.18458,0.022,0.71232,0.88698,1.27073,0.43101,0.86182,1.63762,-0.04302,-0.74131,-0.26633,-1.90368,-0.76417,-0.65897,0.52251,0.49716,0.30241,1.14485,0
peptide_nm_146,0.12707,1.41445,-0.38208,-1.2631,-0.7331,0.7475,-0.29414,-0.03525,-0.4572,-0.55228,1.32887,0.89469,-0.08501,-0.46159,-0.96218,-1.89885,0.26158,0.7896,0.29859,0.35976,-0.28446,1.20389,0.88386,-0.09522,-0.5862,-0.83199,0.08599,1.18907,0.04691,0.8902,0.75489,1.54266,0.25829,0.73086,0.67592,-1.74262,1.61495,0.90673,2.32051,1.36186,-0.00165,-0.2382,-1.25766,-0.65948,-1.2706,-1.08569,-0.1092,-0.39108,-0.02232,-0.55743,0.77372,1.08604,1.99167,0.58605,1.79913,0.37524,0.10913,-0.3028,-0.6716,-0.23783,1.16144,2.25651,2.51228,1.73212,2.38115,0.01827,-1.99892,-1.7317,-2.63481,-0.6223,-0.78067,0.3877,-0.04549,-0.33301,0.77292,0
peptide_nm_147,-0.57219,-0.92368,-0.09352,-0.85298,-0.23539,-0.12138,-1.64953,1.46561,-1.49432,-0.07278,0.08285,-0.05834,-0.58727,-0.82985,-0.37196,-0.07791,0.34468,0.70902,-0.03483,-1.85344,0.85539,-0.75486,-0.6744,-0.49472,1.96591,1.11744,-0.40545,-0.32595,-0.73516,0.05061,0.60507,-0.13407,-0.77215,0.45407,0.47502,0.78129,1.50119,-0.42689,0.5213,0.04641,0.13122,-0.32395,1.31164,-1.17319,-0.30826,-0.61797,0.62595,-0.35604,-0.1105,-0.225,1.35994,1.35915,1.92388,1.89431,0.51328,0.45597,0.0397,-1.48156,-0.38899,-0.21541,0.4398,1.5835,0.39365,-0.57011,-0.81862,-0.71297,-1.37483,0.41308,-0.06562,0.81101,-0.1178,-0.59238,-0.29503,-2.18108,0.67701,0
peptide_nm_148,0.31243,-0.90075,1.3012,-1.9761,-0.97172,-0.10345,-0.20611,-0.45389,-0.13045,0.39895,0.17801,-0.80645,-1.1304,-0.35574,-0.41156,-0.98632,-0.05647,0.2723,0.26508,2.20924,0.77546,-1.02024,0.98755,-1.4403,0.59892,-0.45621,-0.30803,-1.16263,-1.67237,-0.76265,0.56992,1.05847,0.1634,-0.37059,1.07723,-0.94265,-1.14394,-0.81279,0.9855,0.08242,-0.17581,0.91229,0.45648,-0.20033,0.32216,-0.58986,0.32548,-0.5348,-0.08047,0.05913,0.54775,0.98201,0.40712,0.12567,0.80944,0.5784,0.01548,-0.10018,-0.18799,-0.68959,0.31204,-0.56176,0.31966,0.56287,-1.38199,0.31389,0.35054,-0.00759,0.89281,-0.10225,-0.33787,-1.285,-0.03723,0.33088,-0.98631,0
peptide_nm_149,-0.2521,0.49576,0.97561,-0.57589,-0.90001,0.88213,0.19667,0.34413,0.42506,-0.79239,-0.57376,0.00719,-0.64208,-0.9679,0.18136,0.01449,0.99743,0.49018,0.0816,-0.7815,-0.12528,0.08421,-0.76543,0.844,0.60644,0.18002,0.888,-0.36178,-0.4042,-0.6193,-0.83811,0.99373,0.67794,-1.23372,0.53891,-0.36438,-0.81369,0.25287,-0.8717,-0.40731,-0.19598,-0.30478,-0.27025,-0.55736,-0.67357,0.2986,-0.16701,-0.78123,0.64833,0.3147,-0.94921,-0.16534,-0.01371,0.66811,-0.24239,0.70389,-0.25953,-0.67553,-0.56775,0.45544,-0.12482,-0.49856,0.40628,-0.24533,-0.71443,-0.05283,-0.20988,0.08034,-0.06834,-0.71826,-0.46956,-0.08891,-0.02431,0.30872,0.23675,0
peptide_nm_150,-0.90059,0.26764,-0.15319,-0.92686,-0.19838,-0.18419,-1.34566,0.20353,0.08234,-2.22576,0.12312,0.7689,0.02205,-1.27461,-1.0903,-0.63036,-0.45105,0.28281,0.92313,-0.848,-0.23709,0.90032,0.88162,-0.80377,-0.23318,0.03402,-0.15266,0.14162,0.11365,-0.56191,-0.0084,0.56846,0.79448,-0.49987,-0.50451,-0.06789,-0.27878,0.05295,0.31249,-1.13389,0.51728,0.173,1.51214,-1.05197,-0.34497,-0.59617,-0.53398,-1.04248,-0.64069,-0.05951,-0.22388,0.52708,-0.7958,0.55075,-1.03777,0.97032,1.30649,-0.64638,0.64012,-0.27403,1.03497,-0.84562,-0.34766,0.386,-1.22044,0.5081,-0.79249,1.13142,-0.70079,0.91159,-0.4278,-0.01706,-0.17525,0.09384,-0.25862,0
peptide_nm_151,-0.98988,0.42971,-0.95771,-1.19981,0.36846,-0.21826,-1.78441,-0.52892,0.43213,1.06728,1.16737,-0.78849,-1.9358,-0.55384,1.57743,-0.99315,-1.075,0.89855,0.55777,0.09798,-0.09541,-0.7588,-2.05761,0.35237,0.64007,-0.45513,1.16641,0.83522,0.55047,0.94659,0.77699,-0.08288,-0.87036,-1.13512,-1.78421,-0.62041,0.76011,1.15084,0.8951,-0.061,1.70723,1.18058,-0.02289,0.80062,2.20719,-0.35889,-0.36998,-1.5422,-1.15215,0.05092,0.99334,-1.09544,0.05084,-0.1321,-0.54284,0.08689,1.06208,-0.20733,0.87429,0.78028,-0.50353,0.30688,0.38931,0.56266,0.56717,-0.20549,1.08657,1.01396,-0.00044,0.40695,0.83881,0.93533,-0.52757,0.78336,0.20561,0
peptide_nm_152,-1.41294,0.67455,-0.18086,-1.16849,-0.34841,-0.28564,-0.06187,-0.64632,-1.66096,-1.24393,-0.34022,-1.09175,-1.21127,0.00287,-0.26138,-0.04071,-0.34159,-0.14141,-0.3349,-0.61481,-0.2498,-0.50178,0.11408,1.02755,0.55646,0.41411,-0.25484,0.73753,0.31146,0.43548,-0.16336,1.26374,1.61755,1.41427,1.26764,0.27933,0.10508,0.37861,1.31673,-0.5605,0.63756,-1.00199,0.77895,-0.66067,-0.83794,-0.32653,0.43795,0.42999,0.19718,0.51278,0.09691,1.39608,1.00107,1.17349,1.94292,0.40509,-0.12929,-1.07455,0.20236,0.03639,-0.16442,-0.35006,0.21184,-0.03429,-1.17869,1.02983,-0.63227,1.05979,-0.57418,-0.21597,-1.21873,-0.34692,-0.33502,-0.49745,-0.68598,0
peptide_nm_153,0.29876,-0.67124,-0.00291,0.24686,-1.20801,0.93635,0.00509,-0.55864,1.00112,0.61605,0.60886,-0.13163,-0.49858,-0.01618,-0.36366,0.54216,0.60543,-0.31182,0.19891,0.38147,-0.29757,0.253,-0.83151,-0.38851,0.31059,0.28507,0.56078,-0.2392,-0.21536,-0.29151,-0.38302,1.16322,0.84251,0.21185,0.71236,-0.17048,0.49202,-0.37425,0.54565,-0.80874,-0.37951,-0.57207,-0.23861,-0.57612,-0.95634,0.0571,0.87539,-0.16656,-0.40341,-0.00571,-0.95735,-0.63154,-0.29503,-0.18016,0.76631,0.40401,0.11943,-0.24732,-0.6984,-0.0173,-0.0543,0.59325,0.21898,0.15756,-0.39421,-0.18429,-0.36851,-0.1838,-0.10336,-0.11294,-0.67254,-0.07086,0.32442,0.15636,0.21921,0
peptide_nm_154,0.66146,0.71463,1.63924,-1.2094,-0.89879,1.13788,-0.25062,0.13712,-0.27791,-0.6924,1.10175,0.18223,0.38753,-0.54751,-1.49061,-0.56443,-1.70985,-0.68906,-0.83451,-0.08198,0.58896,0.93566,1.38667,1.57811,0.34508,-0.19049,1.03864,-0.16124,-0.00926,-0.08573,0.88165,1.04713,1.7611,-0.18894,-1.03679,-0.72873,-0.34159,-1.26299,0.16015,0.65884,0.42797,0.11741,0.18464,0.47745,0.25962,0.17385,-0.72097,-0.18357,-0.64881,-0.11345,-1.39641,0.52338,0.725,0.88916,0.1764,0.67401,-0.28085,1.19264,-0.22088,-0.35952,0.0935,0.09188,-0.01041,0.19555,0.65834,-0.45,-0.64334,-1.07289,-0.51349,-0.13483,-1.06559,-0.22146,0.3304,-0.3373,0.05649,0
peptide_nm_155,-0.24628,0.2313,-0.2172,0.13657,-0.80698,0.85663,0.11581,-0.50411,0.44957,0.4453,-0.87672,-1.0973,-0.69956,-1.20292,-0.40021,-0.32121,-0.0751,-0.82464,-0.08323,-0.24469,-0.34301,-0.0959,1.43234,-0.9049,0.43559,-0.83569,-0.47138,-1.20704,0.31943,-0.0136,-0.76782,-0.53032,-0.65989,-0.03987,-0.66861,-0.71174,0.4195,-0.54202,0.37888,0.78316,0.06753,0.30572,-0.42764,-0.23108,-0.06862,0.2269,1.17005,1.60853,0.76481,0.3438,-0.40362,0.97061,-0.55526,0.12938,-0.23286,0.38774,-0.6329,0.09305,-0.50367,0.29463,0.45528,-0.35085,0.69169,0.60742,-0.56555,0.409,-0.01755,-0.82112,-0.26142,-1.19884,-0.70033,-0.21573,0.35225,0.43726,-0.25216,0
peptide_nm_156,0.38833,-0.83383,-0.69408,-0.10509,-0.71516,1.42198,-0.16766,-1.08167,0.31124,-1.01907,1.62084,0.32217,-1.36519,-0.3894,-0.71259,-0.70285,-1.29315,-0.00392,0.88173,-0.39842,1.04229,0.85173,-1.4061,1.26326,0.79796,-0.67132,-0.68503,0.16954,-0.80216,-0.1706,1.49284,-0.06661,-0.2193,-0.7125,1.27607,-1.10436,0.58192,0.94847,1.98424,-0.15434,1.49916,-0.76654,-0.34061,-0.5535,0.23216,-0.4575,-0.76941,-0.64561,0.20234,-0.39993,-0.11587,0.58617,0.69926,1.03007,0.08795,0.81368,-1.22158,-0.46127,0.08241,0.39526,0.04225,1.42012,0.99583,0.61428,1.08143,-0.40748,-0.24206,-1.08871,-1.49362,-1.95901,-0.57179,-0.60345,0.63084,-0.18853,0.7651,0
peptide_nm_157,-0.44158,-1.21855,0.05911,0.0846,-0.50226,0.90958,-0.30846,-0.48876,-1.07935,-0.26674,0.04579,-0.05087,0.78872,-0.89415,-1.51244,-0.2255,0.14291,-0.21203,-0.8962,0.64923,0.97854,-1.10369,1.26255,0.41526,-0.32139,-1.33056,-0.09772,-1.29087,-0.96261,0.25338,0.14407,0.90824,-0.06903,-1.61955,-0.42661,-1.37804,-0.0847,-1.11115,-1.04534,-0.20633,0.95888,0.32142,1.21478,-0.374,-0.63208,0.40677,-1.30628,-0.85461,-0.30921,0.9699,0.30765,0.36596,0.38031,1.03349,0.71521,-0.1683,2.06388,-0.71662,-0.40753,0.35802,-0.27425,0.56591,0.5787,-0.63256,-0.52724,0.01187,-1.47413,-0.04563,-1.08014,0.60133,0.68383,-1.39516,-0.36812,-1.04124,-0.66526,0
peptide_nm_158,0.31083,-0.82363,0.3589,0.20845,0.65373,0.06292,-0.18065,-0.33826,-0.66148,-0.41077,0.44021,-0.96167,-0.31695,0.10349,-0.60911,-1.70258,0.13004,0.39763,-1.31342,-1.43101,0.19231,-0.055,0.25225,-0.12919,1.18204,-0.47316,0.15879,0.10361,-0.23251,0.18427,0.3809,-0.3586,-1.0405,-0.2831,0.09718,-1.123,1.43413,0.86187,0.53539,-0.40737,0.71535,0.37367,-0.36957,0.41606,-0.0707,-0.83213,-0.54765,-0.40349,-0.09543,-0.12947,-0.10356,0.35729,1.67403,1.11203,-0.42151,0.41234,0.11966,-0.10203,0.05827,0.55146,1.33995,1.43517,0.59594,1.07196,2.51191,0.45302,-0.58561,-0.25802,0.16454,-0.48407,-0.82557,-0.60199,-0.46843,-0.28848,-0.96688,0
peptide_nm_159,-1.49654,-0.85152,-0.08372,0.16944,-0.73794,0.23366,0.30601,0.10925,-0.1648,-0.25626,-0.41209,0.24266,-0.06632,0.60023,-0.1824,-0.30506,0.79836,0.66534,0.17358,-0.41208,-0.60959,0.22856,0.42121,0.08915,0.67052,-0.34792,0.27293,-0.42638,-0.48372,-0.18993,0.35272,0.47207,0.10003,-0.20284,-0.75941,-0.73574,1.31223,-0.10587,0.1237,-0.23185,-0.26194,-0.52532,-0.9081,-0.10563,-1.12923,-0.49925,-0.63768,-0.70949,-0.15665,-0.21283,1.24712,-0.06946,-0.75657,0.67312,0.66996,1.25193,0.92693,-0.46661,0.5843,-0.58877,-0.60516,0.07422,-0.22713,0.00349,-0.10819,1.18822,-1.90057,-0.29012,-1.16334,-0.91272,0.50306,0.14069,0.59038,1.38556,0.24252,0
peptide_nm_160,-0.44639,0.08999,0.74218,-0.83228,-0.79801,0.41217,-0.19829,0.76267,0.54696,-0.61065,0.13288,-0.5641,0.00893,-0.10034,0.49223,-0.38977,1.37216,-0.20712,1.41137,-0.24166,0.50774,-0.06992,0.92295,1.18435,1.14644,-0.48704,-0.18228,-0.96545,-0.12776,-0.21963,0.18859,0.18761,0.68386,-0.64021,-0.76268,-0.99637,0.12971,0.30649,0.57794,-0.59048,0.0077,0.09152,0.2934,0.97839,-0.85125,-0.6024,-0.64767,-0.78961,-1.1498,0.46448,0.06987,1.28597,-0.9523,0.90733,-1.16857,0.81955,1.12874,-0.0206,-0.79469,0.1819,0.20824,-1.71034,1.09221,-1.41044,0.47309,0.15539,0.49015,-0.16039,0.95783,-1.4949,0.16679,0.60555,0.47051,0.15953,-0.15055,0
peptide_nm_161,-0.41404,2.91646,2.17998,2.39627,1.58702,-0.83993,-0.71648,-0.21322,0.27126,-0.2156,-0.46422,0.25195,-0.22623,-0.65512,-0.34491,-4.77849,-5.51877,-3.25676,-5.07293,-4.90578,-1.19352,-0.19549,0.13313,-0.48197,-0.42132,-1.56743,0.42977,-0.60035,-0.84134,-0.6594,-0.10388,-0.23243,-0.13032,-0.14122,-0.08425,-2.07527,0.29755,1.11554,1.30406,1.30402,0.95365,0.60651,0.56266,0.55668,0.61071,-2.01894,-0.51211,-0.40385,-0.19939,-0.33471,1.4352,0.37739,-0.4985,0.01679,0.3667,0.66952,0.62401,0.32544,0.18047,0.19325,5.17457,7.98566,6.76859,8.6162,7.75821,2.99397,0.67877,0.04653,1.13313,1.65727,-1.13735,0.02171,-0.63507,-0.54318,-0.43875,0
peptide_nm_162,0.00101,-0.36663,-0.64012,-0.08246,-0.91887,0.04581,0.97922,0.92142,0.52476,0.00071,1.04006,-0.00232,-0.85475,0.63786,-0.04474,0.6249,-0.03158,0.62252,0.56434,0.26465,-1.04494,-0.17661,0.31379,-0.12583,1.02549,0.90374,2.24045,1.94532,1.56169,1.84093,0.43325,0.10995,1.1842,0.73453,0.34944,0.18044,0.09527,0.56121,0.4219,-0.12089,0.36844,-0.11236,-0.1403,-0.04111,-0.10337,-0.82263,0.38955,-0.22255,0.28173,0.3159,0.86018,0.74857,0.76519,0.147,0.45813,-0.05441,-0.17383,-0.61623,-0.64376,0.09697,-0.23293,-0.27099,-0.47041,-0.61063,-0.66868,0.76889,-0.22007,0.3916,-0.05149,0.63431,-1.05238,-0.02856,-0.40792,0.05261,-0.41368,0
peptide_nm_163,-0.46039,-0.48499,0.20282,0.32071,0.10596,-0.31821,-0.89463,-0.61634,0.59215,0.05465,0.45491,0.66359,-0.68468,0.11891,-0.36254,-0.72853,-0.28808,0.16797,-0.33781,0.12791,-0.20213,0.58683,0.83781,0.94629,0.05355,0.5933,0.48265,-0.41488,0.53556,-0.24955,0.21431,-0.26145,-0.61928,-0.46024,0.0833,-0.06644,1.30751,-0.61881,-0.72518,0.73516,0.42859,-0.72106,0.3783,-0.10639,-1.37701,-0.84432,-0.01977,0.11264,0.16217,-0.35574,-0.08575,-0.46299,0.60942,-0.70273,1.13738,0.8545,0.67283,1.14804,0.67973,-0.01683,1.4893,0.12091,-0.83337,-0.11065,0.07109,0.81634,-0.58505,-0.2093,-0.99805,-0.27052,-0.70468,0.44491,-0.05073,0.5043,0.32488,0
peptide_nm_164,-1.42697,-0.68618,0.63608,0.15681,-0.44468,-0.29684,-0.67886,-1.16508,0.17935,-0.52326,0.11235,-0.1423,-0.0395,-0.60612,-0.05967,0.3035,-0.81072,0.39489,0.03534,0.35075,-0.71161,1.01406,-0.04734,-0.10465,1.14227,1.06538,1.56589,0.4203,1.10031,1.15465,-0.28835,0.46342,0.94814,0.64687,-0.4948,0.03728,0.59281,0.51418,0.38736,-0.50261,-0.15185,0.19773,-1.40577,-0.41013,-0.72881,-0.84914,-0.68799,0.166,-0.75993,0.15953,0.83538,0.18688,1.4967,0.04958,1.11105,0.59787,-0.52817,0.01824,-0.54142,-0.2454,-0.28804,-0.12569,0.16245,-0.61617,-0.66059,0.92959,-0.03616,-0.69083,0.4825,-1.04384,-0.37832,0.03062,0.7779,0.61365,0.15019,0
peptide_nm_165,0.37253,-0.72419,-1.45994,-0.51937,0.01929,0.79108,-0.29774,0.23799,0.90316,-1.21425,1.67153,-0.29213,-2.05633,0.58924,0.7778,-1.47982,0.22446,0.85743,0.37396,1.20476,1.04767,-0.67119,-1.75726,-0.5552,1.54698,-1.08796,-0.50051,-1.78865,-0.18892,0.15621,0.87211,0.34523,-1.57577,-0.60933,0.92382,-2.14794,1.48374,0.37216,0.06837,0.34911,-0.92924,-0.54394,0.4006,0.09755,-0.18832,-1.19089,-0.60054,-1.38458,0.31993,0.18706,0.01396,0.16018,-0.18303,0.02273,1.00834,0.76656,0.41939,0.0158,-0.63033,1.09854,0.13929,0.78525,0.88135,1.23117,-0.18552,-1.18914,-0.29111,-0.16903,-1.17961,-0.14246,0.48468,1.29426,0.30403,0.15893,0.94354,0
peptide_nm_166,0.02565,-0.8651,0.55046,-0.73907,-0.68404,-0.45234,-1.47643,-0.76075,0.97748,-0.53131,0.67679,0.44254,0.10982,-0.16044,-0.23145,-1.36466,-0.29418,-0.03606,0.62986,-0.59943,0.83827,-1.01264,0.11035,-0.33468,0.28235,0.12152,-0.465,-0.61473,-0.28094,-0.2158,0.63488,-0.7773,0.49371,-0.22066,-0.77105,-1.28477,-0.07731,0.45526,0.55823,-0.26175,1.67462,1.35381,0.23754,1.21021,0.78486,-0.46779,-0.44242,0.00443,-0.08478,-0.58437,0.25754,0.1614,0.25854,0.32146,-0.65197,-0.11142,0.7837,-0.56414,0.08472,0.31442,0.03253,0.72102,1.11281,0.25385,0.81781,0.03219,0.63562,-0.07299,1.12287,1.43271,0.70116,0.93952,0.08441,-0.16177,-0.43941,0
peptide_nm_167,-1.6704,0.20723,0.57666,0.30857,-0.49094,0.04868,-0.86964,0.81852,-0.45406,-0.21409,0.13268,0.29737,-0.36065,1.83949,0.19373,-0.13863,0.42847,-0.10057,-0.32061,-0.52487,-0.2282,-1.51853,0.40084,-0.87454,1.10997,-0.15032,-0.68463,0.51475,-0.33675,0.00461,-0.6331,0.97096,-0.37978,-0.62286,-1.12219,-0.90093,-0.71002,-0.82995,-0.31378,-0.01888,2.25294,-1.47679,1.89911,-0.59739,1.38022,0.68196,-0.08499,-0.51445,0.37623,-1.80993,0.51912,0.10502,-0.74248,1.28883,1.61811,-0.99339,0.54591,0.4438,0.7951,1.43222,-0.12108,-0.22597,-0.8397,-0.90398,-0.09629,0.88791,1.59499,0.47042,0.89929,0.36423,2.26162,-2.80924,0.31675,0.05174,-2.11191,0
peptide_nm_168,-0.02848,1.76787,-0.03929,-1.24285,-1.00082,-0.27542,0.57554,0.10499,-0.8989,-0.49523,0.65542,-0.11274,-0.99426,-0.49234,0.15264,-0.78229,0.20272,0.66762,-0.03057,-0.68805,0.29563,0.29384,-0.15232,-0.47181,0.50943,0.36553,-0.247,-2.23535,-0.16208,1.42092,0.1657,-0.12223,-1.645,0.64632,-0.05656,-0.59779,0.20274,-1.11717,-0.42282,1.16606,0.55145,0.6373,0.8891,-1.81879,0.45559,0.14185,-0.73769,-1.2788,-0.8656,-0.71261,0.4028,-0.07782,0.22723,0.11962,-0.12446,-0.3283,2.61855,0.02656,-0.01442,-0.57673,-0.35571,0.14042,-0.75268,-0.37549,0.12728,-0.78058,0.36902,0.4622,0.06626,0.5629,1.08268,-1.7199,-0.06204,-0.58108,-1.02531,0
peptide_nm_169,-0.41147,0.5644,1.47414,0.35985,0.14824,-0.76834,-0.24341,-0.24512,-1.33477,-0.42685,-0.12291,0.02603,-0.51116,0.83769,-0.88521,-1.75988,-0.19689,-0.78837,-1.18144,-0.5787,1.9478,0.34555,1.12551,-0.07783,-0.00075,0.9605,-0.57535,-0.29819,-1.48891,-2.75742,-0.42645,0.55652,0.57455,-0.34863,0.81462,-0.29478,0.64189,0.47382,0.9908,-1.18416,0.61204,1.36439,0.06214,-0.78128,-0.1567,-0.70333,-0.50051,0.38335,-0.77012,-0.29376,-0.94217,0.0718,-0.79883,0.52711,-0.05778,0.87151,0.83051,0.41995,0.34202,-0.59089,1.00339,-0.43834,1.50239,0.14875,-0.49487,-1.21811,0.73204,-1.50308,-0.02713,0.922,0.05979,0.26744,0.50272,0.23501,-0.42047,0
peptide_nm_170,0.66208,-2.14763,0.65162,-0.52236,-1.74065,-0.63446,-0.88767,1.45657,1.86683,-0.42439,-0.44418,0.48154,0.54764,0.03911,0.01213,-0.66912,1.94119,-0.16929,0.21627,0.59766,0.6972,-1.63565,1.00731,0.50596,-0.3438,-0.12357,0.8034,-0.18992,-1.09225,-0.83526,0.20656,0.59694,-1.25837,-1.75387,-0.82313,-0.40335,0.09221,0.31918,-0.14961,1.49898,0.65162,0.2581,1.15481,2.20354,1.27893,-0.52562,-0.42015,-0.8213,0.0561,-0.07205,0.44621,-0.12227,0.52652,1.58369,0.57207,0.34183,0.48736,-0.54924,0.45838,-0.31939,-0.14818,0.40763,0.71668,0.88857,0.12059,-0.03602,-0.2216,1.09154,0.43233,1.41864,-0.82475,-0.45825,-0.33715,0.01069,-0.89237,0
