,Geary_CIDH920105.lag1,Geary_CIDH920105.lag2,Geary_CIDH920105.lag3,Geary_BHAR880101.lag1,Geary_BHAR880101.lag2,Geary_BHAR880101.lag3,Geary_CHAM820101.lag1,Geary_CHAM820101.lag2,Geary_CHAM820101.lag3,Geary_CHAM820102.lag1,Geary_CHAM820102.lag2,Geary_CHAM820102.lag3,Geary_CHOC760101.lag1,Geary_CHOC760101.lag2,Geary_CHOC760101.lag3,Geary_BIGC670101.lag1,Geary_BIGC670101.lag2,Geary_BIGC670101.lag3,Geary_CHAM810101.lag1,Geary_CHAM810101.lag2,Geary_CHAM810101.lag3,Geary_DAYM780201.lag1,Geary_DAYM780201.lag2,Geary_DAYM780201.lag3,y
peptide_nm_317,-0.17367,-0.97679,-0.14979,-0.63193,0.20887,0.28513,-0.39716,0.63457,0.13451,0.4644,1.10652,-0.83311,-0.05211,0.19877,0.26009,-0.60693,0.66599,-0.42223,-0.00972,0.87957,-0.91842,0.1274,-1.41466,-0.24679,0
peptide_nm_318,-0.89006,-0.08533,0.19852,-0.82013,-0.90883,0.24428,-0.50012,0.71174,0.87744,0.38022,-0.35777,0.36098,-0.14062,0.74562,0.4172,-0.84708,0.00961,0.57062,-0.28361,-0.15356,0.28953,-1.32271,-0.75987,-0.52274,0
peptide_nm_319,-2.5561,-0.95846,-0.31177,-1.22804,-0.07685,-0.4034,-0.29307,0.46104,0.38819,-0.02087,-0.42472,2.18589,0.16557,0.82554,-0.82961,-0.13612,0.6812,-0.13766,-0.98228,-0.13815,-0.93464,-1.65222,-0.58104,-0.11407,0
peptide_nm_320,1.3178,-1.44395,1.2834,-0.70458,0.3739,2.13321,-0.3475,-0.48599,1.77552,1.12975,-0.26816,-1.0641,-0.03698,-0.776,0.94873,-0.22171,-1.20869,2.05221,-0.93142,-1.8777,1.40121,-0.59633,-0.99197,0.65676,0
peptide_nm_321,-0.19975,-0.35379,0.86449,-0.05206,0.31476,0.04211,0.52228,0.68803,0.514,0.65472,0.82764,0.85055,0.42725,1.08241,-0.29721,0.47635,0.85474,0.54619,0.35925,1.11396,0.87457,0.36502,1.26226,-0.19953,0
peptide_nm_322,0.0596,0.06237,-0.30669,1.00325,0.75404,-1.78587,-2.6868,-1.00994,-0.00242,0.9763,1.01614,-1.84471,-2.58742,-0.78467,0.04537,-2.69573,-0.79963,0.23124,-0.23871,0.28217,-0.55525,0.77434,-0.7465,1.8081,0
peptide_nm_323,-1.15313,-1.0802,-0.23502,-0.16178,-0.86522,-0.47604,-1.61689,-0.02369,0.02085,-0.97317,0.12271,-0.46253,-2.08982,-0.12047,0.33992,-2.19406,-0.5961,-0.18925,-1.13019,-1.2764,-0.19937,-0.21418,0.18144,-0.3011,0
peptide_nm_324,0.3083,-0.45919,1.88621,-1.06835,-0.36168,0.79082,1.23233,-1.36361,0.4554,0.4607,-0.70347,-0.81951,0.87941,-0.90973,0.32695,1.26011,-1.0927,-0.01241,0.32705,-0.48048,-0.7551,1.34019,-1.26216,-0.56785,0
peptide_nm_325,0.0917,0.01625,-0.22209,-0.49028,1.70248,0.57384,0.17357,0.92417,0.36563,-1.3368,-0.47382,-0.94634,0.2811,1.1094,0.36331,0.54658,0.96247,-0.15679,-0.79566,-0.22905,-1.17686,-0.23055,0.53177,0.70624,0
peptide_nm_326,1.54279,0.07275,-1.38951,0.65139,-0.10557,-0.59732,0.6251,0.42028,-0.77752,0.14246,-0.52219,-0.57337,0.81239,0.46374,-0.79944,0.69719,0.68152,-0.82638,0.58297,1.23436,-0.0956,-0.46043,1.01855,-0.22743,0
peptide_nm_327,0.11539,-0.07881,0.12914,0.29296,-0.08182,-0.18751,-0.18265,0.26655,0.00946,-0.28064,0.1584,-0.32043,-0.43401,0.20448,0.14503,-0.56735,0.02805,-0.20358,-0.53508,-0.31028,0.23164,-0.07769,0.58231,-0.56073,0
peptide_nm_328,1.74429,-1.23767,-0.11007,1.03364,-1.50894,0.41432,-1.44545,-0.04635,0.50209,-0.49529,-0.34226,-1.83971,-1.25353,0.43343,0.1648,-0.47483,0.38925,0.27848,1.69462,-0.27681,0.07032,-1.02692,1.30167,-0.76762,0
peptide_nm_329,-1.99899,-0.44345,1.94978,0.62326,-1.3845,2.44427,1.9517,-0.49911,0.78886,0.17386,0.51009,0.39744,2.16089,-0.33166,0.38538,1.49809,-0.52042,1.37876,-0.58336,-0.12044,1.5031,0.15514,0.38298,0.91227,0
peptide_nm_330,-1.09365,0.06257,0.87338,-0.20932,0.49387,0.76209,-1.391,0.07069,1.34719,-0.56427,-0.21402,1.42992,-1.02551,0.12026,0.96204,-1.16657,-0.17179,1.0104,-0.37237,-0.68442,1.42289,-0.32588,0.51854,-0.01622,0
peptide_nm_331,1.49113,-1.64473,1.90686,0.94145,-0.4192,1.02561,1.59115,0.71739,1.47158,1.113,-0.28109,0.1086,1.11539,1.05788,1.39398,1.69288,-0.09629,1.7123,0.62282,0.1306,0.19489,0.38203,-1.5801,1.96659,0
peptide_nm_332,-0.96461,-0.11282,0.76833,0.13411,-0.3241,0.66513,-1.20459,0.18314,0.03538,-0.91821,-0.90412,0.03285,-1.13631,0.02112,-0.03115,-1.32959,0.26712,0.26344,-1.56581,0.10636,0.00488,-0.58773,0.8664,0.39006,0
peptide_nm_333,-0.31226,-0.96979,-1.26015,-0.88923,-0.65776,-0.75165,0.60763,-0.2021,0.2697,-0.58663,-0.39504,-1.81868,1.47417,-1.03559,0.42685,1.41284,-0.52651,-0.57905,-0.07926,-1.3963,-1.41413,-0.56183,1.98784,-0.68376,0
peptide_nm_334,-0.35538,-0.0832,1.3372,-1.68939,0.10249,0.97801,0.20658,0.95496,0.1016,0.67242,-0.16029,1.60492,0.70166,0.81754,-0.33662,0.06468,1.08535,-0.15493,-0.02982,0.56636,0.53981,-0.33126,-0.3698,-0.90691,0
peptide_nm_335,-0.69862,-0.064,-0.01101,-0.25306,0.59826,0.02913,-1.39849,1.71423,0.97271,-1.22408,-0.09146,0.23313,-1.35043,0.88812,0.87368,-1.57833,1.05811,0.57738,-2.30897,-0.49656,-0.33199,0.26366,0.70061,-0.93021,0
peptide_nm_336,1.25293,-0.80917,0.93404,-0.20602,0.5567,-0.94584,1.05413,-1.3193,0.31855,-0.64961,-0.68568,0.52165,0.3464,-1.21843,-0.45468,0.61429,-1.65615,-0.36966,0.56275,-1.36831,-0.92629,-0.8952,-1.42856,0.07337,0
peptide_nm_337,0.61823,-0.86535,0.99834,0.7153,-1.56479,1.57217,-0.13698,-1.59116,-0.08009,-0.73827,-0.45856,-0.20181,-0.54587,-1.21779,-0.57785,-0.47729,-1.48484,-0.50429,-0.44528,-0.35334,-0.31854,0.31855,-0.39436,0.08298,0
peptide_nm_338,0.2817,-0.3927,-0.08377,1.23045,-0.40552,-1.23117,0.81626,1.27428,0.49419,-0.19454,-0.35464,-0.77195,0.70341,1.27679,0.47764,0.49582,1.31476,0.37161,-0.23993,0.38986,-0.92239,0.93124,-0.08155,0.58349,0
peptide_nm_339,-0.304,-1.34203,0.32801,-0.47089,0.20237,0.74395,-0.00592,0.81653,-0.81018,-0.93572,-1.00085,-0.48027,0.00473,0.36519,-0.53733,0.24,0.20546,0.49983,0.74917,-0.73757,1.58387,0.23599,0.21951,-0.57252,0
peptide_nm_340,1.0525,-1.2862,-0.136,-0.65061,0.44003,0.38996,0.87261,1.52091,0.34273,-0.1173,-0.67422,2.52448,0.41313,1.97166,0.62948,0.54708,1.57901,0.68434,1.18038,0.27576,0.47557,1.08143,-1.70946,0.39417,0
peptide_nm_341,0.61846,-1.26546,-0.02623,-0.44085,-1.50292,-0.89766,1.18599,0.00788,-1.25093,0.25671,0.56539,2.03756,1.5879,0.00597,-1.05,1.55239,-0.01353,-1.60816,0.01705,-0.10426,0.17583,1.1658,-2.07117,-0.5513,0
peptide_nm_342,-0.18567,-0.21549,-0.44237,1.10043,-0.48743,0.06241,-1.20573,-0.45509,0.26366,-0.04632,0.1399,0.25044,-1.25095,-0.80804,0.07651,-1.19314,0.02592,-0.01317,-0.54001,0.62908,0.50697,-0.19533,0.75806,0.6672,0
peptide_nm_343,1.18559,-0.23082,0.0481,1.00835,-1.8283,0.88309,-1.33169,-1.20512,-0.66836,-0.15573,-0.41454,0.6873,-1.52215,-1.46814,-0.61301,-1.62296,-1.55154,-0.43739,-0.64872,-0.71746,-0.66933,0.9531,-0.25231,-0.63157,0
peptide_nm_344,-0.81112,-0.02248,0.07718,-0.5872,0.6202,1.24123,0.19273,-1.59544,0.57687,-1.15234,-0.49883,0.60523,0.10322,-1.15595,0.43745,1.01724,-2.50872,-0.5125,-1.70193,-0.5234,-0.16917,1.77527,-0.92122,-0.0834,0
peptide_nm_345,0.49801,-0.69079,-0.57617,-0.12757,0.29789,-0.57494,1.11156,0.21468,0.77889,0.98691,-0.9087,0.85085,1.33436,0.06875,0.73548,1.17946,-0.22057,0.20034,1.19328,-1.18642,-0.06864,-0.09849,0.82704,0.55907,0
peptide_nm_346,-2.54242,-0.63024,2.44341,0.81205,-0.5579,1.89835,-0.84211,0.82917,3.74948,0.10167,0.95297,3.09213,-0.57151,0.92139,4.29683,-1.56077,0.47298,3.69633,-1.96184,-0.12137,1.34725,-2.24399,1.3889,2.10563,0
peptide_nm_347,-1.30167,0.43756,-0.95848,0.34932,0.05421,-0.31254,1.08201,-0.88429,-0.4442,-1.40144,-1.89642,-1.22643,1.17046,-0.76578,-0.16315,0.98343,-1.11973,-0.55141,-0.06825,-1.57462,-0.59324,0.66655,-0.54461,0.57116,0
peptide_nm_348,-1.61548,0.1698,1.36628,-0.00748,-0.04768,0.54227,0.18781,-0.74362,2.01522,0.03515,-0.41557,-1.15334,-0.53642,-0.19201,2.47654,-0.28102,-0.46834,2.09705,-0.5593,-0.37764,0.7295,-0.63,-0.72265,0.32102,0
peptide_nm_349,1.98073,-1.16964,1.09077,1.66661,-1.77034,2.1397,1.0633,-0.22358,-0.2407,1.12866,0.62916,-1.39099,0.58506,-0.09077,-0.54593,1.34228,-0.44237,0.2235,2.2578,-0.62298,-0.75921,0.67812,-0.90849,0.67325,0
peptide_nm_350,0.76846,-1.40444,-0.22535,0.28525,-1.21061,-0.12867,-0.85885,-0.55854,0.15931,-0.46746,-1.77321,0.39883,-1.0608,-0.56375,-0.06161,-0.55744,-0.85796,-0.01862,0.03658,-0.68655,0.00954,1.16971,0.41628,-0.01766,0
peptide_nm_351,-1.03678,-0.14048,0.04216,-0.43171,-0.63256,0.10496,-1.96751,-0.04689,0.65267,-0.20314,-0.1112,0.51495,-2.01448,-0.21395,0.60139,-2.11705,-0.0992,0.8331,-1.20447,1.91776,1.10774,-1.19153,0.1398,-0.16815,0
peptide_nm_352,-0.64247,-0.09971,0.36825,0.83307,-0.00814,0.1704,0.47033,-0.82539,0.02704,0.07976,0.15816,-0.05673,0.0929,-0.74037,-0.42128,0.50891,-0.53282,0.01083,-2.04418,-0.43255,0.24149,0.54712,0.55555,-0.55204,0
peptide_nm_353,0.24755,0.18608,-0.03452,-0.33309,0.40167,0.55394,1.05068,0.45724,-0.07294,0.79508,-0.0914,1.40895,0.54449,0.35681,0.05558,0.80025,0.97112,-0.20426,-0.58226,1.13991,-0.45533,1.17381,-0.38319,-1.93955,0
peptide_nm_354,-1.16229,-0.34068,0.37256,-2.6059,-1.64789,-0.58652,-1.40278,-0.64942,-0.96688,-0.5953,0.02272,-1.0939,-1.62748,-0.46702,-0.88765,-1.46671,-0.53624,-0.89512,-1.28328,-0.73038,-0.34288,-2.00442,-0.28152,-0.57632,0
peptide_nm_355,-2.0175,-0.43331,0.63827,-0.60623,0.54832,0.394,0.24203,-0.65928,0.28487,-1.19265,-0.08738,0.25574,0.27797,-0.7662,0.72609,-0.35089,-0.98645,0.25971,-0.33092,-0.41071,1.35768,-1.08245,-0.57272,1.14109,0
peptide_nm_356,0.55582,0.21036,-0.04461,0.2542,0.41813,0.24519,0.12968,-0.62752,-1.41409,1.71936,-1.57982,0.27034,-0.72183,-0.78914,-0.93205,0.15887,-0.47049,-1.33447,1.19007,0.36823,-1.94518,1.1182,0.64206,-2.73625,0
peptide_nm_357,0.93808,-1.63863,-0.04434,1.36132,-0.71083,1.39859,0.12378,-1.02974,0.75681,-0.81163,-0.77573,0.40565,0.43855,-0.46911,1.3339,0.29633,-0.44691,1.15229,0.25063,-0.30616,1.1364,0.55512,-0.92643,-0.29406,0
peptide_nm_358,-1.34539,-0.80752,0.3257,-1.51511,-1.01006,-1.47475,-1.22909,-1.10464,-0.17134,-0.62422,0.05419,-0.32593,-1.21349,-0.98657,-0.5689,-1.13323,-1.11648,0.00698,-0.92913,-1.00316,0.25774,-0.0844,-1.06806,0.60025,0
peptide_nm_359,0.18426,-0.11717,1.18309,1.538,-0.69256,0.84548,-1.36642,-0.12338,1.74649,-0.05059,2.09925,-0.35635,-1.23716,-0.10143,1.29611,-1.56605,0.61551,2.26823,0.47392,1.20151,0.5323,0.27296,0.64894,0.64997,0
peptide_nm_360,-1.93112,-0.26852,0.548,-1.28885,-0.41681,1.23486,0.18155,-1.33584,1.23312,0.02154,-0.65377,-0.994,0.98033,-1.54523,1.30884,-0.4312,-0.26314,1.30596,-1.10991,1.55667,0.58122,-2.23215,0.57253,1.17453,0
peptide_nm_361,0.10283,-0.36156,1.47146,0.84587,-0.97425,1.53741,0.32263,0.92208,0.39085,0.27965,1.91219,-0.56903,-0.13712,2.02211,0.06044,-0.24949,1.35393,0.33694,-0.23176,-1.97173,-0.27567,0.12673,1.14473,-0.79382,0
peptide_nm_362,-0.06456,-0.55243,0.17159,-1.82075,-0.68768,-0.56096,-1.17797,0.30318,0.57904,-0.67938,0.55558,-0.26178,-1.41549,0.43679,0.4142,-1.13544,0.53486,1.00692,-0.13885,0.61556,0.64532,0.47804,-0.09816,0.73312,0
peptide_nm_363,-0.23343,0.91767,-0.56153,-0.83837,-0.04183,-1.41455,-1.79534,0.24914,-0.966,-0.58633,0.54322,-1.49344,-2.0962,-0.02398,-1.13203,-1.93673,0.34777,-0.58619,-1.58462,0.24242,-0.47107,-0.21768,0.95371,-2.55726,0
peptide_nm_364,1.85427,-1.59888,1.70772,1.24637,-0.93056,0.85873,-0.48419,-0.96081,0.97688,-1.56016,-1.23793,-0.20186,-1.09494,-0.79095,0.82566,-0.23761,-1.44239,1.12099,0.95277,-0.86622,0.8593,-0.18429,-0.77894,0.01375,0
peptide_nm_365,0.51143,-0.44381,-0.453,0.85323,0.77607,-1.15097,0.25899,1.04694,0.24571,-0.68488,-0.66372,0.49513,0.23404,1.00111,0.55227,0.13949,0.75981,0.39588,0.908,-0.62822,1.30164,-0.10061,1.23074,0.45395,0
peptide_nm_366,1.69196,-0.39896,0.28487,1.27091,-0.6609,0.99207,-0.78241,-0.22136,-0.23806,0.49625,0.2108,-0.62782,-0.70484,0.1469,-0.5206,-0.62559,0.12009,-0.09403,0.72491,0.72527,0.27029,1.06074,-1.31387,1.78665,0
peptide_nm_367,0.33404,1.30202,-0.18035,0.40801,0.6124,-0.48104,0.19555,1.66499,-0.74199,-0.35087,-0.322,-1.23859,0.13749,1.30224,-1.1622,0.32023,1.58228,-1.40941,0.29998,0.58206,-1.52801,-0.3986,2.09825,-0.68547,0
peptide_nm_368,-0.16381,-0.12504,-1.30106,0.03448,-0.30913,-0.67673,1.44315,0.88505,-2.02769,1.22948,-0.53704,-0.47601,0.753,0.01388,-1.77998,1.36886,1.31937,-1.80878,-2.73446,0.95643,1.45766,0.37201,1.30895,-2.00318,0
peptide_nm_369,1.25396,-0.28567,-0.01521,1.19533,0.6327,-0.20154,-0.66845,2.80594,2.08664,1.21371,0.28519,0.14126,-0.88202,2.74431,2.27906,-0.67166,2.94405,2.09904,0.48501,1.32384,0.14162,0.02069,0.70398,0.86976,0
peptide_nm_370,1.77952,0.45546,-1.57385,1.56179,-0.03832,-0.85249,-0.46481,0.50142,-0.15385,1.33268,-0.81866,-0.60041,-0.42238,0.43109,0.05182,0.38362,0.69455,-0.83073,2.38812,-0.4417,-0.58694,0.65748,-0.04791,-0.63267,0
peptide_nm_371,1.41551,-1.37119,1.1149,0.71885,-0.82612,-0.27535,1.54681,-1.86796,0.06043,2.34724,-1.75196,1.09312,1.59649,-1.63178,0.51114,2.0002,-1.64297,0.72659,2.30305,-1.21618,2.14391,-1.60085,-0.57136,-0.54424,0
peptide_nm_372,-2.00858,-0.01525,1.35617,-1.44386,0.12529,1.05712,0.54595,1.7849,-1.1367,0.86638,-0.48278,0.86306,0.13917,1.84427,-0.87432,0.25883,1.47996,-0.55271,-1.71855,-0.83825,-0.65385,-0.29472,0.35767,-0.25976,0
peptide_nm_373,-0.17661,-0.03445,-1.0637,0.04152,0.64165,-0.81341,-1.31611,0.0739,-1.03637,1.10714,-0.05068,-0.40392,-1.2093,0.0497,-1.16535,-1.13836,0.13354,-1.80365,-0.67597,0.6337,-1.70606,0.78933,0.76941,-1.21812,0
peptide_nm_374,-0.32141,-0.13462,-0.87857,0.44817,-0.05935,0.46476,1.55802,-0.24013,-0.50506,1.42935,-0.97673,1.5643,1.5369,-0.44192,-0.00049,1.62306,-0.73318,-0.02335,1.59895,-1.43568,0.34808,0.94321,-0.3145,-0.02371,0
peptide_nm_375,-0.08962,-0.0729,-0.11014,-0.09785,-0.01247,-0.8077,-0.32647,0.1558,0.54813,0.35374,-0.60439,0.5648,-0.27479,0.19416,0.45987,-0.31309,-0.23599,0.49695,0.38841,-0.3758,-0.18422,0.14838,-0.32105,-0.07135,0
peptide_nm_376,-1.11375,-1.31788,0.02699,0.13342,-0.67861,1.18133,-1.50614,0.71212,0.17847,1.41303,1.08315,0.3849,-1.97053,0.66024,0.91918,-2.30258,0.03418,0.39884,-2.53531,-1.40785,0.35668,0.95834,0.77574,-0.98133,0
peptide_nm_377,2.67215,-1.10859,0.04467,0.92849,-0.78056,0.87241,1.98289,-1.95314,0.55098,-0.92762,-0.69645,-0.85263,1.62363,-2.04966,0.67457,2.31322,-1.90063,1.01489,2.22546,-1.12602,1.26574,1.34998,-0.07579,0.08439,0
peptide_nm_378,-0.88045,0.3555,1.96812,-0.77519,1.37315,2.0193,-0.74497,-0.09258,1.25118,-0.12095,0.14301,-0.34375,-0.94083,-0.24844,0.82116,-1.373,-0.0416,1.45472,-0.90358,-0.44847,1.18376,-0.32699,-0.56838,0.03686,0
peptide_nm_379,-0.7938,-0.63118,-1.02287,0.8629,1.31082,-2.92906,0.96318,1.15862,-1.8234,0.70998,1.37383,-0.90786,0.06307,1.01985,-1.94955,0.66162,0.93304,-1.66619,0.87755,0.58544,-2.69357,-1.84632,-1.72893,-2.20697,0
peptide_nm_380,0.73119,-0.46031,0.57767,0.23845,-0.5958,0.84953,0.22053,0.37952,-0.33009,-0.40731,-0.85813,-0.13403,-0.25099,-0.14026,-0.46395,0.54587,0.06297,-0.85938,0.68787,-1.10098,-0.63833,-0.75116,-0.06622,-0.43922,0
peptide_nm_381,-0.27325,-1.60465,-0.09714,0.81922,-0.55233,-0.75636,2.41165,-0.45392,2.36816,1.50048,-0.14168,-0.3089,2.46547,-0.60786,1.63875,2.45604,-1.04583,2.42135,0.72586,-0.73547,0.26302,-1.41772,-0.01226,2.07027,0
peptide_nm_382,0.84657,-0.52106,1.20684,0.79268,-0.34431,0.32965,-0.44226,0.3264,-0.40271,0.61895,0.35344,-0.19589,-0.45107,0.15991,-0.36165,-0.53182,0.22173,-0.45353,-0.4316,-0.40221,0.18563,-0.14695,0.97388,0.44754,0
peptide_nm_383,1.68173,-0.52136,-0.9676,1.20069,-0.78037,-0.50252,-0.77014,0.7099,1.51523,-1.66167,0.47534,-0.04759,-1.311,0.98425,2.32484,0.03801,0.13085,0.47725,0.04265,-0.2692,-0.30481,-0.04787,2.9469,-0.45458,0
peptide_nm_384,-0.13687,0.4029,1.28759,-0.17142,-0.58085,1.96059,2.04986,-0.42231,0.02259,0.23656,2.17107,0.4342,2.48985,-0.44574,-0.00114,1.77818,-0.37704,-0.20491,0.29363,-0.51913,-1.02088,-0.68174,0.1285,0.43465,0
peptide_nm_385,0.10403,-0.9555,0.20814,0.54627,-0.24858,-0.10069,0.64699,1.22032,-1.17031,0.97198,0.05093,-0.79539,0.25409,1.12106,-1.10828,0.53753,1.24843,-1.22045,0.16252,0.38901,-0.39059,0.23528,1.29608,-1.13119,0
peptide_nm_386,0.26055,-2.01757,0.85351,-0.60656,1.79817,-0.11399,-0.62721,-1.23393,-0.33637,0.1606,0.8441,0.1809,-0.87124,-0.80119,-0.11907,-0.87073,-0.79303,-0.16558,-1.0598,0.68571,-0.80015,0.54649,-0.06456,-1.12492,0
peptide_nm_387,0.16617,-0.12377,-0.16377,-0.61945,0.2758,-0.58865,-0.30463,-0.19822,1.77715,-1.055,-1.36037,0.73717,-0.89279,-0.17587,1.56795,0.1582,-0.39211,1.28671,0.18397,0.07326,0.90038,0.88369,0.81247,0.65626,0
peptide_nm_388,-0.32235,-1.23987,0.03373,2.10864,-2.30037,1.69069,1.58661,0.62868,0.02487,1.07681,0.97352,-0.87909,1.47213,0.5671,-0.71675,1.43877,1.01231,-0.33684,-0.01044,-0.41075,0.85569,-0.95958,0.35618,-0.31668,0
peptide_nm_389,-0.70583,-0.98623,0.7057,-0.63804,0.23003,1.00338,-1.59449,-0.69911,-0.46585,-0.10438,-0.31548,-0.62519,-1.95297,-0.62275,-0.5696,-1.34804,-0.83373,-0.60713,-1.30271,-0.47202,-1.30764,0.51798,-0.1392,-0.05632,0
peptide_nm_390,-1.2906,1.38507,0.40727,0.18765,1.42076,-0.56628,-0.28741,1.16973,-0.16785,1.24211,-0.33905,-0.35777,-0.13297,1.08832,0.35039,-0.74658,0.60938,0.80477,0.41637,-0.71882,1.12,-0.357,-0.30325,-0.26194,0
peptide_nm_391,-0.37604,-1.19417,-1.08693,-0.1699,0.04202,-0.7887,-0.0592,-1.34525,-1.27221,-0.07659,-1.324,-0.875,-0.01603,-1.21106,-1.53705,0.00391,-1.15784,-1.41002,-0.8335,-0.55863,-1.3507,-1.57589,0.01652,0.3418,0
peptide_nm_392,0.54226,-1.98309,1.44495,-2.02929,-0.47003,0.14459,-0.30868,-0.07225,1.08272,0.27602,-2.15538,1.6329,-0.33161,0.23195,1.12413,-0.28766,-0.04039,1.14236,-1.81044,0.53253,0.09915,-0.56675,-1.10236,-0.0447,0
peptide_nm_393,-1.39307,0.96352,2.18018,-0.18139,0.08713,2.58717,2.11979,-1.08185,-0.21033,0.68359,1.19666,-0.82694,2.4575,-1.52652,-0.1031,1.93323,-1.49778,0.21648,0.45639,-0.94999,1.74604,-1.37959,2.22429,1.43311,0
peptide_nm_394,-0.75432,0.51312,-0.93625,0.79396,-0.02159,-0.46067,-0.40244,1.3169,0.79079,0.36045,-1.01272,-0.51312,-0.76063,1.57543,0.23105,-1.05998,1.42433,0.45794,1.33304,-0.7611,-0.12075,1.29613,-1.50327,1.12641,0
peptide_nm_395,1.54559,-1.69351,2.35616,-0.1695,-0.59672,-0.09431,0.27337,-0.43298,1.39908,-1.20116,-0.25224,0.6861,-0.08558,-0.46617,1.23506,1.05666,-0.90336,2.22416,1.35852,-2.14449,1.95611,-0.80333,0.40923,0.32514,0
peptide_nm_396,0.03827,-0.38785,0.89234,-2.56531,-0.2606,1.7821,-0.82989,-0.19832,-0.29991,-2.12014,-0.69161,2.24182,-1.24947,0.20522,-0.00454,-1.52924,-0.11184,0.14024,-2.1716,0.3457,0.61871,-0.3387,3.09128,0.01396,0
peptide_nm_397,-0.11121,-1.82871,-1.02126,0.3272,-0.6785,-0.62143,-0.66463,-2.67291,-0.14145,-0.41519,-0.64608,-1.01624,-1.29668,-2.56286,-0.26842,-0.34829,-2.53552,0.10222,2.12376,-2.8749,1.32782,0.28165,-1.5589,0.79246,0
peptide_nm_398,-0.63371,-0.14687,-0.33188,-0.00331,0.63048,-0.07463,-0.57843,-0.55552,0.04271,0.47262,0.05885,-0.23368,-0.49776,-0.12627,0.30008,-0.71479,-0.7986,0.19906,-0.35172,-1.4754,0.07506,-0.85584,-0.36684,-0.35086,0
peptide_nm_399,-0.28853,-0.78855,1.50594,-0.91556,0.02156,1.59275,-0.39248,0.89629,-0.04661,-0.53663,1.28873,0.86736,-0.60353,0.83928,-0.0284,-0.76846,0.71573,-0.02596,-0.84569,-0.17589,0.56107,1.10799,-1.25532,-1.3973,0
peptide_nm_400,-0.181,-1.22858,1.23186,0.79886,-0.60942,0.83663,0.86124,-1.6283,1.20965,0.73327,-0.82931,0.78766,0.68222,-1.56297,1.24551,1.38808,-1.28652,1.9498,2.20682,-0.89321,2.11844,-0.64452,0.86583,0.11017,0
peptide_nm_401,0.37405,0.02099,0.04223,-0.34895,0.4304,0.5645,-0.37892,0.82532,0.51225,-1.40938,-0.92989,-0.79096,-0.4658,1.24833,0.79465,0.01972,0.31649,0.34883,0.19296,-0.53283,1.30544,-0.06407,0.66648,-0.87966,0
peptide_nm_402,0.03318,-0.16707,-0.45354,-0.38875,0.12169,-0.11887,-1.28275,0.49406,0.17838,-0.4278,0.36744,-0.3892,-1.93845,-0.0736,-0.30384,-0.79436,0.52419,0.04524,0.18632,0.39409,-0.66399,-0.62138,2.14419,1.04324,0
peptide_nm_403,-0.68838,-0.70932,0.09293,-1.42603,-1.04128,-0.05915,0.58402,0.45576,-1.25379,1.12336,-0.64095,-0.53286,0.70356,0.20359,-1.06278,0.78974,0.33896,-1.1448,0.18712,-0.13415,-0.38069,1.34069,-0.08159,-0.54347,0
peptide_nm_404,-0.01339,0.37421,-0.79541,-0.36676,1.12845,0.36967,-0.30512,1.65786,-0.37436,0.48408,1.49688,-1.23995,-0.33022,1.58071,-0.03754,-0.54991,1.09334,-0.05444,-0.96463,0.76887,0.32914,-1.11845,-1.11516,-0.06027,0
peptide_nm_405,1.0584,-0.80175,-0.11561,-0.72774,0.77221,0.79621,-0.24721,0.91183,-0.44002,-0.7891,0.36188,-0.00924,0.00933,0.92303,-0.45504,0.35729,0.86078,-0.94413,0.14739,0.74717,-0.12404,0.36477,1.01921,0.49454,0
peptide_nm_406,-0.87855,0.63502,0.82401,-0.86006,0.55044,0.93087,-0.75418,0.02968,0.97043,0.23078,-0.04954,0.803,0.19951,-0.77008,1.59297,-0.46565,-0.54372,0.88571,0.40127,0.47896,0.05723,-0.34983,1.03461,0.34722,0
peptide_nm_407,1.91963,-1.25961,1.16397,1.81664,-1.16893,0.71596,0.27078,0.50496,-0.35725,-2.19067,0.22807,0.13694,0.34819,0.06332,-1.26878,0.10481,-0.264,-0.76666,-0.18401,-0.96218,-2.3587,0.96947,0.74887,0.22329,0
peptide_nm_408,1.0285,0.13443,-2.46072,0.82785,1.10555,0.20837,0.0608,-0.59157,0.17771,-1.60461,-0.80662,-1.29631,-0.07767,-0.8819,0.42165,-0.43927,-0.89736,-0.45678,-2.27404,-1.85192,-1.97913,0.63882,1.51793,-0.37264,0
peptide_nm_409,-1.37445,-0.83243,0.16944,-0.89577,0.05692,-0.06961,0.51844,0.60648,0.83167,-0.15711,0.59089,-1.87523,0.58847,1.06909,0.36812,0.21316,0.7175,0.48755,0.30162,-0.04805,-0.85351,-0.47783,0.85135,0.56462,0
peptide_nm_410,0.2982,0.29666,0.0232,0.13851,0.08508,-0.46939,0.3004,0.38013,-0.10406,-0.72776,0.07902,0.14897,0.11462,0.25374,0.03213,0.08918,0.26312,-0.25604,-0.48426,-0.3813,-0.27148,0.14765,0.29427,0.65916,0
peptide_nm_411,-0.38813,-0.15759,-0.97857,-0.12664,0.47227,-1.27781,-1.80047,-1.79547,-1.28345,0.02272,1.04625,-0.7264,-1.10451,-1.02636,-0.43352,-2.08446,-1.12505,-0.84198,-0.19397,0.26048,1.32908,-2.07488,-1.5535,-1.20116,0
