,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
Neg_291,38.53,17.7,24.27,14.04,28.01,14.07,30.58,11.15,25.56,21.22,17.81,19.12,39.75,21.99,53.65,20.23,73.16,31.14,38.61,23.41,0
Neg_1687,17.6,70.21,84.64,30.03,88.26,22.56,76.3,21.41,22.81,89.14,10.97,76.48,61.64,32.61,8.84,13.91,12.32,70.0,92.05,27.67,0
Neg_809,11.1,13.45,0.0,0.0,13.17,13.52,21.72,12.22,16.48,0.0,11.1,20.03,0.0,0.0,15.24,9.72,0.0,14.69,0.0,7.5,0
Neg_2858,22.92,19.25,0.0,19.46,9.32,29.68,18.38,20.16,13.69,24.05,7.74,0.0,16.31,19.92,28.11,9.5,28.58,0.0,17.09,13.64,0
Neg_1779,23.11,23.92,23.02,30.2,33.68,51.97,14.62,38.81,0.0,20.98,14.58,34.35,47.63,24.3,12.88,18.09,10.29,44.92,24.6,25.18,0
Neg_2114,17.51,0.0,0.0,0.0,0.0,12.36,21.56,17.4,41.11,17.02,27.75,25.11,21.51,0.0,7.57,8.43,10.26,0.0,0.0,11.31,0
Neg_327,21.2,14.33,20.93,12.98,23.1,19.37,10.53,31.77,0.0,21.06,12.67,13.24,42.27,28.64,0.0,18.75,19.32,0.0,38.85,11.51,0
Neg_249,11.89,21.34,0.0,16.77,56.87,57.22,15.01,13.65,0.0,0.0,15.93,0.0,0.0,0.0,7.51,18.3,72.3,0.0,0.0,63.17,0
Neg_514,28.53,18.51,58.45,43.06,41.8,34.94,21.65,12.16,27.36,28.41,21.82,40.29,0.0,50.79,24.04,14.59,21.84,42.21,15.51,17.64,0
Neg_894,12.67,0.0,11.52,0.0,13.86,8.29,11.05,10.23,0.0,16.59,9.65,10.59,15.14,0.0,0.0,17.24,10.05,0.0,0.0,6.75,0
Neg_1154,0.0,0.0,15.76,14.77,0.0,18.53,12.16,11.54,0.0,12.45,6.55,17.78,16.06,0.0,20.09,0.0,14.58,29.15,22.85,19.39,0
Neg_1974,17.55,36.31,77.23,39.25,29.17,23.3,18.05,15.29,32.21,0.0,12.2,33.28,0.0,86.14,10.4,12.1,47.57,30.02,21.74,46.55,0
Neg_607,17.49,25.69,51.28,20.96,69.04,17.68,23.17,33.19,28.66,36.91,7.69,17.35,24.08,23.14,45.87,21.22,75.14,0.0,18.3,33.75,0
Neg_1464,24.46,12.59,54.28,29.22,44.31,36.11,59.13,11.8,23.86,0.0,31.06,21.45,0.0,45.61,21.23,11.17,17.98,0.0,44.01,63.34,0
Neg_2840,21.45,0.0,24.29,64.35,27.59,46.68,37.46,14.96,0.0,68.07,13.02,23.04,0.0,13.72,57.97,31.61,23.58,35.21,18.28,21.45,0
Neg_2251,19.63,15.47,27.73,27.59,30.55,33.82,19.61,9.01,23.09,21.77,16.28,30.21,49.7,24.99,74.16,17.99,36.47,0.0,0.0,24.71,0
Neg_2517,69.81,18.44,28.33,20.3,0.0,51.19,13.88,35.36,29.42,33.07,36.95,17.38,16.24,14.01,17.28,22.86,20.53,72.3,37.6,17.92,0
Neg_1853,21.16,16.38,35.19,15.49,47.47,48.31,29.06,15.21,61.31,39.76,31.83,38.35,69.35,20.59,25.16,15.07,35.55,0.0,20.91,11.47,0
Neg_1312,0.0,0.0,22.18,15.47,0.0,0.0,18.32,11.71,0.0,30.17,40.33,9.55,43.02,13.42,14.28,6.51,58.02,0.0,0.0,19.81,0
Neg_2838,20.5,6.87,0.0,15.27,0.0,0.0,9.84,14.35,0.0,15.12,18.96,9.2,22.19,24.04,0.0,17.58,7.79,9.2,0.0,6.52,0
Neg_1722,0.0,21.91,14.66,6.49,0.0,21.51,26.61,39.29,23.11,9.9,25.72,20.51,37.56,12.51,14.79,0.0,14.0,0.0,21.56,11.81,0
Neg_2116,29.05,47.78,24.05,24.83,60.08,63.02,18.63,31.51,24.19,17.85,4.75,18.19,21.37,34.55,20.24,52.31,13.68,0.0,26.89,24.05,0
Neg_2327,10.32,19.46,42.01,41.12,23.93,37.53,54.99,13.87,22.48,59.53,16.57,61.15,0.0,25.23,10.18,17.83,26.88,0.0,18.88,29.76,0
Neg_1128,11.98,17.44,48.02,0.0,19.1,13.91,25.73,32.42,31.3,37.7,12.2,11.62,0.0,14.68,17.11,15.69,29.3,0.0,0.0,20.04,0
Neg_1231,28.38,0.0,16.74,0.0,0.0,15.21,18.5,9.41,0.0,8.55,20.34,30.15,0.0,16.03,13.88,7.3,10.78,21.32,10.97,25.21,0
Neg_2384,4.73,0.0,0.0,0.0,0.0,7.45,0.0,0.0,0.0,4.73,1.88,0.0,0.0,5.27,9.09,0.0,2.9,0.0,0.0,0.0,0
Neg_713,18.23,23.51,29.02,14.25,27.15,17.33,26.37,13.55,21.19,32.0,17.54,20.26,26.92,54.22,24.78,31.84,24.51,24.78,15.57,34.24,0
Neg_2475,13.98,19.75,36.59,34.64,0.0,54.35,39.86,57.21,0.0,9.46,9.72,41.79,34.07,17.41,14.14,8.65,20.72,28.49,44.41,41.3,0
Neg_545,11.66,18.6,37.54,23.21,49.23,0.0,13.97,11.62,32.0,15.08,21.78,49.77,61.08,39.17,17.15,11.64,61.08,0.0,31.64,17.16,0
Neg_1732,21.73,20.74,44.23,25.86,35.8,24.99,24.71,19.91,52.28,20.71,27.62,18.09,26.69,32.47,35.53,17.15,26.53,53.37,51.34,14.12,0
Neg_1703,15.26,27.92,11.47,26.02,0.0,27.92,25.51,17.48,41.02,22.22,10.15,31.89,15.39,34.0,0.0,22.94,20.4,0.0,39.13,8.61,0
Neg_2537,56.9,28.21,21.67,23.23,58.6,19.6,10.02,63.07,48.03,15.51,12.92,21.3,42.01,27.59,43.37,27.8,12.16,43.25,20.4,33.25,0
Neg_1601,26.18,20.86,14.85,18.07,52.95,47.44,26.13,14.51,35.95,0.0,21.98,31.95,0.0,16.98,17.61,14.2,12.03,0.0,18.05,16.39,0
Neg_238,20.52,20.24,5.79,0.0,0.0,26.72,16.72,15.18,23.52,33.28,7.03,0.0,0.0,15.23,19.62,19.62,12.41,0.0,12.45,15.23,0
Neg_2704,8.28,12.72,6.71,0.0,14.28,0.0,0.0,0.0,0.0,4.0,15.06,6.31,11.39,6.24,0.0,9.39,0.0,0.0,0.0,0.0,0
Neg_2652,5.54,0.0,0.0,0.0,0.0,11.08,8.0,5.69,6.15,4.25,3.42,0.0,8.0,9.38,6.92,11.08,0.0,0.0,0.0,0.0,0
Neg_1700,20.55,33.14,20.04,32.04,67.01,19.43,22.6,28.4,42.61,21.16,15.08,36.52,34.4,42.61,52.46,13.83,25.22,75.62,25.59,38.61,0
Neg_2744,14.06,28.57,27.92,26.63,39.63,0.0,26.45,16.12,29.25,12.82,11.78,11.02,46.25,18.67,36.42,7.93,21.29,19.96,18.06,20.94,0
Neg_43,8.29,19.63,42.56,44.07,0.0,31.67,11.43,45.2,29.86,67.68,49.23,0.0,69.01,51.67,25.61,28.15,27.03,0.0,22.32,33.05,0
Neg_235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,4.22,0.0,7.08,4.18,10.08,0.0,5.42,0.0,5.08,0.0,0
Neg_1433,0.0,8.26,0.0,9.13,0.0,9.3,0.0,11.3,5.23,11.91,10.61,20.21,0.0,0.0,15.71,18.54,13.3,13.54,10.0,18.54,0
Neg_1473,8.59,0.0,6.48,11.3,0.0,10.61,0.0,15.14,0.0,0.0,19.22,0.0,11.86,0.0,9.5,8.19,15.14,0.0,16.09,7.33,0
Neg_1047,69.35,25.04,26.15,11.04,0.0,22.62,20.75,28.06,16.2,36.38,19.16,13.49,55.3,30.06,43.15,15.54,18.01,0.0,74.49,24.99,0
Neg_2221,11.33,20.65,22.84,32.78,44.95,13.43,26.55,62.19,36.9,26.5,10.75,19.48,14.8,40.89,20.89,15.33,36.25,0.0,0.0,35.5,0
Neg_691,6.5,0.0,0.0,0.0,0.0,5.27,9.09,0.0,4.55,0.0,4.1,0.0,0.0,0.0,4.73,0.0,0.0,5.27,9.09,7.45,0
Neg_128,15.62,0.0,7.05,11.91,0.0,10.61,10.61,0.0,11.3,6.76,7.86,11.14,13.65,14.78,12.7,16.09,21.04,0.0,0.0,10.52,0
Neg_1952,21.01,28.29,35.25,36.03,58.78,26.26,39.8,20.07,0.0,62.1,12.77,21.69,0.0,22.97,31.4,19.35,55.99,0.0,37.23,15.78,0
Neg_2059,59.1,28.65,17.37,16.48,85.06,23.9,32.51,24.21,77.69,30.19,58.29,23.95,79.46,46.0,13.27,21.13,52.49,0.0,20.01,67.98,0
Neg_661,31.28,28.83,22.15,19.63,48.31,34.74,16.59,16.24,75.3,38.96,9.21,25.14,20.52,59.33,43.96,11.24,58.07,0.0,0.0,27.48,0
Neg_1100,10.03,0.0,24.05,17.57,0.0,16.36,9.09,18.66,24.97,29.08,7.76,9.2,19.61,0.0,0.0,22.27,36.03,0.0,0.0,14.97,0
Neg_2458,26.17,9.91,16.91,17.69,0.0,0.0,6.63,8.85,0.0,0.0,27.14,0.0,0.0,25.69,4.07,12.97,21.54,0.0,0.0,32.14,0
Neg_983,11.33,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,2.58,8.67,0.0,0.0,0.0,0.0,0
Neg_2250,0.0,28.16,12.0,22.06,0.0,15.78,0.0,18.53,18.53,7.54,5.28,19.74,12.45,14.0,0.0,0.0,17.66,23.28,30.03,15.55,0
Neg_674,22.8,55.75,18.22,37.5,75.7,25.86,14.35,50.8,18.07,39.55,19.56,61.41,73.98,23.82,15.04,10.6,21.01,46.39,63.38,13.42,0
Neg_2825,11.41,17.57,0.0,0.0,0.0,11.91,11.3,9.5,0.0,10.52,7.86,14.65,0.0,0.0,4.21,0.0,0.0,11.3,11.41,17.57,0
Neg_445,15.58,15.21,13.41,21.32,0.0,19.39,14.36,16.38,0.0,14.26,9.84,13.39,17.21,0.0,18.67,22.5,13.97,20.26,15.33,17.7,0
Neg_640,11.19,6.68,43.71,49.49,0.0,52.69,18.72,14.04,26.55,54.74,15.35,37.74,59.89,33.38,36.3,34.75,79.46,43.53,36.1,30.73,0
Neg_1903,41.57,22.68,16.33,13.08,0.0,15.59,37.68,24.87,36.54,18.61,13.17,36.41,26.13,28.87,26.09,22.23,19.69,0.0,18.38,23.48,0
Neg_671,10.71,8.47,23.85,21.36,18.09,38.46,23.19,14.02,27.6,0.0,20.72,15.39,38.85,26.02,11.69,31.77,25.28,44.1,0.0,30.6,0
Neg_2147,19.14,37.58,46.8,45.48,51.35,41.49,27.18,21.01,34.42,17.86,8.61,0.0,41.6,15.36,30.6,9.2,23.49,44.89,25.38,20.22,0
Neg_475,5.5,5.5,0.0,7.79,0.0,6.53,8.67,0.0,0.0,0.0,11.33,6.93,0.0,7.73,6.36,11.33,0.0,0.0,0.0,0.0,0
Neg_1302,25.14,17.87,40.24,20.14,30.41,39.9,21.42,14.2,25.27,13.6,16.96,11.53,40.12,15.35,30.29,47.06,17.51,0.0,21.8,12.35,0
Neg_2077,5.32,0.0,0.0,0.0,12.5,24.04,8.88,17.58,0.0,0.0,0.0,12.5,8.72,0.0,7.45,14.35,13.04,0.0,0.0,9.2,0
Neg_2040,21.66,30.6,19.67,18.68,0.0,20.68,17.98,18.63,16.76,27.6,9.61,18.18,0.0,22.85,25.06,20.93,22.8,23.27,34.35,14.15,0
Neg_2660,8.61,15.97,14.68,12.66,0.0,0.0,9.19,28.69,25.26,23.61,9.42,34.6,22.02,38.12,0.0,17.23,0.0,0.0,19.56,32.0,0
Neg_2166,11.78,16.04,18.98,23.74,30.25,35.89,14.44,31.87,42.33,27.05,7.67,16.75,29.64,30.08,0.0,16.65,14.75,42.27,46.85,17.35,0
Neg_2376,19.01,11.4,0.0,38.45,25.89,41.69,26.33,12.9,23.07,0.0,34.54,0.0,0.0,16.53,17.3,16.2,18.19,28.51,27.63,21.59,0
Neg_1962,23.13,15.93,13.27,50.04,0.0,37.67,23.22,24.53,29.46,31.03,9.71,20.46,45.01,58.97,23.99,10.86,18.6,54.14,0.0,36.09,0
Neg_1000,42.36,16.46,42.25,13.37,23.05,15.28,0.0,14.78,26.84,27.36,13.62,20.55,38.0,0.0,0.0,15.8,17.67,33.71,28.09,18.98,0
Neg_250,12.4,14.36,24.63,0.0,0.0,29.05,10.13,17.59,53.66,48.84,13.42,26.49,22.49,34.37,15.49,21.23,16.31,0.0,57.88,19.92,0
Neg_1718,12.71,8.48,0.0,11.54,0.0,8.96,6.95,18.23,0.0,12.04,8.1,0.0,13.54,0.0,20.21,11.04,0.0,11.21,0.0,11.04,0
Neg_750,20.37,38.2,56.6,39.68,36.82,29.14,37.75,16.79,52.84,47.28,16.69,15.62,31.63,33.1,37.51,17.83,19.78,59.38,39.35,25.01,0
Neg_1014,42.76,19.28,25.37,13.63,45.87,47.82,17.02,15.02,43.21,14.88,10.25,20.1,31.3,22.85,33.68,14.33,47.3,20.82,27.95,17.08,0
Neg_2399,35.1,33.33,24.0,27.29,44.14,37.58,11.24,22.93,45.72,39.77,14.47,29.14,32.89,69.79,22.73,24.42,34.19,31.47,29.54,13.33,0
Neg_561,33.87,8.82,37.09,0.0,29.62,21.73,27.22,10.9,20.82,10.9,15.34,25.95,38.32,48.78,18.8,27.1,50.1,0.0,53.4,12.65,0
Neg_1762,16.0,0.0,24.04,31.02,17.78,20.69,29.89,29.75,15.78,32.56,14.98,23.89,24.8,0.0,10.78,10.21,26.91,0.0,27.51,19.23,0
Neg_1449,17.27,12.97,16.74,17.94,0.0,16.74,18.85,33.03,0.0,8.06,16.38,11.66,24.74,17.03,8.19,7.53,23.43,20.17,27.71,16.57,0
Neg_237,34.48,10.8,28.74,17.14,17.04,30.72,19.08,14.31,0.0,16.43,20.84,35.2,22.12,14.77,25.25,11.8,48.78,0.0,0.0,16.14,0
Neg_345,0.0,15.62,14.19,0.0,0.0,7.05,15.62,0.0,11.05,17.24,7.25,9.9,0.0,10.38,4.12,9.47,0.0,0.0,9.62,17.24,0
Neg_2511,10.45,32.34,20.02,12.71,32.62,21.12,27.18,19.62,19.12,12.71,7.31,21.82,19.32,12.18,26.77,19.23,14.46,28.26,21.03,20.52,0
Neg_2097,19.7,11.37,22.17,17.32,0.0,0.0,8.74,27.32,0.0,23.52,17.49,29.94,0.0,16.04,28.45,4.56,26.82,23.55,0.0,43.27,0
Neg_1966,36.22,28.27,0.0,14.89,26.67,11.43,9.19,24.79,0.0,0.0,20.63,42.25,31.58,36.71,18.56,7.91,31.39,29.7,0.0,16.62,0
Neg_255,17.37,16.84,10.43,19.63,0.0,12.03,27.16,14.03,15.55,0.0,9.59,0.0,9.63,9.31,12.17,16.13,9.48,0.0,0.0,18.5,0
Neg_2365,6.25,16.73,16.74,0.0,19.56,0.0,0.0,13.56,33.03,0.0,8.45,0.0,0.0,11.33,0.0,15.63,0.0,27.71,16.74,17.97,0
Neg_1987,0.0,0.0,7.65,0.0,10.81,0.0,11.76,9.31,9.56,12.31,10.47,8.59,0.0,7.65,0.0,4.4,8.0,0.0,0.0,0.0,0
Neg_2805,12.5,8.24,18.96,12.04,0.0,9.68,9.2,20.5,0.0,13.58,10.16,12.7,10.64,0.0,0.0,9.29,17.58,0.0,16.64,12.19,0
Neg_2904,20.43,42.0,49.48,47.4,47.53,23.03,20.53,15.08,0.0,39.84,31.41,87.42,0.0,37.28,15.5,12.94,13.3,0.0,0.0,35.2,0
Neg_2872,21.23,36.24,60.32,27.93,0.0,30.99,22.27,16.04,57.4,40.32,14.12,29.09,28.33,21.09,14.59,15.64,23.63,0.0,0.0,18.93,0
Neg_2355,18.14,15.03,0.0,9.03,13.54,25.69,17.94,10.91,0.0,14.0,6.13,13.09,0.0,0.0,20.14,15.45,23.14,0.0,24.4,17.14,0
Neg_576,12.81,0.0,0.0,10.8,0.0,10.08,9.29,0.0,0.0,13.58,8.96,6.48,0.0,25.04,18.52,12.59,4.88,0.0,0.0,11.42,0
Neg_2459,14.96,22.1,23.58,37.71,37.7,29.17,27.71,28.67,25.97,23.3,18.88,13.77,22.67,21.09,21.93,24.77,40.25,55.26,27.27,22.51,0
Neg_971,12.65,35.26,13.91,24.5,44.92,31.9,24.32,16.34,33.39,8.87,32.02,34.2,29.16,22.95,26.05,22.02,18.66,0.0,42.07,16.18,0
Neg_898,9.9,19.33,48.24,28.19,0.0,37.35,18.27,18.1,0.0,46.46,11.8,9.44,30.21,29.35,22.6,14.98,13.71,33.8,27.02,26.24,0
Neg_928,0.0,8.3,10.14,24.43,7.56,28.03,8.25,9.89,8.67,0.0,12.48,0.0,0.0,16.03,14.43,26.17,14.83,0.0,20.03,16.83,0
Neg_2823,32.53,41.86,22.67,27.98,93.05,21.99,15.35,79.85,64.58,49.07,16.47,27.6,56.58,0.0,12.99,20.4,49.88,38.45,26.72,18.97,0
Neg_2364,25.24,15.51,38.2,36.69,0.0,21.83,13.37,11.48,0.0,13.46,8.74,9.9,46.73,13.92,0.0,16.17,14.5,0.0,45.09,12.53,0
Neg_2806,8.63,9.65,0.0,0.0,12.05,10.25,7.37,10.25,0.0,0.0,7.33,0.0,9.05,0.0,0.0,8.06,0.0,11.05,0.0,9.25,0
Neg_1871,8.59,5.56,0.0,0.0,8.28,11.39,10.47,12.72,8.72,14.28,6.47,0.0,0.0,0.0,9.39,0.0,14.28,0.0,0.0,5.29,0
Neg_50,0.0,0.0,11.05,7.75,0.0,17.24,6.42,0.0,17.24,6.0,11.9,19.05,0.0,10.38,9.52,10.38,11.05,0.0,8.45,9.45,0
Neg_2496,23.46,19.94,43.59,26.6,32.35,22.23,15.76,24.48,72.01,12.65,17.67,12.66,0.0,17.89,25.21,15.01,25.97,0.0,26.93,28.62,0
Neg_1030,8.54,23.04,0.0,0.0,11.6,0.0,6.41,11.74,10.38,0.0,9.13,0.0,0.0,0.0,6.52,10.7,12.24,12.8,0.0,11.52,0
Neg_1978,6.62,28.59,48.79,24.23,55.4,0.0,23.95,9.06,43.21,39.68,17.45,33.68,0.0,16.58,15.29,15.79,35.08,50.35,30.63,47.3,0
Neg_669,12.0,52.02,0.0,34.91,0.0,8.29,6.67,11.96,0.0,25.02,25.85,37.35,25.32,0.0,15.94,9.27,16.9,0.0,0.0,30.45,0
Neg_1341,7.57,0.0,0.0,8.21,0.0,0.0,16.64,15.83,13.54,12.24,11.6,0.0,0.0,9.54,12.21,8.09,0.0,15.44,0.0,6.05,0
Neg_843,20.93,8.41,42.02,16.07,0.0,17.07,12.83,11.36,0.0,9.76,15.4,18.88,0.0,17.26,21.53,17.91,16.6,21.57,37.3,23.98,0
Neg_761,12.69,14.27,0.0,7.94,17.49,0.0,10.97,14.97,20.97,18.34,5.03,0.0,0.0,0.0,8.56,18.66,16.92,19.08,0.0,27.61,0
Neg_988,18.21,38.12,11.47,34.6,0.0,9.46,5.26,0.0,0.0,13.61,13.29,7.14,0.0,24.31,0.0,40.02,32.98,0.0,22.02,31.45,0
Neg_2255,9.23,18.44,24.82,46.13,57.96,21.62,39.17,15.37,33.54,43.07,13.57,12.96,49.4,23.61,20.08,36.53,52.23,0.0,22.05,19.55,0
Neg_2557,7.12,18.52,18.52,0.0,10.81,19.93,7.76,14.37,11.12,17.26,0.0,6.46,0.0,17.26,12.81,14.35,23.19,0.0,12.59,0.0,0
Neg_2677,5.27,9.09,0.0,0.0,0.0,0.0,4.73,6.5,7.45,0.0,4.1,3.3,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0
Neg_18,13.07,6.36,0.0,0.0,0.0,0.0,7.79,0.0,8.67,11.33,0.0,6.67,0.0,0.0,0.0,6.36,9.87,0.0,6.53,3.54,0
Neg_315,24.17,19.66,17.61,47.63,27.86,37.73,28.88,13.08,63.92,0.0,11.33,0.0,75.58,56.07,26.34,15.09,21.15,41.01,88.05,20.02,0
Neg_1741,13.68,0.0,13.25,9.05,6.95,0.0,0.0,5.18,9.65,0.0,5.5,0.0,0.0,11.05,0.0,9.65,13.25,0.0,7.89,12.05,0
Neg_2578,13.14,0.0,0.0,12.92,24.72,18.97,0.0,0.0,18.49,9.19,9.15,35.13,11.64,18.03,16.55,14.32,15.08,0.0,13.08,26.27,0
Neg_389,12.81,24.29,0.0,15.54,66.15,43.01,22.81,36.26,44.39,58.67,10.56,53.06,0.0,28.8,25.51,11.51,21.39,40.89,0.0,24.81,0
Neg_210,17.58,34.95,28.82,0.0,11.39,48.97,15.24,45.89,76.7,66.99,29.78,18.82,96.01,22.34,16.75,23.01,18.82,39.18,62.34,22.71,0
Neg_2427,13.03,12.21,19.79,18.97,19.79,22.67,18.13,8.75,0.0,17.82,10.06,21.34,0.0,18.72,17.13,22.34,20.03,31.64,0.0,20.24,0
Neg_2323,34.21,31.11,19.19,52.01,41.3,38.87,8.96,8.51,57.73,12.32,11.77,12.59,0.0,33.33,67.73,22.47,80.06,39.78,42.35,18.27,0
Neg_2007,8.88,0.0,30.21,22.15,24.98,19.21,51.33,13.45,17.61,41.7,12.07,16.21,33.83,0.0,30.54,15.51,18.69,0.0,18.63,12.68,0
Neg_891,7.14,8.38,0.0,0.0,8.67,11.14,9.81,11.9,0.0,9.24,15.52,11.14,0.0,0.0,8.0,8.67,0.0,20.05,0.0,16.59,0
Neg_387,19.95,16.59,28.79,27.09,42.73,41.13,21.68,19.27,28.34,32.55,10.67,29.95,0.0,30.74,46.89,18.54,77.16,48.3,20.43,20.76,0
Neg_741,9.12,38.02,66.15,16.54,60.77,38.81,24.16,17.52,0.0,22.59,11.31,37.46,76.3,54.24,22.32,18.49,33.16,0.0,44.73,9.52,0
Neg_362,15.26,7.89,0.0,12.05,10.25,0.0,11.05,10.25,0.0,0.0,0.0,9.25,0.0,16.25,6.72,6.71,13.68,13.25,0.0,0.0,0
Neg_1212,0.0,0.0,0.0,0.0,2.67,7.45,0.0,5.3,5.27,0.0,0.0,0.0,0.0,0.0,4.1,7.45,5.27,0.0,0.0,0.0,0
Neg_2057,16.57,36.16,41.01,17.31,36.51,53.95,16.34,14.38,46.12,20.94,20.31,15.84,0.0,17.56,24.96,35.4,29.19,57.41,20.26,23.01,0
Neg_468,5.58,0.0,0.0,20.02,23.37,0.0,20.6,22.69,0.0,18.52,4.59,0.0,20.6,19.12,11.39,28.83,11.44,0.0,0.0,25.26,0
Neg_2468,17.06,0.0,16.46,16.94,0.0,21.4,7.86,30.23,0.0,16.06,13.28,13.46,14.02,12.6,26.44,18.15,0.0,0.0,30.76,43.52,0
Neg_873,11.05,12.05,16.25,9.05,0.0,15.26,11.05,9.05,0.0,0.0,8.72,0.0,0.0,9.25,7.68,5.68,12.32,0.0,0.0,8.63,0
Neg_1079,0.0,17.5,11.02,20.02,29.06,41.05,34.69,22.37,50.09,15.51,39.64,19.37,42.55,20.76,15.47,13.75,53.02,21.06,27.47,6.94,0
Neg_1710,15.12,17.26,8.35,0.0,18.52,10.04,0.0,5.65,25.04,0.0,12.65,0.0,0.0,15.19,10.35,8.48,14.37,0.0,15.88,12.59,0
Neg_482,8.4,7.31,7.81,7.06,0.0,7.31,10.81,0.0,0.0,12.31,0.0,0.0,7.06,0.0,0.0,6.5,7.81,0.0,0.0,8.93,0
Neg_121,25.93,0.0,18.81,14.15,11.46,19.96,18.17,37.27,16.38,15.91,6.0,0.0,26.28,10.39,23.85,15.7,16.13,31.77,40.52,17.23,0
Neg_2172,35.44,12.93,47.02,23.88,18.02,38.24,20.17,10.3,24.53,12.85,41.51,14.43,21.94,31.51,15.87,13.74,0.0,28.06,16.11,9.6,0
Neg_1897,10.39,9.77,0.0,0.0,0.0,25.42,20.97,7.25,0.0,0.0,3.14,14.55,0.0,14.77,11.38,0.0,15.55,0.0,0.0,0.0,0
Neg_2690,23.35,45.92,0.0,15.76,0.0,13.21,9.13,11.61,18.49,33.22,25.31,20.56,25.17,0.0,11.51,17.29,27.36,61.33,0.0,29.72,0
Neg_42,31.92,38.51,39.06,25.29,39.42,67.77,17.04,65.41,22.62,25.6,9.49,38.57,0.0,27.86,45.81,8.72,12.4,63.81,55.26,11.72,0
Neg_1748,4.9,0.0,22.23,26.17,0.0,29.37,19.31,0.0,16.03,17.26,19.52,6.77,18.57,15.16,15.09,22.23,0.0,17.03,11.91,19.56,0
Neg_620,32.56,38.73,46.07,35.59,27.82,12.29,16.13,19.45,23.73,19.09,13.83,49.44,16.07,19.59,14.6,23.91,13.43,0.0,31.02,14.67,0
Neg_2881,9.55,27.04,41.68,30.37,0.0,13.58,14.92,17.64,32.87,0.0,10.62,20.96,0.0,35.61,20.92,13.35,30.53,0.0,0.0,21.53,0
Neg_188,18.89,31.48,28.02,12.54,31.35,32.51,20.48,29.86,54.27,20.08,16.47,18.03,16.51,15.73,31.35,12.08,32.22,19.2,0.0,65.01,0
Neg_184,14.84,47.66,26.46,12.84,31.44,27.01,23.68,78.65,33.03,38.62,14.23,13.14,25.66,29.97,35.92,20.6,52.66,94.13,19.03,26.06,0
Neg_584,7.08,0.0,0.0,0.0,6.92,0.0,0.0,6.15,0.0,0.0,3.09,0.0,0.0,0.0,6.92,9.38,6.15,0.0,0.0,5.08,0
Neg_2423,13.17,8.54,0.0,13.77,12.34,7.25,0.0,8.68,10.17,20.03,22.32,0.0,0.0,0.0,15.55,9.59,25.42,0.0,15.55,18.65,0
Neg_2699,20.29,13.24,0.0,33.33,19.32,19.62,5.5,24.12,0.0,0.0,6.63,17.82,0.0,0.0,25.41,7.71,10.41,0.0,0.0,15.53,0
Neg_147,26.67,21.77,41.4,38.53,32.25,76.01,31.33,16.15,65.69,31.69,13.99,38.78,23.99,21.52,32.83,11.51,30.86,0.0,21.59,15.99,0
Neg_1376,12.2,14.43,23.55,19.87,20.51,22.44,38.24,21.7,0.0,18.73,10.07,24.77,0.0,15.45,16.77,19.28,14.67,0.0,26.12,10.51,0
Neg_2589,28.75,34.22,12.88,56.21,27.05,26.02,35.5,30.15,0.0,27.93,11.36,14.53,30.21,0.0,24.65,16.09,10.4,47.82,24.31,19.8,0
Neg_2501,7.12,11.45,0.0,26.89,0.0,13.63,19.4,15.86,0.0,0.0,42.11,32.49,0.0,0.0,7.38,13.07,22.58,29.93,0.0,14.09,0
Neg_288,10.93,13.15,25.51,19.94,0.0,0.0,24.27,40.52,32.69,23.06,9.91,36.73,32.69,14.94,20.19,8.36,35.31,43.27,24.98,11.42,0
Neg_982,17.1,21.31,79.23,18.3,40.6,21.4,17.61,16.24,37.26,41.5,15.83,36.95,0.0,24.46,19.9,23.14,41.33,0.0,31.7,15.55,0
Neg_511,9.91,16.64,30.66,32.92,0.0,21.28,26.34,15.46,26.34,50.98,8.28,54.4,35.89,31.61,19.78,20.49,44.18,0.0,31.82,19.73,0
Neg_1308,16.4,33.02,19.62,23.02,31.77,24.27,13.48,20.68,0.0,25.63,11.16,14.33,33.02,14.04,40.52,12.07,13.58,0.0,17.11,25.35,0
Neg_125,31.35,20.16,16.14,20.97,11.09,0.0,25.3,24.05,12.68,7.94,10.85,28.11,0.0,15.94,24.05,13.31,11.49,0.0,19.46,17.73,0
Neg_564,14.0,12.96,0.0,49.5,66.58,38.9,41.1,29.63,56.17,42.13,14.39,8.04,44.94,33.12,32.44,70.88,27.82,45.3,26.06,17.57,0
Neg_2039,29.77,13.22,27.18,16.94,17.46,27.7,33.75,0.0,42.05,27.72,12.12,41.92,58.07,27.62,17.95,16.22,46.72,56.8,23.84,17.27,0
Neg_1237,6.65,16.09,0.0,0.0,21.04,14.0,0.0,10.87,11.91,14.78,8.29,0.0,0.0,12.7,0.0,0.0,7.9,17.57,0.0,7.14,0
