,formula_C,formula_H,formula_N,formula_O,formula_S,y
NP04803,170,269,47,61,5,1
NP06923,89,132,24,32,0,1
NP04694,81,121,21,21,0,1
NP01905,55,74,18,17,2,1
NP07102,87,130,24,28,1,1
NP04220,143,232,42,55,0,1
NP06794,167,263,45,61,1,1
NP06193,182,289,45,62,2,1
NP11352,342,522,90,107,7,1
NP07659,186,284,50,57,2,1
NP07217,71,104,20,20,0,1
NP06221,201,310,52,71,2,1
NP02644,84,117,19,19,1,1
NP04807,151,233,47,51,5,1
NP08519,54,85,13,21,0,1
NP07423,69,112,20,22,1,1
NP03854,466,742,150,143,4,1
NP05739,189,316,56,54,0,1
NP07825,69,110,22,15,0,1
NP06922,60,97,17,20,0,1
NP11149,399,639,121,131,14,1
NP07969,88,122,18,25,0,1
NP03476,77,108,18,41,0,1
NP11398,376,623,107,109,6,1
NP06078,63,105,17,17,0,1
NP05764,121,202,32,30,0,1
NP00850,53,68,14,21,0,1
NP03810,177,259,45,52,2,1
NP07095,66,101,21,23,0,1
NP05540,466,770,136,148,2,1
NP05514,142,235,45,39,0,1
NP06895,75,125,23,23,0,1
NP10723,58,87,13,17,1,1
NP09536,151,221,39,55,0,1
NP00776,58,92,14,16,2,1
NP03795,288,461,87,83,1,1
NP09906,67,91,19,21,0,1
NP11106,363,573,109,121,16,1
NP05789,225,335,55,53,4,1
NP08721,49,80,14,16,0,1
NP10756,60,92,16,13,1,1
NP02949,94,158,32,30,0,1
NP08551,416,680,128,127,1,1
NP11076,69,98,16,19,2,1
NP06084,58,107,15,15,0,1
NP04661,429,645,123,121,1,1
NP06696,151,253,47,43,3,1
NP07706,187,289,57,53,1,1
NP09301,67,104,16,16,1,1
NP05130,177,267,43,55,0,1
NP07932,94,163,27,31,0,1
NP05743,120,208,36,37,0,1
NP07455,66,112,24,28,0,1
NP10630,90,140,24,30,1,1
NP04767,172,277,51,54,3,1
NP04424,203,330,62,54,1,1
NP09415,102,148,24,36,1,1
NP05023,117,186,32,38,4,1
NP06998,67,110,22,22,0,1
NP01307,388,575,91,113,8,1
NP08712,49,81,15,17,0,1
NP11360,351,544,96,102,5,1
NP05225,72,100,16,18,0,1
NP07337,75,101,19,24,0,1
NP01339,365,569,101,107,8,1
NP11366,258,405,73,73,4,1
NP06570,79,112,22,19,0,1
NP08080,158,230,42,48,0,1
NP04210,344,524,108,120,2,1
NP01536,110,168,34,30,1,1
NP06072,65,96,20,20,0,1
NP05037,331,518,94,101,7,1
NP07292,52,78,12,21,0,1
NP07808,92,136,26,24,0,1
NP02911,86,132,22,26,1,1
NP06400,93,142,26,29,0,1
NP04286,167,243,43,52,1,1
NP11078,225,350,62,76,1,1
NP11251,88,135,25,37,0,1
NP06545,81,111,23,20,0,1
NP09337,65,96,20,18,0,1
NP07166,123,159,29,35,4,1
NP07429,73,117,19,22,0,1
NP06898,82,145,27,26,1,1
NP07272,87,147,23,31,1,1
NP03716,61,93,15,16,0,1
NP07236,106,148,28,31,0,1
NP01400,177,279,47,57,2,1
NP06964,57,96,18,16,1,1
NP06749,373,607,117,119,0,1
NP04811,100,150,28,28,4,1
NP04871,102,158,30,34,5,1
NP05088,66,107,23,22,1,1
NP09695,79,119,23,24,1,1
NP07591,102,163,29,34,0,1
NP07242,77,121,21,20,0,1
NP07679,189,280,54,57,0,1
NP05172,109,182,36,35,5,1
NP04180,122,204,34,32,1,1
NP10812,200,321,59,65,0,1
NP06711,154,251,49,50,2,1
NP05166,230,379,69,79,9,1
NP04870,77,115,21,18,4,1
NP09204,95,139,21,33,1,1
NP09659,81,122,24,25,1,1
NP05202,216,332,66,55,3,1
NP00048,243,383,77,76,4,1
NP07546,144,223,37,52,0,1
NP01832,97,154,34,36,2,1
NP00037,422,669,105,131,2,1
NP05034,203,319,67,63,2,1
NP08700,47,78,14,16,0,1
NP07017,156,243,45,61,1,1
NP03208,64,93,17,18,0,1
NP03601,97,150,30,28,2,1
NP03600,148,211,41,39,0,1
NP06150,304,457,91,95,0,1
NP01244,335,516,90,120,7,1
NP09110,96,138,30,25,1,1
NP01724,85,138,32,22,0,1
NP09018,101,152,24,34,0,1
NP00759,89,128,22,29,0,1
NP10994,55,84,16,14,1,1
NP03491,67,97,17,16,0,1
NP02643,61,103,15,19,1,1
NP06920,62,109,19,20,1,1
NP02813,53,77,15,16,0,1
NP09675,86,126,22,25,1,1
NP08186,58,95,15,24,0,1
NP09661,80,121,23,25,1,1
NP06409,104,151,25,28,0,1
NP10955,49,76,16,14,1,1
NP07000,65,111,21,19,2,1
NP03950,337,536,100,101,3,1
NP06296,94,144,20,32,3,1
NP09593,67,97,19,19,0,1
NP07076,62,92,16,21,1,1
NP04651,317,505,97,94,2,1
NP05395,67,108,18,22,0,1
NP09053,413,633,111,130,3,1
NP01746,50,78,12,16,0,1
NP09714,73,108,22,24,1,1
NP03828,126,218,36,34,2,1
NP04274,194,297,55,61,2,1
NP04230,134,218,36,49,4,1
NP08949,59,95,15,13,0,1
NP05159,286,436,86,86,3,1
NP09040,430,673,123,136,2,1
NP02109,90,143,27,38,0,1
NP04662,422,654,134,120,1,1
NP01801,166,275,53,50,2,1
NP00905,90,130,24,23,2,1
NP08575,68,99,17,22,1,1
NP07596,197,296,54,57,0,1
NP08465,78,104,18,26,0,1
NP08609,71,107,17,18,0,1
NP01678,208,316,56,82,0,1
NP09003,255,394,64,89,0,1
NP06154,227,362,68,85,12,1
NP00784,68,110,18,19,1,1
NP05724,95,150,32,23,0,1
NP08959,53,85,15,15,1,1
NP00060,111,175,35,28,0,1
NP03480,59,90,18,19,1,1
NP05036,85,136,24,25,2,1
NP08679,57,92,16,15,0,1
NP02539,78,133,21,20,2,1
NP09776,71,101,19,17,1,1
NP05522,383,609,119,127,4,1
NP07490,177,274,46,61,2,1
NP09798,356,576,112,118,14,1
NP04657,320,504,96,93,2,1
NP02938,57,89,15,20,1,1
NP02056,54,80,14,27,0,1
NP07936,125,195,39,48,2,1
NP05177,102,184,34,30,5,1
NP05531,102,160,30,34,1,1
NP04794,151,253,51,47,3,1
NP02447,163,245,45,55,0,1
NP05116,114,181,31,37,5,1
NP06949,60,92,18,19,0,1
NP04339,150,226,42,50,0,1
NP02591,119,187,35,39,7,1
NP01862,234,405,79,69,9,1
NP04631,286,449,83,88,2,1
NP06009,63,116,16,16,0,1
NP07160,46,64,14,16,0,1
NP09758,77,115,21,21,0,1
NP01518,76,113,19,20,2,1
NP11304,375,614,102,112,4,1
NP02691,54,84,18,19,0,1
NP09929,208,335,63,68,2,1
NP07013,70,115,21,21,0,1
NP03777,143,213,43,43,0,1
NP00901,70,118,18,25,0,1
NP06728,177,282,52,55,3,1
NP07809,101,152,32,37,0,1
NP05687,55,82,12,16,0,1
NP04200,225,341,59,66,1,1
NP09106,90,128,26,26,1,1
NP06707,141,234,42,46,3,1
NP03587,91,127,23,30,0,1
NP02972,59,99,19,17,2,1
NP04949,156,229,41,41,2,1
NP00894,87,125,23,23,2,1
NP11293,379,612,112,108,4,1
NP01891,93,132,22,27,0,1
NP01968,285,440,72,106,1,1
NP06844,147,210,40,39,0,1
NP03887,117,194,36,38,1,1
NP07578,154,233,43,48,1,1
NP01924,76,116,28,18,0,1
NP04279,155,229,41,48,1,1
NP10788,79,127,23,28,1,1
NP07550,163,259,39,56,0,1
NP09414,129,205,35,39,1,1
NP09440,73,109,19,19,0,1
NP09285,96,143,23,32,0,1
NP04649,52,88,14,20,0,1
NP09904,228,393,75,64,3,1
NP01077,142,207,37,45,0,1
NP06754,62,89,27,22,0,1
NP00710,104,152,26,28,1,1
NP02003,405,628,116,161,1,1
NP00768,84,123,21,25,0,1
NP08906,52,84,14,14,0,1
NP02924,103,158,30,34,1,1
NP10832,74,121,19,20,1,1
NP07137,67,108,22,21,0,1
NP05534,463,750,132,141,3,1
NP07640,199,286,56,58,0,1
NP00817,102,149,29,31,0,1
NP06889,103,162,32,33,1,1
NP08461,59,94,18,23,0,1
NP06551,62,91,17,14,0,1
NP08512,56,82,14,18,0,1
NP03756,74,110,18,14,2,1
NP05838,60,86,16,15,0,1
NP08586,83,126,24,25,1,1
NP11375,384,622,108,114,8,1
NP07424,113,180,30,43,1,1
NP03768,135,207,41,40,0,1
NP01068,102,149,23,31,1,1
NP09919,187,319,55,51,0,1
NP06224,139,207,37,53,1,1
NP09052,385,593,109,119,2,1
NP09792,398,653,121,128,12,1
NP01969,301,470,84,107,2,1
NP06644,110,189,37,34,4,1
NP03788,275,437,77,92,1,1
NP06170,91,134,22,27,0,1
NP08451,70,104,18,25,1,1
NP05195,156,255,47,46,2,1
NP01253,142,238,42,48,0,1
NP09764,152,231,43,51,1,1
NP01794,157,262,46,53,4,1
NP06199,55,89,15,16,1,1
NP07027,293,464,90,88,5,1
NP05048,332,518,96,102,7,1
NP09355,114,186,28,39,1,1
NP08569,202,334,56,58,2,1
NP09948,142,211,37,47,0,1
NP01739,52,90,16,20,0,1
NP06867,61,96,14,21,1,1
NP02592,122,175,31,42,5,1
NP07063,85,124,20,27,0,1
NP06411,103,152,24,28,0,1
NP09353,225,374,70,68,2,1
NP08422,69,103,19,25,0,1
NP01963,104,164,32,27,1,1
NP06023,80,114,26,19,0,1
NP01795,163,268,50,50,2,1
NP10755,64,96,18,13,1,1
NP03536,59,91,19,16,0,1
NP01357,55,82,14,19,0,1
NP10350,121,187,39,38,2,1
NP04363,166,252,42,57,0,1
NP02596,116,179,31,40,5,1
NP06954,88,135,25,24,0,1
NP08265,94,147,23,34,0,1
NP08542,158,241,43,57,0,1
NP04817,92,130,30,22,0,1
NP04755,123,182,32,40,4,1
NP02645,99,153,25,34,0,1
NP08568,202,325,61,54,1,1
NP11395,357,562,112,109,6,1
NP03089,49,78,16,13,0,1
NP06055,63,99,17,18,1,1
NP10256,237,374,54,60,4,1
NP09683,79,120,22,25,1,1
NP07030,309,506,94,97,6,1
NP11358,351,541,95,101,5,1
NP05020,115,192,38,35,4,1
NP10383,147,230,42,49,3,1
NP04756,129,210,32,41,4,1
NP00800,63,84,18,18,0,1
NP08622,74,126,20,21,0,1
NP07196,92,127,35,26,0,1
NP08262,86,138,24,30,0,1
NP06079,47,74,16,15,0,1
NP08454,213,341,67,71,0,1
NP01178,62,89,15,16,0,1
NP05536,457,757,133,142,1,1
NP06161,69,117,17,26,0,1
NP10819,138,216,40,41,0,1
NP05843,70,109,17,20,0,1
NP06165,76,109,21,21,0,1
NP08458,104,130,24,31,0,1
NP01784,64,94,18,21,0,1
NP07687,193,291,57,55,0,1
NP09591,106,163,35,27,0,1
NP09590,72,99,17,18,1,1
NP06235,80,121,25,40,0,1
NP06845,139,212,42,38,0,1
NP09827,175,272,46,54,1,1
NP04734,146,210,32,37,4,1
NP01409,113,193,37,34,4,1
NP07493,222,360,64,72,1,1
NP09371,89,135,31,27,0,1
NP05493,140,237,45,40,0,1
NP11362,355,549,95,100,5,1
NP05043,338,525,95,100,7,1
NP01743,63,91,13,20,0,1
NP06299,81,114,24,20,0,1
NP02344,62,85,17,20,0,1
NP05105,123,190,28,36,5,1
NP04050,94,172,26,26,1,1
NP07210,107,173,33,34,0,1
NP04353,173,262,44,56,0,1
NP07705,192,294,54,53,0,1
NP03124,252,408,82,81,0,1
NP07094,70,102,24,26,1,1
NP01809,206,348,72,67,4,1
NP02244,62,101,15,21,0,1
NP11284,337,556,98,96,8,1
NP10977,78,113,21,17,0,1
NP07347,61,91,15,19,1,1
NP07032,98,149,25,28,0,1
NP09416,74,124,18,21,1,1
NP01649,79,122,22,20,0,1
NP02696,75,114,22,28,0,1
NP06667,93,169,31,26,0,1
NP05106,121,186,28,36,4,1
NP02684,134,220,42,47,0,1
NP11031,115,176,34,45,0,1
NP06690,114,195,33,33,3,1
NP10594,464,748,140,140,1,1
NP09464,92,146,32,34,0,1
NP03784,257,410,68,89,0,1
NP10358,50,83,17,19,0,1
NP05104,126,196,28,41,4,1
NP00353,205,308,58,62,2,1
NP05380,112,185,35,38,0,1
NP09149,338,520,102,109,4,1
NP05486,100,166,32,30,0,1
NP09475,142,214,36,53,0,1
NP06548,53,83,17,13,0,1
NP07894,83,121,19,30,0,1
NP06899,110,174,30,54,0,1
NP06989,60,98,18,18,0,1
NP01474,341,469,93,103,2,1
NP01732,52,78,14,16,0,1
NP07139,60,94,18,15,0,1
NP08450,65,90,16,23,0,1
NP06693,210,345,73,62,2,1
NP03802,174,258,42,53,2,1
NP08669,100,157,33,35,0,1
NP09397,66,98,18,16,0,1
NP02020,185,303,55,74,0,1
NP05856,79,128,28,28,2,1
NP06643,97,162,28,29,5,1
NP08517,52,83,13,19,0,1
NP02699,75,119,23,27,0,1
NP04772,147,223,39,58,3,1
NP04894,97,144,24,37,4,1
NP02000,78,120,24,35,0,1
NP10786,54,89,19,15,1,1
NP05756,107,174,30,31,2,1
NP06348,84,134,20,29,0,1
NP04175,131,188,36,34,0,1
NP07451,67,103,19,17,0,1
NP04673,337,515,99,98,2,1
NP01621,79,112,20,21,0,1
NP07115,65,104,18,13,0,1
NP01728,45,71,11,16,1,1
NP10827,68,109,19,19,1,1
NP06945,69,111,21,18,0,1
NP04304,185,274,54,59,0,1
NP04655,446,683,135,126,2,1
NP07907,50,82,12,21,1,1
NP08251,317,507,91,110,6,1
NP08256,164,253,43,49,1,1
NP08491,223,354,66,68,1,1
NP10627,62,94,16,16,1,1
NP07384,47,79,17,21,0,1
NP02950,86,137,27,28,0,1
NP06329,84,122,22,31,0,1
NP09766,161,244,48,54,2,1
NP03418,93,154,26,27,1,1
NP01193,64,101,19,18,0,1
NP00954,82,127,27,26,0,1
NP03522,79,129,23,26,0,1
NP01393,396,597,109,115,9,1
NP08155,162,265,49,61,1,1
NP06793,167,260,44,58,0,1
NP11299,385,630,118,108,5,1
NP02846,53,86,14,14,0,1
NP07240,80,121,19,30,0,1
NP06550,60,97,17,15,0,1
NP02650,140,209,35,45,2,1
NP01241,185,304,68,43,1,1
NP08994,207,315,59,60,3,1
NP04671,337,528,102,102,3,1
NP07228,119,185,37,48,0,1
NP09676,71,106,20,24,1,1
NP07047,49,71,11,16,2,1
NP10697,175,283,51,53,1,1
NP04795,117,180,30,43,4,1
NP11300,400,654,124,118,4,1
NP04834,105,167,25,33,5,1
NP03456,90,132,22,30,0,1
NP04813,93,144,28,28,5,1
NP04667,295,467,87,83,5,1
NP03106,49,79,15,17,1,1
NP03090,72,111,21,20,0,1
NP05158,170,253,51,61,4,1
NP10646,59,100,20,16,1,1
NP04754,104,162,26,36,5,1
NP02521,90,144,22,25,0,1
NP07906,82,131,21,33,0,1
NP01430,264,428,74,80,1,1
NP01827,147,238,46,47,2,1
NP05207,151,236,44,41,2,1
NP05109,146,240,44,46,2,1
NP02573,376,622,132,111,4,1
NP07893,58,101,23,15,0,1
NP10031,76,103,17,27,1,1
NP03832,99,176,28,27,1,1
NP10352,131,200,38,35,2,1
NP08259,76,108,20,25,0,1
NP00939,55,83,15,18,0,1
NP09866,69,100,16,25,0,1
NP10273,140,213,41,42,2,1
NP07222,77,119,23,27,0,1
NP10269,155,233,43,40,2,1
NP07419,66,111,21,21,0,1
NP05322,404,657,129,135,1,1
NP01239,185,298,68,42,1,1
NP01256,169,279,51,55,2,1
NP00775,56,84,16,19,0,1
NP02550,189,292,50,58,5,1
NP07286,116,175,25,43,1,1
NP08656,59,102,18,13,1,1
NP05411,83,127,23,33,0,1
NP04479,145,234,42,42,1,1
NP04765,134,209,41,39,3,1
NP01729,59,84,14,16,0,1
NP10597,377,592,112,122,2,1
NP08907,51,82,14,14,1,1
NP01041,62,88,16,17,1,1
NP01050,77,105,21,20,2,1
NP06648,185,305,57,51,2,1
NP06333,65,97,19,22,0,1
NP06554,88,125,25,23,0,1
NP08694,89,147,23,22,0,1
NP04355,169,254,42,53,0,1
NP11021,217,349,61,71,2,1
NP05002,184,273,51,48,2,1
NP11073,64,87,13,18,2,1
NP02669,68,98,18,17,0,1
NP06890,70,115,21,23,0,1
NP11239,217,339,55,68,1,1
NP04043,113,176,30,29,0,1
NP10148,105,165,23,24,0,1
NP11119,164,266,48,52,1,1
NP07913,424,683,117,137,0,1
NP02015,91,143,25,39,1,1
NP04348,155,234,44,52,1,1
NP06173,59,93,15,21,1,1
NP03455,69,115,23,21,0,1
NP07654,193,276,50,58,0,1
NP07426,73,116,18,30,1,1
NP07957,172,271,53,48,0,1
NP07944,156,230,42,48,1,1
NP06195,111,190,32,33,1,1
NP11068,59,80,14,16,2,1
NP11294,375,608,110,110,5,1
NP01619,59,86,14,15,0,1
NP06053,86,124,26,27,0,1
NP04729,122,191,35,41,2,1
NP02523,81,130,24,25,0,1
NP04354,165,254,44,55,1,1
NP08862,53,87,15,15,0,1
NP05751,68,96,18,19,0,1
NP05765,146,234,42,53,2,1
NP07320,79,105,21,21,0,1
NP07442,56,91,15,16,0,1
NP04846,93,147,27,33,4,1
NP05818,70,114,20,18,0,1
NP07356,70,94,20,21,0,1
NP07448,109,175,35,37,1,1
NP04933,155,229,39,40,3,1
NP02827,55,80,16,14,0,1
NP04057,89,161,25,25,1,1
NP05694,77,134,18,19,0,1
NP09360,116,179,37,38,1,1
NP09740,72,104,18,20,0,1
NP01198,61,97,17,16,0,1
NP07343,62,94,16,20,2,1
NP09002,207,316,58,58,2,1
NP02969,57,95,19,17,2,1
NP04824,165,252,44,44,3,1
NP01396,410,644,114,129,8,1
NP07148,54,86,14,16,0,1
NP02543,107,156,26,34,5,1
NP04342,181,280,46,61,0,1
NP11252,150,250,50,52,0,1
NP04284,151,226,40,47,0,1
NP04250,153,226,38,48,1,1
NP07332,140,200,30,40,0,1
NP08154,181,293,55,69,1,1
NP04916,149,221,39,44,2,1
NP07326,166,261,51,51,3,1
NP03858,460,734,150,143,3,1
NP04851,92,148,30,33,4,1
NP03534,155,234,40,44,0,1
NP11301,385,627,109,112,6,1
NP00605,53,80,12,17,0,1
NP00945,62,95,17,18,0,1
NP10896,48,77,15,16,2,1
NP04294,148,233,39,49,0,1
NP09869,220,386,74,67,0,1
NP06877,127,169,33,36,2,1
NP04917,149,224,40,42,2,1
NP08467,74,105,19,25,0,1
NP06326,64,111,17,23,1,1
NP00874,58,76,16,17,0,1
NP07901,95,145,27,33,1,1
NP01382,396,621,113,118,7,1
NP04367,158,246,48,50,3,1
NP08163,96,147,21,38,2,1
NP04641,351,537,101,108,4,1
NP11336,475,785,153,133,6,1
NP05758,158,226,44,49,0,1
NP07469,129,213,37,30,1,1
NP06292,131,186,28,44,2,1
NP08296,68,94,18,24,0,1
NP00359,255,402,72,79,2,1
NP11156,394,627,119,134,15,1
NP06049,68,96,20,21,0,1
NP11007,63,80,14,24,0,1
NP04706,214,327,57,80,0,1
NP05945,52,81,17,23,0,1
NP02005,152,230,36,67,0,1
NP01490,332,533,103,107,10,1
NP02962,85,131,23,32,0,1
NP00769,52,78,12,17,0,1
NP04041,103,160,26,25,1,1
NP06855,96,135,25,22,0,1
NP05007,160,238,40,41,2,1
NP08783,112,186,32,34,0,1
NP06941,124,149,23,39,0,1
NP04358,167,255,43,55,1,1
NP07352,67,93,13,21,0,1
NP01021,81,119,27,25,0,1
NP03518,67,111,19,19,0,1
NP01470,353,485,97,105,0,1
NP09767,86,118,22,24,0,1
NP02029,357,569,107,116,0,1
NP08668,96,144,24,38,1,1
NP09772,68,99,17,18,0,1
NP05502,134,222,44,42,2,1
NP07246,54,94,20,17,0,1
NP01863,59,90,16,15,1,1
NP07964,153,262,52,43,1,1
NP02298,370,620,106,117,5,1
NP03193,60,93,17,18,1,1
NP09156,357,552,112,117,5,1
NP02129,139,213,43,57,0,1
NP11005,88,110,16,26,1,1
NP02529,71,121,19,20,0,1
NP11292,503,811,141,140,4,1
NP08543,142,228,42,58,0,1
NP09404,85,123,23,27,0,1
NP06397,105,153,25,28,0,1
NP09595,69,97,19,18,0,1
NP04664,350,549,103,106,4,1
NP05740,192,321,57,57,0,1
NP02647,101,147,31,22,0,1
NP03481,80,124,24,32,0,1
NP10947,59,100,22,16,2,1
NP05886,103,162,36,35,0,1
NP04648,338,532,100,102,3,1
NP07512,69,114,20,19,0,1
NP06658,69,115,17,15,1,1
NP02160,104,172,32,33,0,1
NP00830,55,78,18,16,0,1
NP04207,345,551,109,117,2,1
NP05087,78,126,24,23,0,1
NP07042,83,124,22,26,0,1
NP08200,60,92,20,31,1,1
NP01317,102,164,30,44,0,1
NP06115,368,569,107,116,13,1
NP04957,149,230,46,44,2,1
NP09896,194,325,57,56,2,1
NP07736,74,105,21,22,0,1
NP09750,83,123,23,24,1,1
NP01319,381,582,102,114,10,1
NP11127,178,285,55,57,4,1
NP04073,65,88,18,19,0,1
NP08995,210,315,59,58,1,1
NP08152,155,261,49,48,1,1
NP07360,168,264,50,55,1,1
NP07489,147,245,43,55,3,1
NP05067,324,510,94,103,6,1
NP02702,74,117,23,28,0,1
NP01539,126,186,36,32,2,1
NP01385,406,632,116,114,11,1
NP04637,320,498,96,101,2,1
NP07182,100,128,28,25,1,1
NP04691,78,116,20,20,0,1
NP11046,52,83,11,22,0,1
NP09958,214,344,60,73,0,1
NP03830,113,186,26,28,0,1
NP09264,132,223,45,42,0,1
NP05182,113,183,35,39,4,1
NP05436,125,215,35,47,0,1
NP09036,115,161,35,33,2,1
NP07504,92,150,24,38,2,1
NP06371,323,513,111,97,0,1
NP06832,140,216,44,37,0,1
NP11160,401,640,124,136,16,1
NP06753,58,82,26,21,0,1
NP10739,66,107,19,15,1,1
NP07257,74,117,23,25,0,1
NP08578,66,100,18,20,0,1
NP06050,78,116,20,29,0,1
NP08466,73,108,20,23,0,1
NP07588,210,327,57,59,0,1
NP08263,72,107,19,23,0,1
NP07195,84,115,31,23,0,1
NP05143,144,251,51,44,5,1
NP11350,346,522,88,109,5,1
NP01296,71,110,24,28,0,1
NP11244,127,207,45,55,0,1
NP08162,96,147,21,38,0,1
NP05693,106,177,29,28,0,1
NP09438,173,266,48,60,3,1
NP03131,111,170,34,28,1,1
NP05434,426,672,120,132,4,1
NP01511,64,94,18,15,1,1
NP01892,134,192,30,45,1,1
NP07207,63,90,16,23,0,1
NP06166,66,98,20,19,0,1
NP06047,93,131,27,33,0,1
NP06915,81,126,24,26,0,1
NP08468,155,233,43,44,0,1
NP04222,142,218,40,59,0,1
NP09853,206,339,59,64,1,1
NP00356,196,301,57,56,2,1
NP09957,254,394,66,83,0,1
NP04792,171,284,54,53,5,1
NP07456,66,105,21,19,0,1
NP06186,377,591,103,110,4,1
NP08449,64,99,17,23,1,1
NP08055,77,123,23,24,0,1
NP11374,378,616,106,114,4,1
NP06683,151,235,37,52,2,1
NP06318,202,338,64,67,1,1
NP07739,60,88,22,18,0,1
NP03687,60,94,16,15,0,1
NP01410,113,197,33,35,3,1
NP08504,55,71,13,18,0,1
NP02524,73,123,21,20,0,1
NP07020,62,105,21,18,0,1
NP07525,69,118,20,18,0,1
NP04020,242,377,65,76,3,1
NP08082,146,224,42,47,0,1
NP06874,80,134,20,30,2,1
NP00712,91,129,21,29,0,1
NP03837,118,193,33,33,0,1
NP05696,104,177,33,34,1,1
NP10730,76,116,18,36,0,1
NP06897,95,154,32,33,1,1
NP05173,120,191,31,33,4,1
NP07471,59,94,16,20,2,1
NP01347,379,581,101,114,7,1
NP07308,113,187,31,32,0,1
NP01810,170,277,51,55,4,1
NP07008,108,157,31,29,1,1
NP08576,67,103,17,23,1,1
NP08541,152,239,47,50,1,1
NP05134,180,264,48,53,0,1
NP06046,94,162,28,29,1,1
NP04745,113,181,29,33,4,1
NP06888,79,135,23,20,0,1
NP05162,269,431,77,85,8,1
NP01398,282,435,75,83,3,1
NP00606,105,151,23,28,0,1
NP00664,106,148,24,26,0,1
NP02159,212,339,59,72,1,1
NP05381,105,162,30,26,4,1
NP02783,48,80,18,15,0,1
NP04374,213,344,64,65,1,1
NP06567,70,110,20,16,0,1
NP08811,52,93,15,17,1,1
NP01544,81,127,21,29,0,1
NP01961,107,173,37,26,1,1
NP01209,56,85,15,17,0,1
NP09872,204,333,61,67,3,1
NP01424,86,149,23,29,0,1
NP01418,85,146,22,28,0,1
NP08496,56,73,13,15,0,1
NP09799,381,616,112,132,13,1
NP07353,108,143,27,30,0,1
NP07428,80,135,25,23,2,1
NP09338,67,98,22,19,0,1
NP01786,165,263,51,51,2,1
NP04878,103,160,30,34,4,1
NP08332,56,72,14,17,0,1
NP10785,55,89,15,19,0,1
NP09246,53,89,13,20,0,1
NP04639,354,551,107,107,4,1
NP00887,63,91,17,15,0,1
NP02484,432,670,130,136,3,1
NP07205,135,210,38,36,2,1
NP08962,148,221,37,46,0,1
NP04959,154,240,42,42,3,1
NP07334,78,114,18,22,0,1
NP01722,62,92,18,16,0,1
NP04771,170,273,51,61,5,1
NP01471,356,492,96,108,1,1
NP06747,459,770,146,143,5,1
NP05144,119,191,29,39,3,1
NP05086,104,167,35,32,2,1
NP03421,67,111,19,20,0,1
NP08619,59,89,15,13,0,1
NP07245,69,113,23,16,0,1
NP11328,457,764,138,126,4,1
NP04796,126,214,38,43,2,1
NP01758,57,93,15,16,1,1
NP06868,85,122,22,26,0,1
NP02031,62,79,13,21,0,1
NP06105,113,191,35,40,0,1
NP08474,70,96,14,25,0,1
NP08837,53,86,14,13,0,1
NP06613,179,304,60,50,3,1
NP07287,62,100,14,25,3,1
NP03423,67,106,16,16,0,1
NP00599,76,104,18,20,2,1
NP07330,108,157,25,31,1,1
NP01879,62,108,18,14,1,1
NP06176,171,267,43,56,0,1
NP00281,135,203,37,45,2,1
NP07600,190,288,52,56,0,1
NP07948,117,172,26,36,1,1
NP06662,93,165,31,29,0,1
NP01720,104,159,27,24,1,1
NP02232,126,204,34,39,1,1
NP05941,49,84,20,14,2,1
NP09380,92,154,30,39,0,1
NP09368,79,122,26,24,0,1
NP04720,134,208,36,40,4,1
NP03234,79,124,26,25,0,1
NP07480,108,182,30,45,2,1
NP03533,177,277,51,55,0,1
NP02067,132,209,47,49,0,1
NP07171,107,144,30,29,3,1
NP07625,201,307,49,53,1,1
NP09863,65,104,22,26,0,1
NP03695,64,92,16,15,0,1
NP04292,168,253,47,55,0,1
NP01428,262,422,76,78,2,1
NP10942,48,78,14,14,3,1
NP07519,67,109,19,17,0,1
NP07150,102,133,29,30,0,1
NP03043,80,128,22,24,1,1
NP07256,86,129,25,24,1,1
NP04468,146,234,40,44,2,1
NP03804,170,251,45,50,1,1
NP06405,106,163,31,33,1,1
NP05165,225,389,63,78,13,1
NP09028,101,153,23,38,1,1
NP04404,222,361,65,73,0,1
NP08151,48,80,16,20,0,1
NP09746,74,107,19,24,0,1
NP05656,450,725,115,137,3,1
NP01405,160,244,42,48,1,1
NP06222,64,89,17,15,0,1
NP10737,59,86,14,19,1,1
NP00756,51,81,17,19,0,1
NP01358,370,571,103,112,8,1
NP10626,115,179,27,39,1,1
NP07461,48,84,16,17,0,1
NP02624,56,93,17,15,0,1
NP01342,368,560,96,109,8,1
NP04051,87,158,24,24,1,1
NP02450,133,212,36,43,0,1
NP07018,75,124,22,23,2,1
NP07481,123,182,34,40,1,1
NP02443,185,314,50,69,1,1
NP01526,62,86,18,16,1,1
NP02690,53,80,14,18,0,1
NP05483,228,349,73,79,1,1
NP09781,99,149,27,35,0,1
NP08476,73,101,19,23,0,1
NP04713,129,199,37,39,3,1
NP07529,76,122,22,21,0,1
NP02103,141,217,37,70,0,1
NP05325,257,395,75,79,0,1
NP07120,51,92,18,14,2,1
NP04730,92,143,21,33,4,1
NP01534,130,203,37,32,2,1
NP05895,67,102,24,19,1,1
NP00338,61,91,17,17,0,1
NP08408,62,91,17,21,1,1
NP00780,117,179,29,30,1,1
NP09877,62,111,19,19,0,1
NP08552,408,674,126,126,2,1
NP07276,51,93,15,13,2,1
NP01465,295,487,89,86,3,1
