,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,y
peptide_pm_241,-0.26,0.0,0.0,0.0,-0.26,-0.26,0.0,-0.26,-0.529,-0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.388,-0.26,0.0,1
peptide_pm_242,0.0,0.0,0.0,0.0,-0.332,-0.216,-0.216,-0.216,-0.5,-0.216,0.0,0.0,-0.216,0.0,-0.411,0.0,-0.216,0.0,-0.332,-0.332,1
peptide_pm_243,-0.493,0.0,0.0,0.0,0.0,-0.323,0.0,-0.323,-0.456,-0.516,0.0,-0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.209,1
peptide_pm_244,-0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.523,-0.523,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.285,0.0,1
peptide_pm_245,-0.367,0.0,0.0,0.0,-0.292,-0.423,-0.423,-0.423,-0.292,-0.292,0.0,0.0,0.0,0.0,-0.367,0.0,0.0,0.0,-0.186,0.0,1
peptide_pm_246,0.0,-0.5,0.0,0.0,-0.375,-0.375,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,-0.524,0.0,0.0,-0.25,0.0,-0.25,1
peptide_pm_247,-0.203,0.0,0.0,0.0,-0.392,-0.203,-0.447,-0.392,-0.203,-0.203,0.0,0.0,-0.203,0.0,-0.314,0.0,-0.314,-0.392,0.0,0.0,1
peptide_pm_248,-0.367,0.0,-0.186,0.0,-0.367,-0.367,0.0,-0.186,-0.423,-0.423,0.0,0.0,0.0,0.0,0.0,-0.423,0.0,-0.186,-0.186,0.0,1
peptide_pm_249,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.388,-0.388,-0.464,0.0,0.0,-0.26,-0.388,-0.388,-0.26,0.0,0.0,-0.26,0.0,1
peptide_pm_250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.491,-0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186,0.0,1
peptide_pm_251,0.0,-0.5,0.0,0.0,-0.25,-0.375,0.0,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,-0.524,0.0,0.0,-0.25,0.0,-0.25,1
peptide_pm_252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.511,-0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.415,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.488,-0.285,1
peptide_pm_254,0.0,-0.5,0.0,0.0,-0.25,-0.375,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,-0.524,0.0,-0.25,-0.25,0.0,-0.25,1
peptide_pm_255,-0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509,-0.509,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,-0.26,-0.26,0.0,1
peptide_pm_256,0.0,-0.516,0.0,0.0,-0.272,-0.272,0.0,0.0,0.0,-0.272,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.401,0.0,-0.272,1
peptide_pm_257,0.0,-0.47,0.0,-0.168,0.0,-0.437,0.0,0.0,-0.168,-0.168,0.0,-0.168,-0.339,0.0,-0.168,-0.168,-0.437,-0.339,-0.168,0.0,1
peptide_pm_258,-0.394,-0.266,-0.266,0.0,-0.168,-0.168,0.0,-0.168,-0.437,-0.339,-0.168,-0.339,0.0,0.0,0.0,0.0,-0.339,-0.339,0.0,0.0,1
peptide_pm_259,-0.306,0.0,0.0,-0.197,0.0,-0.383,0.0,-0.197,-0.522,-0.383,-0.306,-0.306,0.0,0.0,0.0,0.0,0.0,0.0,-0.306,0.0,1
peptide_pm_260,-0.24,0.0,-0.24,0.0,-0.363,-0.24,0.0,-0.491,-0.442,-0.24,0.0,-0.363,0.0,0.0,0.0,-0.24,0.0,-0.24,0.0,0.0,1
peptide_pm_261,-0.32,0.0,-0.156,0.0,-0.25,-0.25,0.0,-0.25,-0.524,-0.32,0.0,0.0,0.0,-0.156,0.0,-0.25,0.0,-0.453,0.0,0.0,1
peptide_pm_262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.488,-0.285,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.488,0.0,1
peptide_pm_263,-0.216,0.0,0.0,0.0,-0.216,-0.464,0.0,-0.332,-0.216,-0.411,0.0,0.0,-0.216,0.0,-0.411,-0.216,0.0,-0.411,0.0,0.0,1
peptide_pm_264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.513,-0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_265,-0.31,0.0,-0.122,-0.31,-0.2,-0.388,0.0,0.0,-0.497,-0.418,-0.122,0.0,-0.122,-0.122,-0.122,-0.26,0.0,-0.122,-0.122,-0.122,1
peptide_pm_266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.491,-0.529,0.0,0.0,-0.186,0.0,0.0,0.0,0.0,0.0,-0.186,0.0,1
peptide_pm_267,-0.411,-0.332,0.0,0.0,-0.411,0.0,0.0,-0.216,-0.411,-0.521,0.0,0.0,-0.216,0.0,0.0,-0.216,0.0,0.0,0.0,0.0,1
peptide_pm_268,0.0,0.0,0.0,0.0,-0.488,-0.285,0.0,-0.285,-0.285,-0.415,0.0,0.0,0.0,0.0,-0.415,-0.285,0.0,-0.285,-0.285,0.0,1
peptide_pm_269,-0.53,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_270,-0.375,0.0,0.0,0.0,0.0,-0.25,0.0,-0.25,-0.453,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0,0.0,1
peptide_pm_271,-0.216,-0.332,0.0,0.0,-0.411,0.0,0.0,0.0,-0.332,-0.53,0.0,0.0,-0.332,0.0,0.0,-0.332,0.0,-0.216,0.0,0.0,1
peptide_pm_272,-0.401,-0.209,0.0,-0.209,0.0,-0.209,0.0,-0.209,0.0,-0.456,0.0,0.0,0.0,-0.323,0.0,0.0,-0.401,-0.323,-0.209,-0.323,1
peptide_pm_273,-0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.513,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_274,-0.203,0.0,0.0,0.0,-0.392,-0.314,-0.447,-0.392,-0.203,-0.203,0.0,0.0,0.0,0.0,-0.314,0.0,-0.314,-0.392,0.0,0.0,1
peptide_pm_275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,1
peptide_pm_276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.529,-0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_277,-0.332,0.0,0.0,0.0,-0.216,-0.332,0.0,-0.216,-0.411,-0.464,0.0,0.0,-0.216,0.0,-0.411,-0.216,0.0,-0.332,0.0,0.0,1
peptide_pm_278,-0.431,0.0,0.0,0.0,0.0,-0.431,0.0,-0.528,-0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_279,-0.181,0.0,0.0,0.0,-0.285,0.0,-0.181,-0.181,-0.51,-0.457,0.0,0.0,0.0,0.0,0.0,-0.415,-0.359,-0.181,-0.181,0.0,1
peptide_pm_280,-0.415,0.0,0.0,0.0,-0.415,-0.285,0.0,-0.415,0.0,-0.488,0.0,0.0,-0.285,-0.285,0.0,-0.285,0.0,0.0,0.0,0.0,1
peptide_pm_281,0.0,-0.47,0.0,-0.168,0.0,-0.437,0.0,0.0,-0.168,-0.168,0.0,-0.266,-0.339,0.0,-0.168,-0.168,-0.437,-0.266,-0.168,0.0,1
peptide_pm_282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.488,-0.415,0.0,0.0,-0.488,0.0,0.0,0.0,0.0,0.0,-0.523,0.0,1
peptide_pm_284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.489,-0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.209,0.0,1
peptide_pm_285,-0.464,-0.164,-0.164,0.0,0.0,-0.164,0.0,-0.388,-0.388,-0.388,0.0,-0.164,0.0,-0.164,0.0,-0.332,-0.26,-0.164,0.0,-0.164,1
peptide_pm_286,-0.526,0.0,0.0,0.0,0.0,-0.172,0.0,0.0,-0.476,-0.476,0.0,-0.172,0.0,0.0,0.0,0.0,-0.172,-0.345,-0.172,0.0,1
peptide_pm_287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.513,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_288,0.0,0.0,0.0,0.0,-0.24,-0.363,0.0,-0.442,-0.24,-0.519,0.0,0.0,-0.363,0.0,0.0,-0.24,0.0,-0.363,0.0,0.0,1
peptide_pm_289,-0.323,0.0,0.0,0.0,0.0,-0.209,0.0,-0.209,-0.53,-0.401,-0.323,-0.323,0.0,0.0,0.0,0.0,0.0,0.0,-0.323,0.0,1
peptide_pm_290,-0.285,-0.285,-0.181,0.0,-0.181,-0.181,0.0,0.0,0.0,0.0,-0.181,-0.285,0.0,0.0,-0.51,-0.359,-0.285,-0.359,-0.181,0.0,1
peptide_pm_291,-0.25,0.0,0.0,0.0,0.0,-0.375,0.0,-0.25,-0.25,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.375,-0.25,0.0,-0.25,0.0,1
peptide_pm_292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_293,-0.285,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,0.0,-0.285,0.0,0.0,-0.285,0.0,0.0,1
peptide_pm_294,0.0,-0.415,0.0,0.0,-0.285,0.0,0.0,-0.285,-0.415,0.0,0.0,0.0,0.0,0.0,-0.488,-0.415,-0.285,0.0,0.0,-0.285,1
peptide_pm_295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.415,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.523,0.0,1
peptide_pm_296,-0.359,0.0,0.0,-0.359,-0.285,0.0,-0.181,-0.181,-0.51,-0.359,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.181,-0.181,0.0,1
peptide_pm_297,0.0,-0.528,0.0,0.0,-0.431,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.299,0.0,-0.299,1
peptide_pm_298,0.0,0.0,0.0,0.0,-0.447,0.0,0.0,0.0,-0.531,-0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.447,0.0,1
peptide_pm_299,0.0,0.0,0.0,0.0,-0.453,0.0,-0.25,-0.25,-0.531,-0.453,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,1
peptide_pm_300,0.0,0.0,0.0,0.0,-0.488,-0.285,0.0,-0.285,0.0,-0.415,0.0,0.0,0.0,-0.285,-0.415,-0.285,0.0,-0.285,-0.285,0.0,1
peptide_pm_301,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,-0.314,-0.517,-0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,1
peptide_pm_302,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,-0.388,-0.528,-0.26,0.0,-0.26,0.0,0.0,-0.26,-0.26,0.0,-0.464,0.0,0.0,1
peptide_pm_303,-0.359,0.0,0.0,0.0,-0.181,0.0,0.0,-0.285,-0.51,-0.285,0.0,0.0,-0.181,0.0,0.0,-0.415,-0.359,-0.285,-0.181,0.0,1
peptide_pm_304,0.0,-0.5,0.0,0.0,-0.25,-0.375,0.0,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,-0.524,0.0,0.0,-0.25,0.0,-0.25,1
peptide_pm_305,-0.26,0.0,0.0,0.0,0.0,-0.26,0.0,-0.388,-0.388,-0.388,0.0,0.0,0.0,-0.388,-0.388,-0.388,0.0,0.0,-0.26,0.0,1
peptide_pm_306,-0.383,-0.197,-0.197,0.0,-0.197,-0.439,0.0,0.0,-0.383,-0.306,0.0,0.0,0.0,0.0,-0.197,-0.306,0.0,-0.306,-0.197,-0.306,1
peptide_pm_307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_308,-0.164,-0.464,0.0,-0.164,-0.164,-0.26,0.0,-0.26,-0.332,-0.26,0.0,-0.164,-0.26,0.0,0.0,-0.388,-0.164,-0.332,0.0,-0.164,1
peptide_pm_309,-0.285,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.488,-0.285,-0.415,0.0,0.0,0.0,0.0,0.0,-0.415,0.0,0.0,-0.285,0.0,1
peptide_pm_310,0.0,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.488,-0.488,-0.415,0.0,0.0,0.0,0.0,0.0,-0.285,0.0,0.0,-0.285,0.0,1
peptide_pm_311,-0.352,0.0,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.431,-0.528,0.0,-0.232,-0.232,0.0,0.0,0.0,0.0,-0.232,0.0,0.0,1
peptide_pm_312,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,-0.314,-0.531,-0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,1
peptide_pm_313,-0.359,0.0,0.0,0.0,-0.181,0.0,0.0,-0.181,-0.51,-0.415,0.0,0.0,-0.181,0.0,0.0,-0.415,-0.359,-0.181,-0.181,0.0,1
peptide_pm_314,-0.216,0.0,0.0,0.0,-0.464,0.0,-0.216,-0.216,-0.53,-0.332,0.0,0.0,0.0,0.0,0.0,-0.411,-0.216,0.0,0.0,0.0,1
peptide_pm_315,0.0,0.0,0.0,-0.26,-0.388,0.0,0.0,-0.26,-0.528,-0.388,0.0,-0.26,0.0,0.0,-0.26,0.0,0.0,0.0,-0.388,0.0,1
peptide_pm_316,-0.232,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.232,-0.53,-0.431,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,0.0,-0.232,0.0,1
peptide_pm_317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.388,-0.528,0.0,0.0,-0.26,-0.26,0.0,0.0,-0.509,0.0,-0.388,0.0,0.0,1
peptide_pm_318,-0.32,-0.25,-0.25,0.0,-0.25,-0.418,0.0,-0.25,-0.453,-0.418,0.0,-0.156,0.0,0.0,0.0,-0.156,-0.25,-0.156,0.0,0.0,1
peptide_pm_319,-0.314,0.0,0.0,0.0,-0.447,-0.314,0.0,0.0,-0.447,-0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.511,0.0,1
peptide_pm_320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.515,-0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,0.0,1
peptide_pm_321,-0.216,0.0,0.0,0.0,-0.216,-0.411,0.0,-0.332,-0.5,-0.411,0.0,0.0,0.0,0.0,0.0,0.0,-0.332,-0.332,-0.216,0.0,1
peptide_pm_322,0.0,-0.47,-0.168,-0.168,0.0,-0.437,0.0,0.0,0.0,-0.168,0.0,-0.168,-0.339,0.0,-0.168,-0.168,-0.437,-0.339,-0.168,0.0,1
peptide_pm_323,-0.401,0.0,0.0,0.0,0.0,0.0,0.0,-0.272,-0.476,-0.476,0.0,0.0,0.0,0.0,0.0,-0.401,0.0,-0.401,-0.272,0.0,1
peptide_pm_324,0.0,0.0,0.0,0.0,-0.323,-0.493,-0.401,-0.209,-0.323,-0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.209,0.0,1
peptide_pm_325,0.0,0.0,-0.228,-0.294,-0.347,-0.228,0.0,-0.294,-0.426,-0.347,0.0,-0.141,-0.141,-0.141,-0.39,-0.228,-0.141,-0.228,0.0,0.0,1
peptide_pm_326,0.0,-0.323,0.0,0.0,-0.209,-0.516,0.0,-0.209,-0.401,-0.456,-0.209,0.0,0.0,0.0,0.0,-0.209,0.0,-0.323,0.0,0.0,1
peptide_pm_327,0.0,0.0,0.0,0.0,-0.285,-0.285,0.0,-0.415,-0.285,-0.488,0.0,-0.285,0.0,0.0,0.0,-0.415,-0.285,0.0,-0.285,0.0,1
peptide_pm_328,-0.285,0.0,0.0,0.0,0.0,-0.415,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_329,-0.479,0.0,0.0,-0.197,-0.383,-0.306,-0.197,-0.306,-0.439,-0.197,-0.197,-0.197,0.0,0.0,0.0,-0.197,0.0,-0.197,0.0,0.0,1
peptide_pm_330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,-0.52,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_331,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_332,0.0,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.488,-0.523,-0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_333,-0.415,0.0,0.0,0.0,-0.285,0.0,-0.181,-0.181,-0.488,-0.359,0.0,0.0,0.0,0.0,0.0,-0.415,-0.359,-0.181,-0.181,0.0,1
peptide_pm_334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.415,-0.285,0.0,0.0,-0.415,0.0,-0.415,0.0,0.0,0.0,-0.53,0.0,1
peptide_pm_335,-0.375,0.0,-0.191,0.0,-0.375,-0.299,0.0,-0.191,-0.431,-0.431,0.0,0.0,-0.191,0.0,0.0,-0.431,0.0,0.0,-0.191,0.0,1
peptide_pm_336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.488,-0.415,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.415,0.0,1
peptide_pm_337,-0.228,-0.228,-0.141,-0.141,-0.228,-0.426,-0.141,-0.228,-0.426,-0.39,-0.141,-0.141,0.0,-0.141,0.0,-0.228,-0.228,-0.228,0.0,0.0,1
peptide_pm_338,-0.323,-0.323,0.0,0.0,0.0,-0.209,0.0,0.0,0.0,-0.209,0.0,0.0,0.0,0.0,-0.493,0.0,0.0,-0.493,-0.323,-0.401,1
peptide_pm_339,-0.203,0.0,0.0,0.0,-0.392,-0.447,-0.392,-0.447,0.0,-0.203,0.0,0.0,0.0,0.0,-0.392,-0.203,-0.203,-0.203,0.0,0.0,1
peptide_pm_340,-0.375,-0.299,0.0,0.0,-0.375,-0.191,0.0,-0.299,-0.375,-0.471,0.0,-0.191,-0.299,0.0,-0.191,0.0,-0.191,0.0,0.0,0.0,1
peptide_pm_341,-0.314,0.0,0.0,0.0,-0.392,-0.203,-0.447,-0.392,-0.203,-0.203,0.0,0.0,0.0,0.0,-0.314,0.0,-0.314,-0.392,0.0,0.0,1
peptide_pm_342,-0.524,0.0,0.0,0.0,0.0,-0.266,0.0,-0.168,-0.47,-0.168,0.0,-0.168,0.0,0.0,0.0,-0.266,-0.266,-0.394,-0.168,0.0,1
peptide_pm_343,0.0,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,-0.285,-0.53,0.0,0.0,-0.285,0.0,0.0,-0.285,0.0,0.0,0.0,0.0,1
peptide_pm_344,0.0,-0.47,0.0,-0.168,0.0,-0.394,0.0,-0.168,-0.168,-0.266,0.0,-0.168,-0.266,-0.168,-0.168,-0.168,-0.437,-0.168,-0.168,-0.168,1
peptide_pm_345,-0.181,0.0,-0.359,0.0,-0.181,-0.181,0.0,-0.457,-0.415,-0.181,-0.181,-0.181,-0.181,-0.181,0.0,-0.181,-0.285,-0.285,-0.181,0.0,1
peptide_pm_346,-0.285,0.0,0.0,0.0,-0.415,0.0,0.0,-0.488,-0.415,-0.415,0.0,0.0,0.0,0.0,-0.488,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_347,0.0,0.0,0.0,0.0,-0.392,-0.392,-0.447,-0.392,-0.203,-0.203,0.0,0.0,0.0,0.0,-0.314,0.0,-0.314,-0.392,0.0,0.0,1
peptide_pm_348,-0.392,0.0,-0.124,-0.264,0.0,-0.203,0.0,-0.203,-0.447,-0.314,0.0,-0.314,-0.203,0.0,0.0,-0.264,-0.264,-0.264,-0.264,0.0,1
peptide_pm_349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,-0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,0.0,1
peptide_pm_350,0.0,0.0,0.0,0.0,-0.488,-0.285,0.0,-0.285,-0.285,-0.415,0.0,0.0,0.0,-0.285,-0.285,-0.285,0.0,-0.285,-0.285,0.0,1
peptide_pm_351,-0.272,0.0,0.0,-0.172,-0.476,-0.345,0.0,0.0,-0.5,-0.272,-0.172,-0.172,0.0,0.0,-0.345,-0.172,0.0,0.0,0.0,-0.172,1
peptide_pm_352,-0.228,-0.228,-0.141,0.0,-0.141,-0.426,-0.141,-0.228,-0.426,-0.39,-0.141,-0.141,0.0,-0.228,0.0,-0.228,-0.228,-0.294,0.0,0.0,1
peptide_pm_353,0.0,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_354,-0.332,0.0,0.0,0.0,-0.411,0.0,-0.216,-0.216,-0.53,-0.332,0.0,0.0,0.0,0.0,0.0,-0.411,0.0,0.0,-0.216,0.0,1
peptide_pm_355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_356,-0.526,0.0,0.0,0.0,0.0,-0.172,0.0,0.0,-0.401,-0.476,-0.172,-0.272,0.0,0.0,0.0,0.0,-0.172,-0.345,-0.172,0.0,1
peptide_pm_357,-0.494,0.0,0.0,0.0,-0.292,-0.292,-0.367,0.0,-0.423,-0.292,0.0,0.0,0.0,0.0,0.0,-0.186,-0.186,-0.292,-0.186,-0.186,1
peptide_pm_358,0.0,-0.323,0.0,-0.209,0.0,-0.493,0.0,-0.209,-0.401,-0.493,-0.209,0.0,0.0,0.0,0.0,-0.209,0.0,-0.323,0.0,0.0,1
peptide_pm_359,0.0,-0.516,0.0,0.0,-0.272,-0.272,0.0,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.401,0.0,-0.272,1
peptide_pm_360,-0.323,0.0,0.0,-0.323,0.0,-0.401,0.0,-0.209,-0.456,-0.401,-0.323,-0.323,0.0,0.0,0.0,0.0,0.0,0.0,-0.323,0.0,1
peptide_pm_361,-0.464,0.0,0.0,-0.147,-0.304,-0.304,-0.147,0.0,-0.487,-0.236,-0.147,-0.147,0.0,-0.236,0.0,-0.147,-0.147,-0.304,0.0,-0.147,1
peptide_pm_362,0.0,-0.5,0.0,0.0,-0.25,-0.375,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,-0.524,0.0,0.0,-0.375,0.0,-0.25,1
peptide_pm_363,-0.345,0.0,0.0,-0.272,-0.104,-0.311,0.0,-0.226,-0.401,-0.311,-0.226,0.0,-0.311,-0.272,-0.226,-0.172,0.0,-0.375,0.0,0.0,1
peptide_pm_364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.415,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.488,-0.285,1
peptide_pm_365,-0.375,0.0,0.0,0.0,0.0,-0.375,0.0,-0.25,-0.375,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0,0.0,1
peptide_pm_366,-0.527,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.525,-0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,-0.314,0.0,0.0,0.0,0.0,-0.531,0.0,0.0,-0.314,-0.531,0.0,1
peptide_pm_369,-0.164,-0.464,0.0,-0.164,0.0,-0.332,0.0,-0.332,-0.26,-0.164,0.0,-0.164,-0.26,0.0,-0.164,-0.388,-0.164,-0.26,0.0,-0.26,1
peptide_pm_370,-0.431,-0.299,0.0,0.0,-0.299,-0.191,0.0,-0.299,-0.431,-0.471,0.0,0.0,-0.299,0.0,0.0,0.0,-0.191,-0.191,0.0,0.0,1
peptide_pm_371,0.0,-0.342,0.0,0.0,-0.525,-0.342,0.0,0.0,-0.525,0.0,0.0,0.0,0.0,0.0,0.0,-0.224,0.0,0.0,0.0,0.0,1
peptide_pm_372,0.0,0.0,0.0,0.0,-0.388,0.0,0.0,-0.26,-0.529,-0.388,0.0,-0.26,0.0,0.0,-0.26,0.0,0.0,0.0,-0.388,0.0,1
peptide_pm_373,-0.24,0.0,0.0,0.0,-0.442,0.0,-0.24,-0.24,-0.53,-0.442,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_374,-0.459,0.0,0.0,-0.16,0.0,-0.425,-0.16,-0.16,-0.459,-0.425,-0.16,-0.16,0.0,0.0,0.0,-0.16,0.0,-0.255,-0.16,0.0,1
peptide_pm_375,-0.514,0.0,0.0,0.0,-0.292,-0.423,0.0,0.0,-0.423,-0.292,0.0,0.0,0.0,0.0,0.0,-0.186,-0.186,-0.292,-0.186,-0.186,1
peptide_pm_376,-0.473,0.0,0.0,0.0,-0.224,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.507,-0.224,1
peptide_pm_377,-0.392,0.0,0.0,0.0,-0.203,-0.314,0.0,-0.392,-0.203,-0.447,0.0,-0.203,-0.203,0.0,-0.203,-0.447,0.0,-0.203,0.0,0.0,1
peptide_pm_378,0.0,0.0,0.0,-0.224,-0.342,0.0,0.0,-0.224,-0.525,-0.342,0.0,-0.224,0.0,0.0,-0.224,-0.224,0.0,-0.224,-0.42,0.0,1
peptide_pm_379,-0.526,0.0,-0.172,0.0,0.0,-0.172,0.0,0.0,-0.401,-0.476,0.0,-0.272,0.0,0.0,0.0,0.0,-0.172,-0.345,-0.172,0.0,1
peptide_pm_380,-0.375,-0.299,0.0,0.0,-0.299,-0.191,0.0,-0.191,-0.431,-0.5,0.0,0.0,-0.299,0.0,0.0,-0.191,-0.191,-0.191,0.0,0.0,1
