,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_nm_284,0.0,0.0,0.3504,0.0,0.0,0.7008,1.0512,0.3504,0.7008,0.3504,1.4016,0.0,0.3504,0.0,0.3504,0.3504,0.7008,0.3504,0.0,0.3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2214,0.2204,0.2078,0.2214,0.2204,0.2078,0
peptide_nm_285,0.9391,0.0,0.4695,0.4695,0.0,0.0,0.4695,0.4695,0.4695,0.4695,0.4695,0.0,0.0,0.4695,0.4695,0.4695,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381,0.1294,0.163,0.2381,0.1294,0.163,0
peptide_nm_286,0.2963,0.0,0.2963,0.2963,0.0,0.5926,0.2963,0.0,0.2963,0.5926,0.5926,0.5926,0.2963,0.5926,0.0,0.8889,0.5926,0.0,0.2963,1.4815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2377,0.2552,0.2108,0.2377,0.2552,0.2108,0
peptide_nm_287,0.9897,1.4845,0.0,0.0,0.0,0.4948,0.0,0.4948,0.0,0.0,0.9897,0.0,0.0,0.0,1.4845,0.0,0.0,0.0,0.0,0.4948,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1954,0.1306,0.1791,0.1954,0.1306,0.1791,0
peptide_nm_288,0.0,0.0,0.0,0.4169,0.0,0.4169,0.8339,0.4169,0.4169,0.8339,0.4169,0.0,0.0,0.4169,0.4169,0.8339,0.4169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448,0.2098,0.2284,0.1448,0.2098,0.2284,0
peptide_nm_289,0.6031,0.0,0.0,1.2062,0.3016,0.3016,0.0,0.9047,0.0,0.3016,0.6031,0.3016,0.3016,0.3016,0.3016,0.0,0.0,0.3016,0.0,0.6031,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682,0.2402,0.1901,0.2682,0.2402,0.1901,0
peptide_nm_290,0.0,0.4324,0.4324,0.0,0.0,0.8649,0.4324,0.0,0.4324,1.2973,0.4324,0.4324,0.0,0.0,0.4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1662,0.1813,0.22,0.1662,0.1813,0
peptide_nm_291,2.8948,0.0,0.0,0.0,0.0,0.4825,0.0,1.4474,0.0,0.4825,0.9649,0.4825,0.0,0.0,0.0,1.4474,0.0,0.0,0.4825,0.4825,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2015,0.1486,0.1674,0.2015,0.1486,0.1674,0
peptide_nm_292,0.4714,1.4141,0.0,0.4714,0.0,0.4714,0.9427,0.0,0.0,0.0,0.0,0.4714,0.0,0.0,0.4714,0.0,0.9427,0.0,0.4714,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.154,0.1585,0.2161,0.154,0.1585,0.2161,0
peptide_nm_293,0.6923,0.0,0.0,0.0,0.0,0.0,1.0385,0.0,0.0,0.6923,0.6923,1.0385,0.3462,0.0,0.0,0.0,1.0385,0.3462,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.1948,0.268,0.191,0.1948,0.268,0.191,0
peptide_nm_294,0.4625,0.0,1.3876,0.0,0.0,0.4625,0.4625,0.0,0.0,0.0,0.9251,0.4625,0.0,0.0,1.8502,0.4625,0.4625,0.0,0.4625,0.4625,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1848,0.1753,0.1774,0.1848,0.1753,0.1774,0
peptide_nm_295,0.8779,0.2926,0.0,0.5853,0.8779,0.2926,0.5853,0.8779,0.0,0.5853,0.8779,0.0,0.2926,0.0,0.0,0.5853,0.0,0.0,0.0,1.1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149,0.2703,0.2221,0.2149,0.2703,0.2221,0
peptide_nm_296,0.7691,0.0,0.0,0.0,0.2564,0.5128,1.0255,1.2819,0.0,0.5128,0.5128,0.5128,0.0,0.2564,0.0,1.5383,0.5128,0.0,0.2564,0.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2352,0.2894,0.219,0.2352,0.2894,0.219,0
peptide_nm_297,0.2176,0.4352,0.0,0.8704,0.0,0.4352,0.2176,0.6528,0.0,0.0,0.2176,0.6528,0.0,0.2176,0.0,0.6528,0.4352,0.0,0.6528,0.2176,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661,0.2981,0.2182,0.2661,0.2981,0.2182,0
peptide_nm_298,0.791,0.5273,0.0,0.5273,0.0,0.2637,0.791,1.0547,0.2637,0.5273,0.0,0.791,0.2637,0.0,0.2637,0.2637,0.5273,0.0,0.2637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.2514,0.2569,0.228,0.2514,0.2569,0
peptide_nm_299,0.6953,0.0,0.6953,0.0,2.0858,0.0,0.0,0.6953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6953,0.6953,0.0,1.3905,0.6953,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,0.0982,0.088,0.1186,0.0982,0.088,0
peptide_nm_300,1.3356,0.4452,0.4452,0.0,0.0,0.4452,0.4452,0.0,0.0,0.0,0.8904,0.0,0.4452,0.4452,0.4452,0.8904,0.8904,0.0,0.4452,0.8904,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2255,0.1767,0.1526,0.2255,0.1767,0.1526,0
peptide_nm_301,0.6712,0.0,0.0,0.3356,0.0,0.0,0.3356,0.3356,0.3356,0.3356,1.0068,1.0068,0.0,0.6712,0.3356,0.0,0.0,0.0,0.0,0.3356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1909,0.2757,0.1978,0.1909,0.2757,0.1978,0
peptide_nm_302,1.4031,0.3508,0.0,0.3508,0.0,0.0,0.3508,0.0,0.0,0.7016,0.3508,0.3508,0.0,0.0,0.0,0.7016,0.0,0.0,0.7016,0.3508,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931,0.2429,0.2132,0.1931,0.2429,0.2132,0
peptide_nm_303,0.5597,0.0,0.0,0.5597,0.0,0.0,0.0,0.5597,0.0,0.0,0.5597,1.1194,0.0,0.0,0.5597,0.5597,0.5597,0.0,0.0,2.2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.173,0.159,0.1083,0.173,0.159,0.1083,0
peptide_nm_304,1.1555,0.2311,0.1156,0.5778,0.1156,0.1156,0.6933,0.4622,0.1156,0.5778,0.5778,0.6933,0.1156,0.2311,0.9244,0.3467,0.3467,0.0,0.2311,0.8089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604,0.3079,0.3161,0.2604,0.3079,0.3161,0
peptide_nm_305,0.5284,0.0,0.0,0.5284,0.0,0.0,0.5284,1.5853,0.0,0.0,1.5853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2191,0.1564,0.096,0.2191,0.1564,0.096,0
peptide_nm_306,0.7438,0.3719,0.0,0.0,0.0,0.0,0.3719,0.3719,0.3719,0.3719,1.4875,0.0,0.0,0.0,1.1156,0.0,0.3719,0.3719,0.3719,0.7438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.174,0.2452,0.2089,0.174,0.2452,0.2089,0
peptide_nm_307,0.0,0.0,0.0,0.0,1.2353,0.6177,0.0,0.0,0.0,1.2353,1.2353,0.6177,0.0,0.6177,0.6177,0.0,0.6177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1767,0.1121,0.0935,0.1767,0.1121,0.0935,0
peptide_nm_308,0.9759,0.4879,0.0,0.0,0.0,0.4879,0.4879,0.4879,0.0,1.4638,0.0,0.0,0.0,0.4879,0.0,0.4879,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2311,0.1619,0.119,0.2311,0.1619,0.119,0
peptide_nm_309,0.2755,0.2755,0.0,0.0,0.0,0.5511,1.1021,0.8266,0.2755,0.5511,0.5511,0.5511,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.0,0.8266,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2473,0.2704,0.2067,0.2473,0.2704,0.2067,0
peptide_nm_310,0.3711,0.0,0.3711,0.0,0.0,0.3711,0.3711,1.1132,0.3711,0.7421,1.8554,0.3711,0.3711,0.0,0.3711,0.7421,0.0,0.0,0.0,1.1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.2315,0.1849,0.2125,0.2315,0.1849,0
peptide_nm_311,0.4212,1.2637,0.2106,0.0,0.0,0.2106,0.0,0.8425,0.0,0.0,0.2106,1.0531,0.0,0.0,0.4212,0.0,0.8425,0.0,0.0,0.4212,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.271,0.2691,0.2493,0.271,0.2691,0.2493,0
peptide_nm_312,0.6557,0.0,0.3279,0.3279,0.0,0.3279,0.6557,0.0,0.0,0.3279,0.3279,0.9836,0.3279,0.6557,0.3279,0.6557,0.0,0.0,0.3279,0.6557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579,0.1647,0.2495,0.2579,0.1647,0.2495,0
peptide_nm_313,0.5067,0.0,0.0,0.5067,0.0,0.0,0.0,0.5067,0.5067,0.0,0.0,0.0,0.5067,1.5201,0.5067,0.0,1.0134,0.0,0.0,1.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.1947,0.1643,0.1343,0.1947,0.1643,0.1343,0
peptide_nm_314,0.0,0.3817,0.0,0.3817,0.3817,0.3817,0.3817,0.7634,0.0,0.0,0.7634,0.7634,0.0,0.0,0.0,0.3817,0.0,0.0,0.0,0.3817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.177,0.1823,0.259,0.177,0.1823,0
peptide_nm_315,0.7749,0.0,0.7749,0.0,0.3874,0.7749,0.3874,0.3874,0.3874,1.1623,0.0,0.3874,0.0,0.3874,0.3874,0.7749,0.0,0.7749,0.3874,0.3874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2161,0.2273,0.1691,0.2161,0.2273,0.1691,0
peptide_nm_316,0.0,0.0,0.3965,0.3965,0.0,0.0,0.3965,1.5858,0.0,0.0,0.7929,0.7929,0.0,0.3965,0.3965,0.3965,0.3965,0.3965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2229,0.1885,0.1921,0.2229,0.1885,0.1921,0
peptide_nm_317,0.0,0.8705,0.2902,0.0,0.0,0.0,0.8705,0.0,0.0,0.2902,1.4509,0.0,0.2902,0.0,1.4509,0.0,0.2902,0.2902,0.0,0.8705,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.2771,0.1982,0.2345,0.2771,0.1982,0.2345,0
peptide_nm_318,0.4831,0.4831,0.0,0.0,0.0,0.9663,0.0,0.4831,0.0,0.9663,1.4494,0.0,0.0,0.9663,0.4831,0.4831,0.9663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.1561,0.1811,0.1797,0.1561,0.1811,0.1797,0
peptide_nm_319,0.6359,0.3179,0.0,0.0,0.9538,0.3179,1.2718,0.6359,0.3179,0.0,0.3179,0.3179,0.0,0.3179,0.6359,0.3179,0.6359,0.0,0.0,0.3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2397,0.2638,0.1785,0.2397,0.2638,0.1785,0
peptide_nm_320,0.4695,0.0,0.4695,0.4695,0.0,0.4695,0.4695,0.939,0.0,0.4695,0.4695,0.4695,0.4695,0.0,0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2252,0.123,0.1823,0.2252,0.123,0.1823,0
peptide_nm_321,0.5627,0.5627,0.2813,0.0,0.0,0.5627,1.1253,1.1253,0.0,0.2813,0.5627,0.2813,0.2813,0.0,0.5627,0.844,0.2813,0.2813,0.0,0.2813,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465,0.2853,0.1868,0.2465,0.2853,0.1868,0
peptide_nm_322,0.0,1.2216,0.4072,0.0,0.0,0.0,0.0,1.2216,0.0,0.0,0.4072,1.2216,0.0,0.4072,0.0,0.0,0.4072,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1876,0.2376,0.1675,0.1876,0.2376,0.1675,0
peptide_nm_323,0.7847,0.0,0.0,0.7847,0.0,0.3923,0.7847,0.3923,0.0,0.0,0.3923,0.0,0.3923,0.7847,0.3923,1.177,0.0,0.0,0.0,1.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.2089,0.219,0.1798,0.2089,0.219,0.1798,0
peptide_nm_324,0.3445,0.689,0.3445,0.3445,0.0,0.3445,0.0,0.689,0.0,0.689,0.689,0.3445,0.0,0.0,0.3445,0.3445,0.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2443,0.1728,0.2384,0.2443,0.1728,0.2384,0
peptide_nm_325,0.9408,0.4704,0.0,0.4704,0.0,0.0,0.2352,0.0,0.4704,0.4704,0.7056,0.4704,0.0,0.0,0.2352,0.4704,0.4704,0.2352,0.0,0.4704,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573,0.2841,0.2233,0.2573,0.2841,0.2233,0
peptide_nm_326,0.2973,0.5946,0.2973,0.8919,0.0,0.2973,0.0,0.2973,0.5946,0.2973,0.2973,1.1891,0.0,0.0,0.0,0.2973,0.2973,0.0,0.5946,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762,0.2766,0.1499,0.2762,0.2766,0.1499,0
peptide_nm_327,0.2907,0.2907,0.4845,0.6784,0.0,0.2907,0.5815,0.1938,0.2907,0.3876,1.066,0.4845,0.0,0.2907,0.7753,0.8722,0.4845,0.0969,0.1938,0.5815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2868,0.3253,0.2911,0.2868,0.3253,0.2911,0
peptide_nm_328,1.2629,0.842,0.0,0.421,0.0,0.421,0.421,0.421,0.0,0.0,0.842,0.0,0.421,0.0,0.0,0.0,0.421,0.0,0.0,0.421,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2061,0.1952,0.1778,0.2061,0.1952,0.1778,0
peptide_nm_329,1.6743,0.4186,0.0,0.4186,0.0,0.8372,0.0,0.4186,0.4186,0.4186,0.8372,0.0,0.0,0.0,0.4186,0.0,1.2557,0.0,0.0,0.4186,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2139,0.1911,0.1764,0.2139,0.1911,0.1764,0
peptide_nm_330,0.4791,0.0,0.0,0.4791,0.0,0.4791,0.4791,0.7186,0.4791,0.7186,0.4791,0.4791,0.2395,0.4791,0.2395,0.9581,0.7186,0.0,0.2395,0.4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2371,0.2658,0.2576,0.2371,0.2658,0.2576,0
peptide_nm_331,0.3619,0.0,0.0,0.7238,0.0,1.0857,0.3619,0.3619,0.0,0.0,1.0857,0.3619,0.3619,0.7238,0.0,0.0,0.3619,0.0,0.0,0.7238,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2302,0.1865,0.2213,0.2302,0.1865,0.2213,0
peptide_nm_332,0.8159,0.8159,0.1166,0.3497,0.1166,0.0,0.1166,0.6994,0.3497,0.0,1.1656,0.0,0.1166,0.2331,0.8159,0.8159,0.8159,0.4662,0.5828,0.6994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.3086,0.2918,0.283,0.3086,0.2918,0
peptide_nm_333,0.4455,0.4455,0.0,0.4455,0.0,0.0,0.4455,0.4455,0.0,0.4455,0.8909,0.4455,0.0,0.4455,0.0,0.0,1.3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2498,0.1172,0.1876,0.2498,0.1172,0.1876,0
peptide_nm_334,0.5717,0.0,0.0,0.0,0.2859,0.2859,0.8576,0.8576,0.5717,1.1435,0.0,0.5717,0.0,0.2859,0.0,0.2859,0.5717,0.0,0.0,0.2859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846,0.2535,0.176,0.2846,0.2535,0.176,0
peptide_nm_335,0.591,0.591,0.0,0.0,0.2955,0.591,0.591,0.8866,0.2955,0.0,0.591,0.0,0.0,0.2955,0.0,0.2955,0.2955,0.0,0.2955,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2271,0.2296,0.2477,0.2271,0.2296,0.2477,0
peptide_nm_336,0.2452,0.7357,0.0,0.4905,0.0,0.0,0.4905,0.2452,0.2452,0.4905,0.2452,0.4905,0.4905,0.2452,0.0,0.2452,0.0,0.0,0.2452,0.4905,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2368,0.2591,0.2589,0.2368,0.2591,0.2589,0
peptide_nm_337,1.4189,0.2365,0.473,0.0,0.0,0.0,0.946,0.7095,0.0,1.1825,0.2365,0.7095,0.0,0.2365,0.2365,0.2365,0.7095,0.0,0.0,0.7095,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.2744,0.2151,0.274,0.2744,0.2151,0
peptide_nm_338,0.9129,0.9129,0.2282,0.2282,0.0,0.2282,0.0,0.2282,0.2282,0.0,0.4565,0.2282,0.2282,0.4565,0.0,0.2282,0.2282,0.2282,0.6847,0.4565,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2493,0.261,0.2615,0.2493,0.261,0.2615,0
peptide_nm_339,0.2834,0.5669,0.2834,0.2834,0.2834,0.5669,0.5669,0.2834,0.5669,0.8503,0.2834,0.2834,0.0,0.0,0.2834,0.2834,0.5669,0.0,0.0,0.5669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2456,0.2774,0.1936,0.2456,0.2774,0.1936,0
peptide_nm_340,0.0,0.3902,0.3902,0.3902,0.0,0.0,0.3902,0.3902,0.0,0.3902,0.7805,0.7805,0.0,0.0,0.0,0.3902,0.7805,0.0,0.0,0.3902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.26,0.2587,0.091,0.26,0.2587,0.091,0
peptide_nm_341,0.0,0.0,0.381,1.1429,0.0,0.0,0.0,0.7619,0.0,0.0,0.381,0.381,0.0,0.381,0.7619,0.381,0.0,0.0,0.381,0.381,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088,0.1856,0.2246,0.2088,0.1856,0.2246,0
peptide_nm_342,2.1149,0.5287,0.0,0.0,0.0,0.5287,0.5287,0.0,0.0,0.5287,0.5287,0.0,1.0575,0.5287,0.5287,0.5287,0.0,0.0,0.5287,1.5862,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.191,0.1263,0.154,0.191,0.1263,0.154,0
peptide_nm_343,0.5803,0.8704,0.5803,0.2901,0.0,0.0,0.2901,0.2901,0.0,0.5803,0.2901,0.2901,0.0,0.2901,0.0,0.5803,0.5803,0.0,0.8704,0.5803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2356,0.2599,0.2143,0.2356,0.2599,0.2143,0
peptide_nm_344,0.3098,0.6197,0.0,0.6197,0.0,0.6197,0.6197,0.0,0.0,0.9295,0.6197,0.3098,0.3098,0.6197,0.0,0.0,0.0,0.0,0.0,0.3098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711,0.2763,0.2428,0.1711,0.2763,0.2428,0
peptide_nm_345,1.2914,0.2583,0.5166,0.2583,0.0,0.0,0.2583,0.2583,0.2583,0.5166,0.7748,0.5166,0.0,0.2583,0.0,0.0,0.7748,0.2583,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304,0.2786,0.2327,0.2304,0.2786,0.2327,0
peptide_nm_346,1.1684,0.0,0.0,0.0,0.0,0.0,0.5842,0.0,0.0,1.1684,0.5842,0.0,0.5842,0.0,0.0,1.1684,0.0,0.0,0.5842,0.5842,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1128,0.1381,0.1649,0.1128,0.1381,0.1649,0
