,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_pm_319,6.18,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,4.1,4.5,0.0,4.1,0.0,0.0,0.0,2.22,0.0,0.0,1
peptide_pm_320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,1.62,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,1
peptide_pm_321,9.25,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,7.89,5.72,4.94,0.0,12.05,0.0,0.0,15.26,16.25,0.0,8.63,1
peptide_pm_322,0.0,20.41,14.14,21.86,3.96,0.0,21.86,6.8,0.0,0.0,25.17,0.0,0.0,0.0,9.41,14.62,4.24,15.24,0.0,10.0,1
peptide_pm_323,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,8.42,5.75,0.0,0.0,0.0,4.31,0.0,6.36,0.0,4.77,1
peptide_pm_324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,7.79,10.38,3.2,9.45,0.0,10.65,0.0,0.0,0.0,15.62,0.0,0.0,1
peptide_pm_325,0.0,6.55,24.05,15.86,0.0,18.0,13.66,17.58,0.0,10.23,19.56,7.47,0.0,8.74,28.11,22.03,31.35,0.0,0.0,14.58,1
peptide_pm_326,0.0,0.0,0.0,0.0,11.05,0.0,0.0,2.94,0.0,11.9,4.06,6.42,17.24,15.62,0.0,14.19,0.0,0.0,0.0,6.85,1
peptide_pm_327,0.0,0.0,5.54,0.0,0.0,0.0,0.0,5.69,0.0,3.42,7.45,6.92,0.0,11.08,0.0,4.75,6.92,5.69,0.0,0.0,1
peptide_pm_328,11.08,5.54,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.42,2.7,0.0,0.0,0.0,8.0,6.92,0.0,0.0,0.0,5.69,1
peptide_pm_329,4.63,0.0,19.22,0.0,0.0,0.0,14.78,18.23,12.7,13.59,13.65,5.95,17.57,5.24,0.0,21.04,0.0,0.0,0.0,12.7,1
peptide_pm_330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,3.09,0.0,0.0,8.28,0.0,0.0,14.28,0.0,0.0,1
peptide_pm_331,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.09,3.27,2.1,0.0,11.08,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_333,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,20.5,6.62,4.19,0.0,12.56,0.0,9.3,5.96,22.19,0.0,12.5,1
peptide_pm_334,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,9.38,4.42,0.0,0.0,4.08,0.0,0.0,1.78,0.0,0.0,1
peptide_pm_335,10.86,0.0,0.0,22.04,0.0,0.0,0.0,12.0,0.0,11.04,5.05,6.95,0.0,11.14,11.21,10.0,0.0,20.21,0.0,0.0,1
peptide_pm_336,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.42,3.45,0.0,0.0,2.36,0.0,0.0,3.75,0.0,0.0,1
peptide_pm_337,12.03,0.0,17.57,20.97,25.69,21.89,33.14,7.34,18.0,13.81,10.24,5.91,31.35,14.08,0.0,14.97,15.86,0.0,0.0,12.25,1
peptide_pm_338,7.05,5.29,0.0,0.0,13.05,0.0,0.0,9.62,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,16.25,6.0,3.53,1
peptide_pm_339,10.05,4.85,0.0,0.0,0.0,0.0,0.0,4.74,8.05,4.53,16.59,0.0,0.0,8.45,0.0,11.14,18.23,0.0,0.0,10.23,1
peptide_pm_340,10.23,18.54,11.21,0.0,13.65,0.0,0.0,13.54,0.0,10.87,7.15,9.77,0.0,7.5,8.87,0.0,17.04,0.0,0.0,0.0,1
peptide_pm_341,6.95,7.24,0.0,0.0,0.0,0.0,0.0,20.05,4.74,4.85,15.14,10.59,0.0,13.25,0.0,0.0,10.57,0.0,0.0,6.75,1
peptide_pm_342,4.57,0.0,23.45,0.0,0.0,0.0,0.0,15.18,0.0,19.1,25.17,3.71,0.0,0.0,0.0,12.39,12.39,23.45,0.0,8.5,1
peptide_pm_343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.92,2.0,5.54,0.0,11.08,8.0,6.92,0.0,0.0,0.0,0.0,1
peptide_pm_344,0.0,25.17,27.03,0.0,3.46,13.79,17.93,7.19,0.0,20.41,13.89,23.45,0.0,0.0,15.32,16.9,5.92,17.93,13.52,21.86,1
peptide_pm_345,22.19,0.0,16.35,6.04,0.0,20.5,0.0,12.96,0.0,6.23,12.19,9.65,24.04,18.96,20.5,15.27,7.92,12.19,0.0,8.64,1
peptide_pm_346,5.69,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,5.42,4.75,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_347,0.0,7.24,0.0,0.0,0.0,0.0,0.0,6.45,4.74,4.85,15.14,10.59,0.0,13.25,0.0,0.0,10.57,0.0,0.0,6.75,1
peptide_pm_348,9.49,0.0,10.44,34.93,0.0,0.0,12.93,33.95,0.0,23.77,9.12,5.35,0.0,0.0,19.86,18.79,12.74,21.79,0.0,12.79,1
peptide_pm_349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,1
peptide_pm_350,0.0,8.0,0.0,0.0,0.0,8.0,0.0,6.92,0.0,9.38,6.08,5.54,0.0,3.45,0.0,5.69,0.0,6.92,0.0,9.38,1
peptide_pm_351,9.93,13.88,18.18,0.0,0.0,0.0,16.04,10.81,0.0,0.0,19.93,4.14,18.18,4.7,0.0,13.18,0.0,0.0,15.18,0.0,1
peptide_pm_352,12.03,0.0,17.57,20.97,25.69,21.64,0.0,7.34,18.0,13.81,10.18,5.91,31.35,17.57,0.0,14.97,15.86,0.0,0.0,11.49,1
peptide_pm_353,0.0,5.54,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.42,2.7,0.0,0.0,11.08,8.0,6.92,0.0,0.0,0.0,5.69,1
peptide_pm_354,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,11.05,6.11,3.21,0.0,5.61,0.0,4.28,0.0,16.25,0.0,0.0,1
peptide_pm_355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.71,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,1
peptide_pm_356,7.15,0.0,14.74,0.0,0.0,0.0,0.0,20.89,0.0,0.0,4.43,8.24,20.89,0.0,0.0,0.0,19.46,22.46,0.0,8.42,1
peptide_pm_357,5.15,0.0,0.0,0.0,0.0,0.0,0.0,20.21,7.04,0.0,17.04,5.41,0.0,15.71,0.0,18.0,18.0,21.2,21.2,8.79,1
peptide_pm_358,0.0,0.0,0.0,0.0,11.05,0.0,9.62,4.12,0.0,11.9,3.88,6.42,17.24,0.0,0.0,14.19,0.0,0.0,0.0,6.85,1
peptide_pm_359,0.0,4.73,0.0,0.0,2.55,0.0,0.0,10.36,0.0,12.07,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,8.93,6.62,1
peptide_pm_360,8.05,0.0,10.65,0.0,0.0,0.0,11.65,4.84,0.0,11.9,8.95,6.72,9.25,0.0,0.0,0.0,0.0,10.45,0.0,0.0,1
peptide_pm_361,5.03,0.0,26.17,0.0,0.0,14.44,33.03,16.42,29.37,0.0,20.62,3.61,31.14,22.42,0.0,27.71,16.74,0.0,22.23,9.39,1
peptide_pm_362,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,0.0,8.56,0.0,0.0,8.56,0.0,0.0,0.0,0.0,7.31,11.33,1
peptide_pm_363,8.04,32.28,0.0,0.0,0.0,45.4,27.28,21.29,0.0,16.24,14.83,10.57,25.17,45.09,11.4,36.25,0.0,0.0,0.0,7.9,1
peptide_pm_364,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.42,6.15,0.0,0.0,2.36,0.0,0.0,3.27,8.0,0.0,1
peptide_pm_365,6.67,0.0,12.31,0.0,0.0,0.0,0.0,5.2,0.0,14.06,3.09,6.27,0.0,0.0,0.0,7.31,7.06,0.0,0.0,0.0,1
peptide_pm_366,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_368,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,9.09,0.0,0.0,0.0,0.0,0.0,2.38,0.0,4.55,1
peptide_pm_369,14.17,21.37,22.83,0.0,4.56,0.0,24.43,10.54,0.0,9.11,15.37,14.69,0.0,0.0,16.0,6.44,14.83,0.0,12.07,11.38,1
peptide_pm_370,6.0,0.0,0.0,0.0,13.65,0.0,0.0,13.54,0.0,8.78,4.35,6.95,0.0,11.91,8.87,0.0,17.04,0.0,0.0,11.04,1
peptide_pm_371,0.0,0.0,0.0,0.0,16.06,0.0,0.0,7.17,0.0,0.0,0.0,2.64,0.0,1.42,0.0,8.53,0.0,0.0,0.0,0.0,1
peptide_pm_372,0.0,9.87,9.87,0.0,0.0,0.0,0.0,0.0,0.0,7.73,5.5,2.5,0.0,6.07,0.0,0.0,0.0,8.79,0.0,0.0,1
peptide_pm_373,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,7.65,4.13,4.58,0.0,4.53,7.53,0.0,0.0,13.29,0.0,0.0,1
peptide_pm_374,7.42,0.0,20.97,0.0,0.0,0.0,27.16,5.63,29.03,16.13,4.44,4.42,19.74,0.0,0.0,29.03,0.0,23.81,0.0,16.97,1
peptide_pm_375,4.74,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,17.04,5.41,0.0,15.71,0.0,18.0,18.0,21.2,21.2,8.79,1
peptide_pm_376,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,8.63,0.0,0.0,0.0,3.07,13.68,0.0,1
peptide_pm_377,7.55,18.23,20.05,0.0,0.0,0.0,0.0,11.33,0.0,7.25,4.53,15.14,0.0,20.05,10.59,3.89,0.0,0.0,0.0,12.77,1
peptide_pm_378,0.0,9.47,13.68,0.0,0.0,0.0,8.63,0.0,0.0,11.16,6.5,2.79,0.0,5.61,0.0,9.47,0.0,11.65,0.0,12.32,1
peptide_pm_379,7.15,0.0,14.74,20.89,0.0,0.0,0.0,20.89,0.0,0.0,4.43,8.24,0.0,0.0,0.0,0.0,19.46,22.46,0.0,8.42,1
peptide_pm_380,10.23,0.0,0.0,0.0,13.65,0.0,0.0,11.04,0.0,17.04,2.95,6.95,0.0,11.91,8.87,13.54,17.04,0.0,0.0,15.71,1
peptide_pm_381,14.43,0.0,22.32,0.0,4.88,0.0,25.42,10.34,0.0,15.1,27.16,13.66,0.0,0.0,16.83,6.68,25.42,19.74,19.74,6.97,1
peptide_pm_382,6.67,0.0,12.31,0.0,0.0,0.0,0.0,7.81,0.0,14.06,3.09,9.87,0.0,0.0,0.0,5.07,7.06,0.0,0.0,0.0,1
peptide_pm_383,7.73,0.0,11.33,0.0,0.0,0.0,0.0,7.73,0.0,7.07,6.92,4.15,0.0,6.67,0.0,8.67,13.07,0.0,0.0,7.07,1
peptide_pm_384,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,0.0,8.56,0.0,0.0,8.56,0.0,0.0,0.0,14.06,7.31,10.81,1
peptide_pm_385,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,11.33,0.0,0.0,1
peptide_pm_386,5.62,0.0,0.0,0.0,0.0,0.0,0.0,10.17,7.04,0.0,17.04,5.41,0.0,15.71,0.0,18.0,18.0,21.2,21.2,8.79,1
peptide_pm_387,0.0,11.86,0.0,0.0,0.0,0.0,0.0,6.45,4.74,4.85,15.14,9.24,0.0,13.25,0.0,0.0,10.57,0.0,0.0,6.75,1
peptide_pm_388,6.69,0.0,0.0,9.41,0.0,0.0,0.0,13.29,0.0,2.18,0.0,5.2,0.0,11.76,0.0,0.0,11.76,0.0,0.0,15.06,1
peptide_pm_389,8.53,4.82,0.0,0.0,0.0,0.0,0.0,4.44,0.0,7.72,7.61,15.26,0.0,10.21,13.68,12.32,0.0,0.0,0.0,6.24,1
peptide_pm_390,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,9.38,4.18,5.54,0.0,3.45,8.0,5.69,0.0,6.92,0.0,0.0,1
peptide_pm_391,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_392,7.04,16.9,10.89,0.0,0.0,14.14,0.0,27.03,0.0,15.33,12.18,3.65,0.0,0.0,0.0,13.46,10.18,0.0,0.0,9.41,1
peptide_pm_393,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,17.04,5.41,0.0,15.71,0.0,18.0,18.0,21.2,21.2,8.79,1
peptide_pm_394,7.06,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,14.06,3.09,7.33,0.0,0.0,0.0,5.07,7.06,7.31,0.0,0.0,1
peptide_pm_395,7.15,0.0,14.74,0.0,0.0,0.0,0.0,20.89,0.0,0.0,4.43,7.29,0.0,0.0,0.0,0.0,19.46,22.46,0.0,8.42,1
peptide_pm_396,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,5.75,6.15,0.0,0.0,2.36,0.0,0.0,2.7,0.0,0.0,1
peptide_pm_397,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,2.58,0.0,0.0,0.0,0.0,8.56,10.81,0.0,7.31,1
peptide_pm_398,2.44,0.0,5.73,0.0,0.0,0.0,0.0,9.56,0.0,0.0,4.67,9.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,1
peptide_pm_399,8.0,5.54,0.0,0.0,0.0,0.0,0.0,5.69,0.0,4.42,2.7,0.0,0.0,11.08,8.0,6.92,0.0,0.0,0.0,5.69,1
peptide_pm_400,0.0,6.63,0.0,15.62,0.0,0.0,0.0,11.9,19.05,0.0,9.05,5.68,12.95,19.05,7.45,11.9,6.65,0.0,9.05,9.52,1
peptide_pm_401,5.06,0.0,11.39,0.0,0.0,0.0,0.0,17.04,0.0,0.0,4.65,7.9,0.0,0.0,0.0,0.0,22.04,0.0,0.0,7.41,1
peptide_pm_402,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.58,3.42,0.0,0.0,4.55,0.0,11.08,1
peptide_pm_403,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,9.39,7.06,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,6.47,1
peptide_pm_404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,6.08,3.33,5.54,0.0,11.08,8.0,6.92,0.0,0.0,0.0,0.0,1
peptide_pm_405,8.94,0.0,15.26,0.0,0.0,0.0,10.21,12.72,0.0,8.95,2.94,6.72,0.0,10.21,0.0,11.17,8.63,0.0,0.0,8.72,1
peptide_pm_406,6.92,5.54,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.42,4.18,0.0,0.0,11.08,8.0,6.92,0.0,0.0,0.0,5.69,1
peptide_pm_407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1
peptide_pm_408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,6.93,6.67,2.36,0.0,0.0,0.0,6.5,0.0,9.87,0.0,9.38,1
peptide_pm_409,0.0,2.92,0.0,0.0,2.93,0.0,0.0,8.28,0.0,0.0,0.0,12.72,0.0,5.18,0.0,0.0,0.0,12.72,5.65,8.72,1
peptide_pm_410,7.05,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,7.65,3.41,10.25,0.0,0.0,10.25,14.65,7.05,16.25,0.0,9.65,1
peptide_pm_411,0.0,7.06,14.28,0.0,0.0,0.0,0.0,16.06,8.72,3.54,12.72,5.2,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,1
peptide_pm_412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,2.67,1.71,0.0,5.27,0.0,0.0,0.0,0.0,0.0,7.45,1
peptide_pm_413,6.25,0.0,17.24,0.0,0.0,0.0,0.0,0.0,12.95,0.0,4.53,3.07,0.0,7.65,0.0,11.9,0.0,9.05,0.0,11.05,1
peptide_pm_414,12.59,21.48,0.0,0.0,0.0,24.04,0.0,9.54,15.19,12.42,5.77,7.52,0.0,23.19,8.4,19.93,0.0,0.0,0.0,10.5,1
peptide_pm_415,0.0,20.97,14.7,0.0,4.88,0.0,25.42,10.34,0.0,13.03,14.17,14.77,0.0,19.74,16.83,8.69,15.1,0.0,19.74,10.69,1
peptide_pm_416,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,2.17,0.75,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_417,0.0,2.22,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,7.45,0.0,0.0,5.42,0.0,0.0,0.0,0.0,3.27,10.08,1
peptide_pm_418,9.5,0.0,10.59,0.0,0.0,0.0,0.0,5.71,0.0,13.65,8.48,3.56,8.59,0.0,0.0,0.0,0.0,10.23,0.0,0.0,1
peptide_pm_419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.71,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0,1
peptide_pm_420,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.88,5.27,0.0,0.0,0.0,5.3,9.09,0.0,0.0,0.0,1
peptide_pm_421,0.0,3.21,0.0,0.0,2.93,0.0,0.0,8.28,0.0,0.0,0.0,6.47,0.0,10.47,0.0,0.0,0.0,12.72,5.76,8.72,1
peptide_pm_422,5.42,0.0,8.42,0.0,0.0,0.0,0.0,6.08,6.08,0.0,4.55,5.27,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
peptide_pm_423,7.04,17.04,11.11,0.0,0.0,13.89,0.0,26.04,0.0,14.42,12.0,3.5,0.0,0.0,0.0,12.67,9.63,0.0,0.0,9.73,1
peptide_pm_424,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.92,6.15,0.0,0.0,2.36,0.0,0.0,2.3,0.0,0.0,1
peptide_pm_425,22.28,25.15,33.85,11.66,34.36,0.0,20.84,7.22,0.0,11.07,22.44,9.08,22.89,22.48,38.54,0.0,10.98,0.0,0.0,8.51,1
peptide_pm_426,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,9.39,7.06,7.65,0.0,14.28,0.0,10.47,0.0,6.19,0.0,9.39,1
peptide_pm_427,0.0,4.73,0.0,0.0,2.55,0.0,0.0,10.36,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,12.07,8.93,6.62,1
peptide_pm_428,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,5.56,0.0,0.0,1
peptide_pm_429,0.0,3.3,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,5.08,0.0,0.0,0.0,0.0,7.08,7.45,1
peptide_pm_430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_431,5.53,19.22,0.0,0.0,0.0,0.0,0.0,4.15,0.0,10.61,6.95,0.0,8.41,11.91,0.0,8.59,13.65,0.0,0.0,0.0,1
peptide_pm_432,13.03,17.77,16.07,0.0,4.64,0.0,24.43,12.41,0.0,15.52,13.52,0.0,0.0,0.0,16.0,10.25,13.45,0.0,12.97,7.39,1
peptide_pm_433,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,7.04,0.0,17.04,5.41,0.0,15.71,0.0,18.0,18.0,21.2,21.2,8.79,1
peptide_pm_434,9.9,0.0,0.0,0.0,11.05,0.0,0.0,2.94,9.62,5.79,5.65,9.52,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.0,1
peptide_pm_435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,4.17,10.87,9.33,11.21,0.0,14.78,0.0,0.0,0.0,11.54,0.0,9.22,1
peptide_pm_436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_437,9.2,17.84,0.0,0.0,0.0,23.04,0.0,10.88,0.0,9.88,6.17,8.96,0.0,0.0,12.04,13.58,12.24,14.35,0.0,13.76,1
peptide_pm_438,23.68,0.0,0.0,17.66,0.0,16.91,0.0,9.83,0.0,13.35,8.3,3.68,0.0,16.13,23.28,17.03,0.0,0.0,0.0,5.41,1
peptide_pm_439,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,11.05,6.06,3.21,0.0,5.61,0.0,4.28,0.0,16.25,0.0,0.0,1
peptide_pm_440,0.0,15.29,0.0,0.0,0.0,0.0,0.0,24.04,22.19,16.35,8.14,6.15,0.0,7.39,13.76,13.58,0.0,0.0,0.0,15.27,1
peptide_pm_441,11.26,17.19,17.57,20.97,25.69,0.0,0.0,7.72,0.0,25.47,10.69,5.91,31.35,13.69,0.0,10.4,20.16,0.0,0.0,9.97,1
peptide_pm_442,11.14,7.24,0.0,0.0,0.0,0.0,0.0,9.9,4.74,4.85,15.14,10.59,0.0,13.25,0.0,0.0,10.57,0.0,0.0,6.75,1
